X_Scaled,Y_Scaled,Weird_Depth_Scaled,CMI_Depth_Scaled,Zeros,CMI_Depth,CMI_FileNum,CMI_SurfElev,CMI_Thickness,DICE_FileNum,DICE_IceBase,DICE_SurfElev,DICE_Thickness,Dice_Weird_Depth,Dice_Weird_FileNum,Dice_Weird_SurfElev,Dice_Weird_Thick,SIR_IceBase,SIR_SurfElev_clean,SIR_Thickness,SurfHell_Edit_lidar_edit,The_Weird,Weird_Depth,Weird_FileNum,Weird_SurfElev,X_EPSG_3031,Y_EPSG_3031
-16.87073359,-128.0210121,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-168707.3359,-1280210.121
-16.86247561,-128.0209694,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-168624.7561,-1280209.694
-16.85421879,-128.0209279,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-168542.1879,-1280209.279
-16.84596241,-128.0208908,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-168459.6241,-1280208.908
-16.83770387,-128.0208587,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-168377.0387,-1280208.587
-16.82944338,-128.0208308,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-168294.4338,-1280208.308
-16.82118178,-128.0208061,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-168211.8178,-1280208.061
-16.81291904,-128.0207828,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-168129.1904,-1280207.828
-16.80465514,-128.0207648,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-168046.5514,-1280207.648
-16.79639008,-128.0207526,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-167963.9008,-1280207.526
-16.78812404,-128.0207433,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-167881.2404,-1280207.433
-16.77985641,-128.0207331,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-167798.5641,-1280207.331
-16.77158731,-128.020722,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-167715.8731,-1280207.22
-16.76331646,-128.0207097,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-167633.1646,-1280207.097
-16.75504284,-128.0206938,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-167550.4284,-1280206.938
-16.74676552,-128.0206672,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-167467.6552,-1280206.672
-16.73848507,-128.0206274,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-167384.8507,-1280206.274
-16.73020196,-128.0205743,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-167302.0196,-1280205.743
-16.72191441,-128.0205083,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-167219.1441,-1280205.083
-16.71362044,-128.0204325,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-167136.2044,-1280204.325
-16.70531944,-128.02035,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-167053.1944,-1280203.5
-16.69701343,-128.0202675,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-166970.1343,-1280202.675
-16.68870244,-128.020191,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-166887.0244,-1280201.91
-16.68038506,-128.0201271,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-166803.8506,-1280201.271
-16.67206154,-128.0200762,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-166720.6154,-1280200.762
-16.66373336,-128.0200353,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-166637.3336,-1280200.353
-16.65540142,-128.0200001,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-166554.0142,-1280200.001
-16.64706465,-128.0199684,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-166470.6465,-1280199.684
-16.63872183,-128.0199381,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-166387.2183,-1280199.381
-16.63037316,-128.0199077,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-166303.7316,-1280199.077
-16.62201969,-128.0198771,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-166220.1969,-1280198.771
-16.61366159,-128.0198472,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-166136.6159,-1280198.472
-16.60529713,-128.0198166,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-166052.9713,-1280198.166
-16.59692664,-128.0197849,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-165969.2664,-1280197.849
-16.58855326,-128.0197528,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-165885.5326,-1280197.528
-16.58017771,-128.0197219,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-165801.7771,-1280197.219
-16.57179905,-128.0196925,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-165717.9905,-1280196.925
-16.5634182,-128.0196575,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-165634.182,-1280196.575
-16.55503573,-128.0196113,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-165550.3573,-1280196.113
-16.54665153,-128.0195559,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-165466.5153,-1280195.559
-16.53826546,-128.0194924,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-165382.6546,-1280194.924
-16.52987712,-128.0194258,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-165298.7712,-1280194.258
-16.52148639,-128.0193593,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-165214.8639,-1280193.593
-16.51309287,-128.0192922,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-165130.9287,-1280192.922
-16.50469672,-128.0192287,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-165046.9672,-1280192.287
-16.49629829,-128.0191714,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-164962.9829,-1280191.714
-16.48789725,-128.01912,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-164878.9725,-1280191.2
-16.47949336,-128.0190723,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-164794.9336,-1280190.723
-16.4710858,-128.0190254,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-164710.858,-1280190.254
-16.46267458,-128.0189801,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-164626.7458,-1280189.801
-16.45426167,-128.0189355,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-164542.6167,-1280189.355
-16.44584681,-128.0188902,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-164458.4681,-1280188.902
-16.43742807,-128.0188437,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-164374.2807,-1280188.437
-16.42900589,-128.018797,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-164290.0589,-1280187.97
-16.4205822,-128.0187507,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-164205.822,-1280187.507
-16.41215544,-128.0187055,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-164121.5544,-1280187.055
-16.40372464,-128.0186604,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-164037.2464,-1280186.604
-16.39529025,-128.018616,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-163952.9025,-1280186.16
-16.386852,-128.018574,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-163868.52,-1280185.74
-16.37840803,-128.0185345,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-163784.0803,-1280185.345
-16.36995931,-128.0185011,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-163699.5931,-1280185.011
-16.3615091,-128.0184767,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-163615.091,-1280184.767
-16.35305722,-128.0184613,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-163530.5722,-1280184.613
-16.34460242,-128.0184499,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-163446.0242,-1280184.499
-16.33614551,-128.0184369,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-163361.4551,-1280184.369
-16.32768686,-128.0184179,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-163276.8686,-1280184.179
-16.31922561,-128.0183918,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-163192.2561,-1280183.918
-16.31076197,-128.0183606,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-163107.6197,-1280183.606
-16.30229653,-128.0183259,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-163022.9653,-1280183.259
-16.29382884,-128.0182882,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-162938.2884,-1280182.882
-16.28535799,-128.0182449,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-162853.5799,-1280182.449
-16.27688323,-128.0181982,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-162768.8323,-1280181.982
-16.26840667,-128.018155,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-162684.0667,-1280181.55
-16.25992897,-128.0181178,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-162599.2897,-1280181.178
-16.25144914,-128.0180861,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-162514.4914,-1280180.861
-16.24296606,-128.0180561,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-162429.6606,-1280180.561
-16.23447968,-128.0180219,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-162344.7968,-1280180.219
-16.22598981,-128.0179849,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-162259.8981,-1280179.849
-16.2174961,-128.0179506,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-162174.961,-1280179.506
-16.2090002,-128.0179244,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-162090.002,-1280179.244
-16.20050293,-128.0179082,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-162005.0293,-1280179.082
-16.19200252,-128.017895,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-161920.0252,-1280178.95
-16.18349781,-128.0178776,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-161834.9781,-1280178.776
-16.17498988,-128.0178539,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-161749.8988,-1280178.539
-16.1664805,-128.0178242,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-161664.805,-1280178.242
-16.15797,-128.017789,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-161579.7,-1280177.89
-16.14945807,-128.0177474,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-161494.5807,-1280177.474
-16.14094481,-128.0176989,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-161409.4481,-1280176.989
-16.13243056,-128.0176407,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-161324.3056,-1280176.407
-16.12391506,-128.0175751,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-161239.1506,-1280175.751
-16.11539827,-128.0175058,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-161153.9827,-1280175.058
-16.10688082,-128.0174403,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-161068.8082,-1280174.403
-16.09836254,-128.0173829,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-160983.6254,-1280173.829
-16.08984257,-128.0173296,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-160898.4257,-1280173.296
-16.08132097,-128.0172787,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-160813.2097,-1280172.787
-16.07279887,-128.0172333,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-160727.9887,-1280172.333
-16.06427737,-128.0171956,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-160642.7737,-1280171.956
-16.05575733,-128.0171648,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-160557.5733,-1280171.648
-16.04723909,-128.0171356,-9999,-9999,0,,,,,,,,,,,,,,,,,,,,,-160472.3909,-1280171.356
