X_Scaled,Y_Scaled,Weird_Depth_Scaled,CMI_Depth_Scaled,Zeros,CMI_Depth,CMI_FileNum,CMI_SurfElev,CMI_Thickness,DICE_FileNum,DICE_IceBase,DICE_SurfElev,DICE_Thickness,Dice_Weird_Depth,Dice_Weird_FileNum,Dice_Weird_SurfElev,Dice_Weird_Thick,SIR_IceBase,SIR_SurfElev_clean,SIR_Thickness,SurfHell_Edit_lidar_edit,The_Weird,Weird_Depth,Weird_FileNum,Weird_SurfElev,X_EPSG_3031,Y_EPSG_3031
-4.374312663,-128.0174756,-9999,-1.275757078,0,-127.5757078,162,,109.9520015,5,-290.545627,-17.62370638,272.9219206,,,,,-294.1551853,-11.85532392,276.531479,-9.65,,,,,-43743.12663,-1280174.756
-4.365543975,-128.017494,-9999,-1.246932611,0,-124.6932611,162,-15.09482603,107.0232753,5,-290.6212624,-17.66998575,272.9512767,,,,,-291.8186947,-14.99954655,274.1487089,-9.65,,,,,-43655.43975,-1280174.94
-4.356775894,-128.0175128,-9999,-1.242293953,0,-124.2293953,162,-15.1901055,106.5209703,5,-291.9009434,-17.708425,274.1925184,,,,,-289.862803,-15.1901055,272.154378,-9.654,,,,,-43567.75894,-1280175.128
-4.348008281,-128.0175299,-9999,-1.265223502,0,-126.5223502,162,,108.7867048,5,-291.3801712,-17.73564537,273.6445258,,,,,-299.2505543,,281.514909,-9.739,,,,,-43480.08281,-1280175.299
-4.339241107,-128.0175422,-9999,-1.260839234,0,-126.0839234,162,,108.3410976,5,-293.9087056,-17.74282574,276.1658799,,,,,-307.9942594,-4.995201797,290.2514337,-9.956,,,,,-43392.41107,-1280175.422
-4.330474354,-128.0175482,-9999,-1.247496748,0,-124.7496748,162,-15.5712234,107.0194705,5,-307.8235301,-17.73020424,290.0933258,,,,,-301.6695076,-15.38066445,283.9393034,-10.085,,,,,-43304.74354,-1280175.482
-4.321707898,-128.017547,-9999,-1.26560844,0,-126.560844,162,-15.47594392,107.8479769,5,-309.469038,-18.71286709,290.7561709,,,,,-299.7366611,-15.38066445,281.023794,-10.335,,,,,-43217.07898,-1280175.47
-4.312941764,-128.0175409,-9999,-1.295434196,0,-129.5434196,162,-5.376319692,110.8349991,5,-297.4032097,-18.70842059,278.6947891,,,,,-300.380161,,281.6717405,-10.236,,,,,-43129.41764,-1280175.409
-4.304176098,-128.0175323,-9999,-1.295665204,0,-129.5665204,162,-15.95234129,110.8669627,5,-298.3707666,-18.6995577,279.6712089,,,,,-298.6714742,-15.95234129,279.9719165,-10.03,,,,,-43041.76098,-1280175.323
-4.295411365,-128.0175229,-9999,-1.308790253,0,-130.8790253,162,-15.76178235,112.2083897,5,-298.0749664,-18.67063557,279.4043309,,,,,-299.356355,-15.85706182,280.6857194,-9.868,,,,,-42954.11365,-1280175.229
-4.286647396,-128.0175147,-9999,-1.297128621,0,-129.7128621,162,-15.5712234,111.0780091,5,-298.0552065,-18.63485307,279.4203534,,,,,-298.0151313,-15.5712234,279.3802783,-9.563,,,,,-42866.47396,-1280175.147
-4.27788441,-128.017509,-9999,-1.299688127,0,-129.9688127,162,-15.66650287,111.3734035,5,-298.2936708,-18.5954092,279.6982616,,,,,-297.9674098,-15.5712234,279.3720006,-9.314,,,,,-42778.8441,-1280175.09
-4.269122614,-128.0175063,-9999,-1.302514878,0,-130.2514878,162,-15.95234129,111.7282267,5,-297.6420829,-18.52326103,279.1188219,,,,,-298.105691,-15.1901055,279.58243,-9.463,,,,,-42691.22614,-1280175.063
-4.260362848,-128.0175071,-9999,-1.300888024,0,-130.0888024,162,-15.66650287,111.6818385,5,-299.0178684,-18.40696393,280.6109045,,,,,-298.3872462,-15.5712234,279.9802822,-9.392,,,,,-42603.62848,-1280175.071
-4.251604293,-128.0175117,-9999,-1.563143151,0,-156.3143151,163,-15.1901055,138.0406091,5,-297.5915376,-18.27370603,279.3178316,,,,,-298.9613494,-15.1901055,280.6876434,-9.425,,,,,-42516.04293,-1280175.117
-4.242846879,-128.0175177,-9999,-1.534813899,0,-153.4813899,163,-15.38066445,135.3495268,5,-299.2774896,-18.13186304,281.1456266,,,,,-300.0834547,,281.9515916,-9.595,,,,,-42428.46879,-1280175.177
-4.234090814,-128.0175231,-9999,-1.507415629,0,-150.7415629,163,-15.09482603,132.7849577,5,-297.2625062,-17.95660514,279.3059011,,,,,-300.4057119,-15.09482603,282.4491067,-9.508,,,,,-42340.90814,-1280175.231
-4.225335893,-128.0175265,-9999,-1.503167364,0,-150.3167364,163,-14.99954655,132.5630676,5,-299.3898777,-17.75366877,281.6362089,,,,,-299.4929734,-14.99954655,281.7393046,-9.424,,,,,-42253.35893,-1280175.265
-4.216581464,-128.0175276,-9999,-1.513962915,0,-151.3962915,163,-14.52314919,133.7819442,5,-300.9318368,-17.61434729,283.3174895,,,,,-295.7216811,-14.52314919,278.1073338,-9.194,,,,,-42165.81464,-1280175.276
-4.20782753,-128.0175272,-9999,-1.513449823,0,-151.3449823,163,-14.61842866,134.8237614,5,-302.4330578,-16.52122096,285.9118368,,,,,-296.7391792,-14.61842866,280.2179582,-8.942,,,,,-42078.2753,-1280175.272
-4.199073649,-128.0175254,-9999,-1.522959808,0,-152.2959808,163,-14.61842866,135.8212132,5,-301.9026822,-16.47476761,285.4279146,,,,,-295.1222468,-14.90426708,278.6474792,-9.064,,,,,-41990.73649,-1280175.254
-4.190319979,-128.0175229,-9999,-1.542189835,0,-154.2189835,163,-14.90426708,136.7646789,5,-301.4691437,-17.45430459,284.0148391,,,,,-294.2958493,-14.90426708,276.8415447,-8.942,,,,,-41903.19979,-1280175.229
-4.181566596,-128.0175219,-9999,-1.551282061,0,-155.1282061,163,-14.71370813,137.663407,5,-299.9822577,-17.46479911,282.5174586,,,,,-292.7180902,-14.71370813,275.253291,-9.185,,,,,-41815.66596,-1280175.219
-4.172813481,-128.0175243,-9999,-1.558764266,0,-155.8764266,163,-15.1901055,138.3695439,5,-298.1145543,-17.50688261,280.6076717,,,,,-287.5372787,-15.1901055,270.0303961,-9.185,,,,,-41728.13481,-1280175.243
-4.164060837,-128.0175309,-9999,-1.574111141,0,-157.4111141,163,-15.38066445,138.8519002,5,-297.2428805,-18.55921394,278.6836665,,,,,-283.6039826,-15.38066445,265.0447687,-9.185,,,,,-41640.60837,-1280175.309
-4.155308682,-128.0175417,-9999,-1.568117207,0,-156.8117207,163,-15.76178235,139.2018612,5,-299.077525,-17.60985948,281.4676655,,,,,-286.1787192,-15.1901055,268.5688597,-9.185,,,,,-41553.08682,-1280175.417
-4.14655743,-128.0175558,-9999,-1.561436245,0,-156.1436245,163,-15.5712234,138.5046483,5,-304.993649,-17.63897622,287.3546728,,,,,-290.9103915,-15.47594392,273.2714153,-9.185,,,,,-41465.5743,-1280175.558
-4.1378072,-128.0175711,-9999,-1.56769568,0,-156.769568,163,-15.5712234,138.1308619,5,-296.1695577,-18.63870618,277.5308515,,,,,-294.7347595,-15.66650287,276.0960534,-9.152,,,,,-41378.072,-1280175.711
-4.129057557,-128.017586,-9999,-1.566027067,0,-156.6027067,163,-15.66650287,137.9739803,5,-298.6774824,-18.62872641,280.048756,,,,,-297.7240563,-15.66650287,279.0953299,-9.152,,,,,-41290.57557,-1280175.86
-4.120308526,-128.0175972,-9999,-1.549335296,0,-154.9335296,163,-15.47594392,136.3470571,5,-302.6028234,-18.58647241,284.016351,,,,,-300.0271798,-15.38066445,281.4407073,-9.152,,,,,-41203.08526,-1280175.972
-4.111560068,-128.017603,-9999,-1.544143347,0,-154.4143347,163,-15.28538498,135.9153394,5,-304.1463313,-18.49899529,285.6473361,,,,,-301.3318673,,282.832872,-9.152,,,,,-41115.60068,-1280176.03
-4.102811997,-128.0176039,-9999,-1.542452238,0,-154.2452238,163,-14.61842866,136.8575588,5,-303.5735487,-17.38766502,286.1858836,,,,,-303.9305448,-14.61842866,286.5428797,-9.152,,,,,-41028.11997,-1280176.039
-4.094064264,-128.0176029,-9999,-1.562010423,0,-156.2010423,163,-14.61842866,137.9286011,6,-380.5764808,-18.27244127,362.3040395,,,,,-300.8353893,-14.61842866,282.562948,-9.329,,,,,-40940.64264,-1280176.029
-4.085316781,-128.0176015,-9999,-1.562462856,0,-156.2462856,163,-14.61842866,139.0827038,6,-314.0560794,-17.16358181,296.8924976,,,,,-299.6113947,-14.71370813,282.4478129,-9.25,,,,,-40853.16781,-1280176.015
-4.076569448,-128.017599,-9999,-1.577750384,0,-157.7750384,163,-14.52314919,140.7045079,6,-299.4109325,-17.07053054,282.3404019,,,,,-302.7905907,,285.7200602,-9.273,,,,,-40765.69448,-1280175.99
-4.067821652,-128.0175949,-9999,-1.580119739,0,-158.0119739,163,-14.23731076,140.9963982,6,-299.450706,-17.0155757,282.4351303,,,,,-303.9647433,-14.23731076,286.9491676,-9.273,,,,,-40678.21652,-1280175.949
-4.059073736,-128.0175909,-9999,-1.595028723,0,-159.5028723,163,-14.33259024,142.5208881,6,-297.7259745,-16.9819842,280.7439903,,,,,-309.1434095,-14.42786971,292.1614254,-9.273,,,,,-40590.73736,-1280175.909
-4.050326493,-128.0175912,-9999,-1.575562679,0,-157.5562679,163,-14.14203129,140.6091081,6,-300.458097,-16.94715983,283.5109372,,,,,-312.0797448,-14.14203129,295.132585,-9.273,,,,,-40503.26493,-1280175.912
-4.041580099,-128.0175983,-9999,-1.539121227,0,-153.9121227,163,-13.95147234,137.0063403,6,-312.1527257,-16.90578243,295.2469433,,,,,-308.4794346,-14.04675182,291.5736522,-9.273,,,,,-40415.80099,-1280175.983
-4.032834258,-128.0176094,-9999,-1.553840408,0,-155.3840408,163,,138.5081198,6,-313.3443104,-16.87592096,296.4683895,,,,,-304.9075108,-13.18923655,288.0315898,-9.273,,,,,-40328.34258,-1280176.094
-4.024088518,-128.0176212,-9999,-1.542223107,0,-154.2223107,163,-13.28451602,136.3535623,6,-307.3280023,-17.86874844,289.4592538,,,,,-310.2858189,-13.18923655,292.4170705,-9.273,,,,,-40240.88518,-1280176.212
-4.015342768,-128.0176321,-9999,-1.542966864,0,-154.2966864,163,-13.3797955,138.3994156,6,-304.3950622,-15.89727076,288.4977914,,,,,-305.4184884,-13.28451602,289.5212177,-9.273,,,,,-40153.42768,-1280176.321
-4.006597148,-128.0176427,-9999,-1.558908788,0,-155.8908788,163,-13.18923655,139.9553335,6,-313.6282513,-15.93554526,297.692706,,,,,-302.792708,-13.09395708,286.8571628,-9.106,,,,,-40065.97148,-1280176.427
-3.997851777,-128.0176517,-9999,-1.575560679,0,-157.5560679,163,-13.3797955,141.5828253,6,-314.3470787,-15.97324252,298.3738361,,,,,-305.4557335,-13.18923655,289.482491,-9.106,,,,,-39978.51777,-1280176.517
-3.989106483,-128.017657,-9999,-1.565647961,0,-156.5647961,163,-12.90339813,140.5457039,6,-313.5748994,-16.01909216,297.5558072,,,,,-301.7115467,-12.80811866,285.6924546,-9.106,,,,,-39891.06483,-1280176.57
-3.980360616,-128.0176562,-9999,-1.554917106,0,-155.4917106,163,-13.09395708,139.390517,6,-313.9294885,-16.10119356,297.8282949,,,,,-302.3534258,-13.18923655,286.2522323,-9.106,,,,,-39803.60616,-1280176.562
-3.971614344,-128.0176501,-9999,-1.544968166,0,-154.4968166,163,-13.09395708,138.2756777,6,-304.0073913,-16.22113893,287.7862524,,,,,-301.9737776,-13.18923655,285.7526387,-9.106,,,,,-39716.14344,-1280176.501
-3.962867797,-128.0176413,-9999,-1.526217268,0,-152.6217268,163,-12.9986776,136.2825599,6,-302.2538789,-16.33916683,285.9147121,,,,,-308.7053614,-12.9986776,292.3661946,-9.106,,,,,-39628.67797,-1280176.413
-3.954120656,-128.0176328,-9999,-1.488657096,0,-148.8657096,163,-13.09395708,133.3857951,6,-310.4678338,-15.47991447,294.9879193,,,,,-310.7401811,-13.09395708,295.2602666,-9.106,,,,,-39541.20656,-1280176.328
-3.945373009,-128.0176273,-9999,-1.45737904,0,-145.737904,163,-13.28451602,130.1083858,6,-313.051256,-15.62951825,297.4217377,,,,,-311.3696077,-12.61755971,295.7400894,-9.106,,,,,-39453.73009,-1280176.273
-3.936625288,-128.0176249,-9999,-1.404991198,0,-140.4991198,163,-13.47507497,124.7191891,6,-314.0421506,-15.77993071,298.2622199,,,,,-310.1697783,-13.47507497,294.3898475,-9.106,,,,,-39366.25288,-1280176.249
-3.927877785,-128.0176263,-9999,-1.374162481,0,-137.4162481,163,-13.76091339,121.4853155,6,-315.0277936,-15.93093261,299.096861,,,,,-307.6447707,-13.76091339,291.7138381,-9.106,,,,,-39278.77785,-1280176.263
-3.919130666,-128.0176314,-9999,-1.375914974,0,-137.5914974,163,-13.95147234,121.5011381,6,-310.5274782,-16.09035927,294.4371189,,,,,-304.8990247,-14.04675182,288.8086655,-9.106,,,,,-39191.30666,-1280176.314
-3.910384332,-128.0176383,-9999,-1.399084866,0,-139.9084866,163,-14.61842866,122.6526024,6,-306.309719,-17.25588422,289.0538348,,,,,-306.2239168,-14.52314919,288.9680326,-9.106,,,,,-39103.84332,-1280176.383
-3.901638699,-128.0176451,-9999,-1.412285691,0,-141.2285691,163,-15.47594392,123.8053079,6,-305.863809,-17.42326123,288.4405477,,,,,-312.5714136,-15.47594392,295.1481524,-9.106,,,,,-39016.38699,-1280176.451
-3.892894104,-128.0176494,-9999,-1.42936878,0,-142.936878,163,-15.76178235,125.3570981,6,-311.3157886,-17.57978,293.7360086,,,,,-315.5126093,-15.66650287,297.9328293,-9.106,,,,,-38928.94104,-1280176.494
-3.884150212,-128.0176494,-9999,-1.456881436,0,-145.6881436,163,-16.33345919,126.9510245,6,-312.7498963,-18.73711905,294.0127773,,,,,-317.7084883,-16.04762077,298.9713692,-8.683,,,,,-38841.50212,-1280176.494
-3.875407419,-128.0176449,-9999,-1.472854071,0,-147.2854071,163,-16.42873866,128.4686686,6,-310.9545338,-18.81673849,292.1377953,,,,,-315.825401,-15.95234129,297.0086625,-8.683,,,,,-38754.07419,-1280176.449
-3.866665997,-128.0176364,-9999,-1.462730217,0,-146.2730217,163,-16.33345919,127.4356735,6,-319.988078,-18.83734822,301.1507298,,,,,-303.4427834,-16.33345919,284.6054352,-8.683,,,,,-38666.65997,-1280176.364
-3.857925947,-128.0176249,-9999,-1.442876742,0,-144.2876742,163,-16.14290024,125.474954,6,-314.2699763,-18.81272019,295.4572562,,,,,-295.9932765,-16.04762077,277.1805563,-8.683,,,,,-38579.25947,-1280176.249
-3.849187612,-128.0176129,-9999,-1.424742924,0,-142.4742924,163,-16.23817972,123.726259,6,-306.4060959,-18.74803342,287.6580625,,,,,-296.8305471,-16.14290024,278.0825137,-8.662,,,,,-38491.87612,-1280176.129
-3.840450362,-128.0176005,-9999,-1.409692784,0,-140.9692784,163,-15.95234129,122.3181291,6,-305.9869921,-18.65114925,287.3358429,,,,,-305.5552647,-15.85706182,286.9041154,-8.838,,,,,-38404.50362,-1280176.005
-3.831714141,-128.0175876,-9999,-1.394432517,0,-139.4432517,163,-16.33345919,120.8967169,6,-305.8823631,-18.54653476,287.3358283,,,,,-302.3111253,-16.14290024,283.7645905,-8.838,,,,,-38317.14141,-1280175.876
-3.82297865,-128.017574,-9999,-1.383208669,0,-138.3208669,163,-16.23817972,119.8664349,6,-305.7673568,-18.45443206,287.3129248,,,,,-292.7740394,-16.14290024,274.3196073,-9.125,,,,,-38229.7865,-1280175.74
-3.814243343,-128.0175603,-9999,-1.394125381,0,-139.4125381,163,-15.95234129,120.0363379,6,-305.8890212,-19.37620013,286.5128211,,,,,-294.540949,-15.85706182,275.1647488,-9.125,,,,,-38142.43343,-1280175.603
-3.805508433,-128.0175485,-9999,-1.404241134,0,-140.4241134,163,-16.14290024,121.1370169,6,-304.721811,-19.28709641,285.4347146,,,,,-301.5638128,-16.14290024,282.2767164,-9.148,,,,,-38055.08433,-1280175.485
-3.796774112,-128.0175406,-9999,-1.415435754,0,-141.5435754,163,-15.85706182,122.3481376,6,-287.8722974,-19.19543787,268.6768595,,,,,-296.6777973,-15.85706182,277.4823594,-10.138,,,,,-37967.74112,-1280175.406
-3.78804022,-128.0175368,-9999,-1.426878821,0,-142.6878821,163,-15.76178235,123.5682291,6,-254.2608554,-19.119653,235.1412024,,,,,-288.0051298,-15.5712234,268.8854768,-10.119,,,,,-37880.4022,-1280175.368
-3.779306594,-128.0175354,-9999,-1.42483345,0,-142.483345,163,-15.95234129,123.4272593,6,-245.5424703,-19.05608577,226.4863846,,,,,-282.0706225,-15.95234129,263.0145368,-9.803,,,,,-37793.06594,-1280175.354
-3.770573401,-128.017536,-9999,-1.402296441,0,-140.2296441,163,-15.1901055,121.2209032,6,-243.3213378,-19.0087409,224.3125969,,,,,-280.9635065,-15.09482603,261.9547656,-9.755,,,,,-37705.73401,-1280175.36
-3.761840327,-128.0175379,-9999,-1.36467096,0,-136.467096,163,-15.09482603,118.4909106,6,-248.7418967,-17.97618545,230.7657113,,,,,-280.5626684,-15.09482603,262.586483,-9.809,,,,,-37618.40327,-1280175.379
-3.753107138,-128.0175395,-9999,-1.330037349,0,-133.0037349,163,-14.42786971,115.0381957,6,-255.7223606,-17.96553922,237.7568214,,,,,-282.9579187,-14.42786971,264.9923795,-9.608,,,,,-37531.07138,-1280175.395
-3.74437351,-128.0175406,-9999,-1.287574619,0,-128.7574619,163,-13.3797955,110.7748973,6,-268.4114924,-17.98256463,250.4289278,,,,,-286.0730148,-13.3797955,268.0904502,-9.861,,,,,-37443.7351,-1280175.406
-3.735638858,-128.017541,-9999,-1.234615074,0,-123.4615074,163,-13.3797955,106.4387756,6,-283.4822514,-17.02273177,266.4595196,,,,,-287.8150315,-13.47507497,270.7922997,-10.19,,,,,-37356.38858,-1280175.41
-3.726903129,-128.0175399,-9999,-1.214985987,0,-121.4985987,163,-12.71283918,104.4151799,6,-288.8331043,-17.08341881,271.7496854,,,,,-285.7848835,-13.28451602,268.7014647,-10.502,,,,,-37269.03129,-1280175.399
-3.718165766,-128.0175364,-9999,-1.201109671,0,-120.1109671,163,-13.09395708,103.9231617,6,-288.9441056,-16.18780537,272.7563003,,,,,-284.9673657,-12.80811866,268.7795603,-10.6,,,,,-37181.65766,-1280175.364
-3.709426052,-128.0175309,-9999,-1.197951138,0,-119.7951138,163,-13.57035445,103.4670781,6,-289.5985726,-16.32803568,273.2705369,,,,,-287.8702992,-13.57035445,271.5422635,-10.909,,,,,-37094.26052,-1280175.309
-3.700683658,-128.0175245,-9999,-1.195867079,0,-119.5867079,163,-13.57035445,103.0630866,6,-290.7033916,-16.52362121,274.1797703,,,,,-289.1638031,-13.57035445,272.6401819,-11.08,,,,,-37006.83658,-1280175.245
-3.69193766,-128.0175184,-9999,-1.193234809,0,-119.3234809,163,-14.23731076,102.5573264,6,-297.1774834,-16.7661545,280.4113289,,,,,-288.6958107,-13.95147234,271.9296562,-11.376,,,,,-36919.3766,-1280175.184
-3.683188139,-128.0175136,-9999,-1.194227391,0,-119.4227391,163,-14.52314919,102.4008197,6,-306.2227219,-17.02191935,289.2008026,,,,,-281.0040527,-14.42786971,263.9821334,-11.409,,,,,-36831.88139,-1280175.136
-3.674435759,-128.0175091,-9999,-1.191651819,0,-119.1651819,163,-15.66650287,101.9260327,6,-304.6869115,-17.23914918,287.4477623,,,,,-273.2730578,-15.5712234,256.0339086,-11.114,,,,,-36744.35759,-1280175.091
-3.665680857,-128.017505,-9999,-1.190624213,0,-119.0624213,163,-15.95234129,101.628852,6,-291.3598376,-17.43356932,273.9262683,,,,,-278.7507388,-16.14290024,261.3171695,-10.9,,,,,-36656.80857,-1280175.05
-3.656923519,-128.0175017,-9999,-1.208219398,0,-120.8219398,163,-16.61929761,102.1921022,6,-282.1155075,-18.62983766,263.4856699,,,,,-287.395375,-16.71457708,268.7655373,-10.568,,,,,-36569.23519,-1280175.017
-3.648163873,-128.0174991,-9999,-1.238982161,0,-123.8982161,163,-16.61929761,104.0923968,6,-275.7765304,-19.80581934,255.9707111,,,,,-295.2707287,-17.00041551,275.4649093,-10.177,,,,,-36481.63873,-1280174.991
-3.639402419,-128.0174983,-9999,-1.259686333,0,-125.9686333,163,-16.61929761,106.0103639,6,-268.6729353,-19.95826945,248.7146658,,,,,-302.4416751,-17.00041551,282.4834056,-9.772,,,,,-36394.02419,-1280174.983
-3.630639709,-128.0174996,-9999,-1.277481358,0,-127.7481358,163,-16.42873866,107.6490728,6,-265.6802796,-20.09906304,245.5812165,,,,,-308.441357,-16.90513603,288.3422939,-9.67,,,,,-36306.39709,-1280174.996
-3.621876197,-128.0175033,-9999,-1.271423388,0,-127.1423388,163,-16.33345919,106.9687592,6,-283.6469163,-20.17357963,263.4733367,,,,,-308.6986695,-16.23817972,288.5250899,-9.866,,,,,-36218.76197,-1280175.033
-3.61311234,-128.0175083,-9999,-1.244920003,0,-124.4920003,163,-16.90513603,105.3014582,6,-303.8167939,-19.19054209,284.6262518,,,,,-309.406784,-16.61929761,290.2162419,-9.841,,,,,-36131.1234,-1280175.083
-3.60434919,-128.0175151,-9999,-1.229008833,0,-122.9008833,163,-15.95234129,103.7680972,6,-311.3487928,-19.13278605,292.2160067,,,,,-312.3064304,-16.52401814,293.1736443,-10.076,,,,,-36043.4919,-1280175.151
-3.595587489,-128.0175229,-9999,-1.216486343,0,-121.6486343,163,-15.95234129,102.636357,6,-313.9092184,-19.01227737,294.8969411,,,,,-315.5193239,-15.85706182,296.5070465,-10.237,,,,,-35955.87489,-1280175.229
-3.58682775,-128.0175307,-9999,-1.211107832,0,-121.1107832,163,-16.33345919,102.2671463,6,-316.2210665,-18.84363682,297.3774297,,,,,-316.6846644,-16.14290024,297.8410276,-10.489,,,,,-35868.2775,-1280175.307
-3.578070345,-128.0175366,-9999,-1.220275276,0,-122.0275276,163,-15.66650287,102.3905727,6,-318.5304952,-19.63695488,298.8935403,,,,,-318.0158203,-16.14290024,298.3788654,-10.521,,,,,-35780.70345,-1280175.366
-3.569315387,-128.0175405,-9999,-1.205335894,0,-120.5335894,163,-15.76178235,102.1271824,6,-317.7099059,-18.40640702,299.3034989,,,,,-316.4607093,-15.66650287,298.0543023,-10.635,,,,,-35693.15387,-1280175.405
-3.560563065,-128.0175418,-9999,-1.201910194,0,-120.1910194,163,-15.5712234,102.0254044,6,-316.7720635,-18.16561501,298.6064485,,,,,-315.5017371,-15.95234129,297.336122,-10.86,,,,,-35605.63065,-1280175.418
-3.551812946,-128.0175415,-9999,-1.201918527,0,-120.1918527,163,-16.33345919,102.3022974,6,-316.4272164,-17.88955528,298.5376611,,,,,-313.0844602,-16.33345919,295.1949049,-10.553,,,,,-35518.12946,-1280175.415
-3.543064498,-128.0175384,-9999,-1.224955963,0,-122.4955963,163,-16.71457708,104.8348735,6,-316.175618,-17.66072277,298.5148953,,,,,-308.9196115,-16.14290024,291.2588887,-10.216,,,,,-35430.64498,-1280175.384
-3.534317447,-128.0175336,-9999,-1.25864045,0,-125.864045,163,-16.80985656,107.4108931,6,-316.4425936,-18.4531519,297.9894417,,,,,-301.9573709,-17.28625393,283.504219,-9.691,,,,,-35343.17447,-1280175.336
-3.52557103,-128.0175288,-9999,-1.291439121,0,-129.1439121,163,-16.90513603,109.8747136,6,-309.6113376,-19.26919854,290.3421391,,,,,-295.1549813,-16.80985656,275.8857827,-9.402,,,,,-35255.7103,-1280175.288
-3.516825486,-128.017526,-9999,-1.281235905,0,-128.1235905,163,-16.90513603,109.0195016,6,-268.487698,-19.10408889,249.3836091,,,,,-293.5715382,-16.52401814,274.4674493,-9.191,,,,,-35168.25486,-1280175.26
-3.508080936,-128.0175261,-9999,-1.256601076,0,-125.6601076,163,-16.04762077,106.699264,6,-258.9018701,-18.96084367,239.9410264,,,,,-297.9303009,-16.14290024,278.9694572,-8.876,,,,,-35080.80936,-1280175.261
-3.499336962,-128.0175281,-9999,-1.229613776,0,-122.9613776,163,-15.66650287,104.1313681,6,-258.6752846,-18.83000944,239.8452752,,,,,-302.0467972,-15.66650287,283.2167877,-8.848,,,,,-34993.36962,-1280175.281
-3.490593715,-128.0175307,-9999,-1.225309822,0,-122.5309822,163,-15.28538498,102.8095182,6,-265.4076049,-19.72146407,245.6861408,,,,,-307.2191333,-15.38066445,287.4976692,-8.746,,,,,-34905.93715,-1280175.307
-3.481850728,-128.0175336,-9999,-1.208128193,0,-120.8128193,163,-15.5712234,102.1693433,6,-290.0312017,-18.64347599,271.3877257,,,,,-309.4469546,-15.47594392,290.8034786,-8.56,,,,,-34818.50728,-1280175.336
-3.473108182,-128.0175368,-9999,-1.201715564,0,-120.1715564,163,-15.5712234,101.5859107,6,-307.235442,-18.58564562,288.6497964,,,,,-312.6076748,-15.47594392,294.0220292,-8.624,,,,,-34731.08182,-1280175.368
-3.464366208,-128.0175409,-9999,-1.194945446,0,-119.4945446,163,-15.47594392,100.9815511,6,-310.1072416,-18.51299348,291.5942481,,,,,-308.2533601,-15.38066445,289.7403666,-8.888,,,,,-34643.66208,-1280175.409
-3.455625344,-128.0175458,-9999,-1.179042686,0,-117.9042686,163,-15.09482603,99.47050611,6,-309.3795898,-18.43376248,290.9458273,,,,,-303.2762821,-15.47594392,284.8425196,-9.354,,,,,-34556.25344,-1280175.458
-3.446885433,-128.0175502,-9999,-1.155479132,0,-115.5479132,163,-15.47594392,97.1901786,6,-306.6310602,-18.35773462,288.2733255,,,,,-308.5200289,-15.47594392,290.1622943,-10.298,,,,,-34468.85433,-1280175.502
-3.438146142,-128.0175529,-9999,-1.142576889,0,-114.2576889,163,-15.5712234,95.95513569,6,-309.5392153,-18.30255326,291.236662,,,,,-306.5974137,-14.99954655,288.2948604,-10.594,,,,,-34381.46142,-1280175.529
-3.429407105,-128.0175544,-9999,-1.171455426,0,-117.1455426,163,-15.47594392,98.87633095,6,-309.7348392,-18.26921167,291.4656275,,,,,-300.1941485,-15.5712234,281.9249368,-10.736,,,,,-34294.07105,-1280175.544
-3.420668745,-128.0175537,-9999,-1.204645582,0,-120.4645582,163,-15.47594392,102.2325527,6,-307.8129312,-18.23200553,289.5809257,,,,,-292.0340831,-15.28538498,273.8020776,-10.497,,,,,-34206.68745,-1280175.537
-3.411931025,-128.0175524,-9999,-1.222388115,0,-122.2388115,163,-15.28538498,104.0391896,6,-306.2006175,-18.19962189,288.0009956,,,,,-293.7044187,-15.28538498,275.5047968,-9.913,,,,,-34119.31025,-1280175.524
-3.403194025,-128.0175503,-9999,-1.20085935,0,-120.085935,163,-14.99954655,101.9298285,6,-308.6530928,-18.15610653,290.4969862,,,,,-299.2955619,-14.90426708,281.1394554,-9.714,,,,,-34031.94025,-1280175.503
-3.394458016,-128.0175483,-9999,-1.177284106,0,-117.7284106,163,-14.42786971,99.62528899,6,-312.2555782,-18.10312162,294.1524566,,,,,-299.0517571,-14.90426708,280.9486355,-9.597,,,,,-33944.58016,-1280175.483
-3.38572245,-128.0175452,-9999,-1.151988265,0,-115.1988265,163,-14.42786971,97.1434615,6,-303.0180596,-18.05536503,284.9626946,,,,,-305.5313774,-14.33259024,287.4760123,-9.363,,,,,-33857.2245,-1280175.452
-3.376987046,-128.017542,-9999,-1.1305906,0,-113.05906,163,-14.71370813,96.03464088,6,-300.5552055,-17.02441917,283.5307864,,,,,-310.9240333,-14.61842866,293.8996142,-9.614,,,,,-33769.87046,-1280175.42
-3.368251784,-128.0175392,-9999,-1.139051408,0,-113.9051408,163,-15.09482603,96.90305498,6,-309.5491109,-17.00208581,292.5470251,,,,,-311.3870792,-14.80898761,294.3849934,-9.709,,,,,-33682.51784,-1280175.392
-3.359516627,-128.0175371,-9999,-1.149062715,0,-114.9062715,163,-15.47594392,97.92370217,6,-311.2459952,-16.98256931,294.2634259,,,,,-310.9287419,-15.76178235,293.9461726,-9.584,,,,,-33595.16627,-1280175.371
