X_Scale,Y_Scale,Weird_na,Weird_Depth_na,The_Weird,Weird_Depth,Weird_FileNum,Weird_SurfElev,X_EPSG_3031,Y_EPSG_3031,
-1.443664902,-131.0184102,-9999,-9999,,,,,,-14436.64902,-1310184.102
-1.434440277,-131.018419,-9999,-9999,,,,,,-14344.40277,-1310184.19
-1.425214992,-131.0184217,-9999,-9999,,,,,,-14252.14992,-1310184.217
-1.415988799,-131.0184215,-9999,-9999,,,,,,-14159.88799,-1310184.215
-1.406762473,-131.0184212,-9999,-9999,,,,,,-14067.62473,-1310184.212
-1.397536287,-131.0184213,-9999,-9999,,,,,,-13975.36287,-1310184.213
-1.388310651,-131.0184239,-9999,-9999,,,,,,-13883.10651,-1310184.239
-1.379085469,-131.0184291,-9999,-9999,,,,,,-13790.85469,-1310184.291
-1.369860538,-131.018436,-9999,-9999,,,,,,-13698.60538,-1310184.36
-1.360635706,-131.0184439,-9999,-9999,,,,,,-13606.35706,-1310184.439
-1.351410591,-131.0184512,-9999,-9999,,,,,,-13514.10591,-1310184.512
-1.342185079,-131.0184551,-9999,-9999,,,,,,-13421.85079,-1310184.551
-1.332959106,-131.0184552,-9999,-9999,,,,,,-13329.59106,-1310184.552
-1.323732839,-131.0184549,-9999,-9999,,,,,,-13237.32839,-1310184.549
-1.314506097,-131.0184555,-9999,-9999,,,,,,-13145.06097,-1310184.555
-1.305278576,-131.0184566,-9999,-9999,,,,,,-13052.78576,-1310184.566
-1.296050121,-131.0184567,-9999,-9999,,,,,,-12960.50121,-1310184.567
-1.28682068,-131.0184535,-9999,-9999,,,,,,-12868.2068,-1310184.535
-1.277590573,-131.018448,-9999,-9999,,,,,,-12775.90573,-1310184.48
-1.268359937,-131.018444,-9999,-9999,,,,,,-12683.59937,-1310184.44
-1.25912932,-131.0184441,-9999,-9999,,,,,,-12591.2932,-1310184.441
-1.249898369,-131.0184476,-9999,-9999,,,,,,-12498.98369,-1310184.476
-1.240666788,-131.0184499,-9999,-9999,,,,,,-12406.66788,-1310184.499
-1.23143433,-131.0184487,-9999,-9999,,,,,,-12314.3433,-1310184.487
-1.222200818,-131.0184442,-9999,-9999,,,,,,-12222.00818,-1310184.442
-1.212966231,-131.0184406,-9999,-9999,,,,,,-12129.66231,-1310184.406
-1.203730624,-131.0184395,-9999,-9999,,,,,,-12037.30624,-1310184.395
-1.194493778,-131.01844,-9999,-9999,,,,,,-11944.93778,-1310184.4
-1.185255598,-131.018441,-9999,-9999,,,,,,-11852.55598,-1310184.41
-1.176015544,-131.0184413,-9999,-9999,,,,,,-11760.15544,-1310184.413
-1.166774267,-131.0184422,-9999,-9999,,,,,,-11667.74267,-1310184.422
-1.157532637,-131.0184469,-9999,-9999,,,,,,-11575.32637,-1310184.469
-1.148290631,-131.0184561,-9999,-9999,,,,,,-11482.90631,-1310184.561
-1.139048227,-131.018468,-9999,-9999,,,,,,-11390.48227,-1310184.68
-1.129805513,-131.0184816,-9999,-9999,,,,,,-11298.05513,-1310184.816
-1.120562776,-131.0184967,-9999,-9999,,,,,,-11205.62776,-1310184.967
-1.111319867,-131.0185129,-9999,-9999,,,,,,-11113.19867,-1310185.129
-1.10207692,-131.0185317,-9999,-9999,,,,,,-11020.7692,-1310185.317
-1.09283372,-131.0185536,-9999,-9999,,,,,,-10928.3372,-1310185.536
-1.083590345,-131.0185781,-9999,-9999,,,,,,-10835.90345,-1310185.781
-1.074346377,-131.018603,-9999,-9999,,,,,,-10743.46377,-1310186.03
-1.065101567,-131.0186268,-9999,-9999,,,,,,-10651.01567,-1310186.268
-1.055855933,-131.0186465,-9999,-9999,,,,,,-10558.55933,-1310186.465
-1.046609244,-131.018661,-9999,-9999,,,,,,-10466.09244,-1310186.61
-1.037361212,-131.0186707,-9999,-9999,,,,,,-10373.61212,-1310186.707
-1.028111828,-131.0186805,-9999,-9999,,,,,,-10281.11828,-1310186.805
-1.018861687,-131.0186952,-9999,-9999,,,,,,-10188.61687,-1310186.952
-1.009611449,-131.0187175,-9999,-9999,,,,,,-10096.11449,-1310187.175
-1.000360769,-131.0187469,-9999,-9999,,,,,,-10003.60769,-1310187.469
-0.991109776,-131.0187808,-9999,-9999,,,,,,-9911.097762,-1310187.808
-0.981857973,-131.0188139,-9999,-9999,,,,,,-9818.579735,-1310188.139
-0.972604712,-131.0188442,-9999,-9999,,,,,,-9726.047116,-1310188.442
-0.963349819,-131.0188699,-9999,-9999,,,,,,-9633.498188,-1310188.699
-0.954094079,-131.0188944,-9999,-9999,,,,,,-9540.940791,-1310188.944
-0.944837447,-131.0189181,-9999,-9999,,,,,,-9448.374473,-1310189.181
-0.935580009,-131.0189407,-9999,-9999,,,,,,-9355.800093,-1310189.407
-0.926321306,-131.0189617,-9999,-9999,,,,,,-9263.213061,-1310189.617
-0.91706061,-131.0189787,-9999,-9999,,,,,,-9170.606102,-1310189.787
-0.90779848,-131.018992,-9999,-9999,,,,,,-9077.984799,-1310189.92
-0.898535711,-131.0190026,-9999,-9999,,,,,,-8985.357113,-1310190.026
-0.88927271,-131.0190122,-9999,-9999,,,,,,-8892.727098,-1310190.122
-0.880009134,-131.0190223,-9999,-9999,,,,,,-8800.091344,-1310190.223
-0.870745244,-131.0190325,-9999,-9999,,,,,,-8707.452444,-1310190.325
-0.861480604,-131.0190419,-9999,-9999,,,,,,-8614.80604,-1310190.419
-0.852215599,-131.0190511,-9999,-9999,,,,,,-8522.155989,-1310190.511
-0.84295057,-131.0190632,-9999,-9999,,,,,,-8429.505702,-1310190.632
-0.833685645,-131.0190813,-9999,-9999,,,,,,-8336.856447,-1310190.813
-0.82442087,-131.0191077,-9999,-9999,,,,,,-8244.208696,-1310191.077
-0.815156362,-131.0191423,-9999,-9999,,,,,,-8151.563622,-1310191.423
-0.805891325,-131.0191809,-9999,-9999,,,,,,-8058.913248,-1310191.809
-0.796625523,-131.0192185,-9999,-9999,,,,,,-7966.255226,-1310192.185
-0.787358619,-131.0192531,-9999,-9999,,,,,,-7873.586188,-1310192.531
-0.778090861,-131.0192844,-9999,-9999,,,,,,-7780.908612,-1310192.844
-0.768822633,-131.0193137,-9999,-9999,,,,,,-7688.226331,-1310193.137
-0.759553774,-131.0193412,-9999,-9999,,,,,,-7595.53774,-1310193.412
-0.750284105,-131.0193672,-9999,-9999,,,,,,-7502.841054,-1310193.672
-0.741013608,-131.0193929,-9999,-9999,,,,,,-7410.136084,-1310193.929
-0.73174212,-131.01942,-9999,-9999,,,,,,-7317.421196,-1310194.2
-0.722470484,-131.0194506,-9999,-9999,,,,,,-7224.704838,-1310194.506
-0.713198905,-131.0194853,-9999,-9999,,,,,,-7131.989055,-1310194.853
-0.703926715,-131.0195226,-9999,-9999,,,,,,-7039.267145,-1310195.226
-0.694653265,-131.0195585,-9999,-9999,,,,,,-6946.532648,-1310195.585
-0.685377673,-131.0195911,-9999,-9999,,,,,,-6853.776732,-1310195.911
-0.676100465,-131.0196208,-9999,-9999,,,,,,-6761.004652,-1310196.208
-0.666821921,-131.0196484,-9999,-9999,,,,,,-6668.219208,-1310196.484
-0.65754206,-131.0196723,-9999,-9999,,,,,,-6575.420596,-1310196.723
-0.648260704,-131.0196926,-9999,-9999,,,,,,-6482.607041,-1310196.926
-0.638978158,-131.01971,-9999,-9999,,,,,,-6389.781581,-1310197.1
-0.629695068,-131.0197275,-9999,-9999,,,,,,-6296.950678,-1310197.275
-0.620411514,-131.0197457,-9999,-9999,,,,,,-6204.115137,-1310197.457
-0.611127583,-131.0197639,-9999,-9999,,,,,,-6111.275834,-1310197.639
-0.601843228,-131.019781,-9999,-9999,,,,,,-6018.432283,-1310197.81
-0.592558101,-131.0197968,-9999,-9999,,,,,,-5925.581007,-1310197.968
-0.583272471,-131.0198121,-9999,-9999,,,,,,-5832.724713,-1310198.121
-0.573987138,-131.0198274,-9999,-9999,,,,,,-5739.871384,-1310198.274
-0.56470226,-131.0198438,-9999,-9999,,,,,,-5647.022598,-1310198.438
-0.555417564,-131.0198605,-9999,-9999,,,,,,-5554.175643,-1310198.605
-0.546132525,-131.0198768,-9999,-9999,,,,,,-5461.32525,-1310198.768
-0.536847064,-131.0198934,-9999,-9999,,,,,,-5368.470644,-1310198.934
-0.527561458,-131.0199121,-9999,-9999,,,,,,-5275.614579,-1310199.121
-0.518275985,-131.0199344,-9999,-9999,,,,,,-5182.759846,-1310199.344
-0.508990808,-131.0199594,-9999,-9999,,,,,,-5089.908076,-1310199.594
-0.499705498,-131.0199859,-9999,-9999,,,,,,-4997.054984,-1310199.859
-0.490419803,-131.0200116,-9999,-9999,,,,,,-4904.198032,-1310200.116
-0.481133448,-131.0200334,-9999,-9999,,,,,,-4811.334479,-1310200.334
-0.471846423,-131.0200503,-9999,-9999,,,,,,-4718.464227,-1310200.503
-0.462558926,-131.020062,-9999,-9999,,,,,,-4625.589263,-1310200.62
-0.453271337,-131.0200697,-0.12473,-9999,-12.473,,,,,-4532.71337,-1310200.697
-0.443982999,-131.0200768,-0.12473,-9999,-12.473,,,,,-4439.829987,-1310200.768
-0.43469355,-131.0200853,-0.12473,-9999,-12.473,,,,,-4346.935505,-1310200.853
-0.425402709,-131.0200962,-0.12473,-9999,-12.473,,,,,-4254.027092,-1310200.962
-0.416110843,-131.0201083,-0.12473,-9999,-12.473,,,,,-4161.10843,-1310201.083
-0.406818231,-131.0201211,-0.12473,-9999,-12.473,,,,,-4068.182315,-1310201.211
-0.397524709,-131.0201329,-0.12473,-9999,-12.473,,,,,-3975.24709,-1310201.329
-0.388230116,-131.0201461,-0.12473,-9999,-12.473,,,,,-3882.30116,-1310201.461
-0.378933644,-131.0201606,-0.12473,-9999,-12.473,,,,,-3789.336444,-1310201.606
-0.369635214,-131.0201756,-0.12473,-9999,-12.473,,,,,-3696.35214,-1310201.756
-0.360335118,-131.0201921,-0.12473,-9999,-12.473,,,,,-3603.351178,-1310201.921
-0.351033964,-131.0202103,-0.12473,-9999,-12.473,,,,,-3510.33964,-1310202.103
-0.341731825,-131.0202291,-0.12473,-9999,-12.473,,,,,-3417.318247,-1310202.291
-0.332428311,-131.0202466,-0.12473,-9999,-12.473,,,,,-3324.283112,-1310202.466
-0.323123106,-131.0202605,-0.12473,-9999,-12.473,,,,,-3231.231064,-1310202.605
-0.313816009,-131.0202695,-0.12473,-9999,-12.473,,,,,-3138.160091,-1310202.695
-0.304507285,-131.0202724,-0.12473,-9999,-12.473,,,,,-3045.072853,-1310202.724
-0.29519726,-131.0202722,-0.12473,-9999,-12.473,,,,,-2951.972604,-1310202.722
-0.285886491,-131.0202734,-0.12473,-9999,-12.473,,,,,-2858.864915,-1310202.734
-0.276574574,-131.0202783,-0.12473,-9999,-12.473,,,,,-2765.745738,-1310202.783
-0.267261059,-131.020287,-0.12473,-9999,-12.473,,,,,-2672.610585,-1310202.87
-0.257945854,-131.0202979,-0.12473,-9999,-12.473,,,,,-2579.458543,-1310202.979
-0.248629123,-131.0203083,-0.12473,-9999,-12.473,,,,,-2486.291228,-1310203.083
-0.239310622,-131.020317,-0.12473,-9999,-12.473,,,,,-2393.106216,-1310203.17
-0.229990498,-131.0203258,-0.12473,-9999,-12.473,,,,,-2299.90498,-1310203.258
-0.220669598,-131.0203374,-0.12473,-9999,-12.473,,,,,-2206.695983,-1310203.374
-0.211347634,-131.020352,-0.12473,-9999,-12.473,,,,,-2113.476337,-1310203.52
-0.202024485,-131.0203682,-0.12473,-9999,-12.473,,,,,-2020.244849,-1310203.682
-0.192700008,-131.0203863,-0.12473,-9999,-12.473,,,,,-1927.000077,-1310203.863
-0.183374793,-131.0204056,-0.12473,-9999,-12.473,,,,,-1833.74793,-1310204.056
-0.174049092,-131.020426,-0.12473,-9999,-12.473,,,,,-1740.490918,-1310204.26
-0.164722186,-131.0204457,-0.12473,-9999,-12.473,,,,,-1647.221857,-1310204.457
-0.155393269,-131.0204638,-0.12473,-9999,-12.473,,,,,-1553.932689,-1310204.638
-0.146062511,-131.020481,-0.12473,-9999,-12.473,,,,,-1460.625114,-1310204.81
-0.136730407,-131.0204973,-0.12473,-9999,-12.473,,,,,-1367.304075,-1310204.973
-0.127397132,-131.0205117,-0.12473,-9999,-12.473,,,,,-1273.971322,-1310205.117
-0.11806291,-131.0205239,-0.12473,-9999,-12.473,,,,,-1180.629098,-1310205.239
-0.108727669,-131.0205327,-0.12473,-9999,-12.473,,,,,-1087.276687,-1310205.327
-0.099390843,-131.0205385,-0.12473,-9999,-12.473,,,,,-993.9084277,-1310205.385
-0.090052838,-131.0205452,-0.12473,-9999,-12.473,,,,,-900.5283768,-1310205.452
-0.080714582,-131.0205568,-0.12473,-9999,-12.473,,,,,-807.1458172,-1310205.568
-0.071375968,-131.0205757,-0.12473,-9999,-12.473,,,,,-713.7596759,-1310205.757
-0.062036586,-131.0205999,-0.12473,-9999,-12.473,,,,,-620.3658569,-1310205.999
-0.052696162,-131.0206273,-0.12473,-9999,-12.473,,,,,-526.961618,-1310206.273
-0.043354667,-131.0206557,-0.12473,-9999,-12.473,,,,,-433.5466695,-1310206.557
-0.034012355,-131.0206853,-0.12473,-9999,-12.473,,,,,-340.1235472,-1310206.853
-0.024669437,-131.0207151,-0.12473,-9999,-12.473,,,,,-246.6943722,-1310207.151
-0.015326166,-131.0207457,-0.12473,-9999,-12.473,,,,,-153.2616595,-1310207.457
-0.005983179,-131.0207765,-0.12473,-9999,-12.473,,,,,-59.83178621,-1310207.765
0.003359755,-131.0208078,-0.12473,-9999,-12.473,,,,,33.59754743,-1310208.078
0.012703239,-131.0208372,-0.126,-9999,-12.6,,,,,127.0323941,-1310208.372
0.022047672,-131.020863,-0.12624,-9999,-12.624,,,,,220.4767177,-1310208.63
0.031392937,-131.020885,-0.12624,-9999,-12.624,,,,,313.9293676,-1310208.85
0.040737799,-131.0209045,-0.12624,-9999,-12.624,,,,,407.3779896,-1310209.045
0.050081771,-131.0209246,-0.12624,-9999,-12.624,,,,,500.8177071,-1310209.246
0.05942493,-131.0209471,-0.12624,-9999,-12.624,,,,,594.2493012,-1310209.471
0.068767254,-131.0209734,-0.12624,-9999,-12.624,,,,,687.6725425,-1310209.734
0.078108737,-131.0210057,-0.12624,-9999,-12.624,,,,,781.0873713,-1310210.057
0.087450703,-131.0210434,-0.12624,-9999,-12.624,,,,,874.5070278,-1310210.434
0.096793387,-131.0210811,-0.12624,-9999,-12.624,,,,,967.9338685,-1310210.811
0.106137193,-131.021117,-0.12624,-9999,-12.624,,,,,1061.371929,-1310211.17
0.115481879,-131.0211479,-0.12624,-9999,-12.624,,,,,1154.81879,-1310211.479
0.124827588,-131.0211723,-0.12624,-9999,-12.624,,,,,1248.275879,-1310211.723
0.134174925,-131.0211881,-0.12624,-9999,-12.624,,,,,1341.749245,-1310211.881
0.14352398,-131.0211992,-0.12624,-9999,-12.624,,,,,1435.2398,-1310211.992
0.152873654,-131.0212111,-0.12624,-9999,-12.624,,,,,1528.736539,-1310212.111
0.162223196,-131.0212267,-0.12624,-9999,-12.624,,,,,1622.231965,-1310212.267
0.171572618,-131.0212449,-0.12624,-9999,-12.624,,,,,1715.726184,-1310212.449
0.180922464,-131.021264,-0.12624,-9999,-12.624,,,,,1809.224639,-1310212.64
0.190272064,-131.0212856,-0.12624,-9999,-12.624,,,,,1902.720645,-1310212.856
0.199620393,-131.0213122,-0.12624,-9999,-12.624,,,,,1996.203935,-1310213.122
0.208967442,-131.0213412,-0.12624,-9999,-12.624,,,,,2089.674419,-1310213.412
0.218313969,-131.0213655,-0.12624,-9999,-12.624,,,,,2183.139685,-1310213.655
0.227661708,-131.0213839,-0.12624,-9999,-12.624,,,,,2276.617082,-1310213.839
0.237009493,-131.0214007,-0.12624,-9999,-12.624,,,,,2370.094926,-1310214.007
0.246355786,-131.0214224,-0.12624,-9999,-12.624,,,,,2463.557859,-1310214.224
0.255701469,-131.0214472,-0.12624,-9999,-12.624,,,,,2557.014687,-1310214.472
0.265049069,-131.0214681,-0.12624,-9999,-12.624,,,,,2650.490693,-1310214.681
0.274398701,-131.0214816,-0.12624,-9999,-12.624,,,,,2743.987014,-1310214.816
0.283748299,-131.0214952,-0.12624,-9999,-12.624,,,,,2837.482985,-1310214.952
0.293096837,-131.021513,-0.12624,-9999,-12.624,,,,,2930.968372,-1310215.13
0.302445888,-131.0215342,-0.12624,-9999,-12.624,,,,,3024.458878,-1310215.342
0.31179617,-131.0215549,-9999,-9999,,,,,,3117.961696,-1310215.549
0.321147743,-131.021574,-9999,-9999,,,,,,3211.47743,-1310215.74
0.330500589,-131.0215923,-9999,-9999,,,,,,3305.005888,-1310215.923
0.339854063,-131.0216109,-9999,-9999,,,,,,3398.540627,-1310216.109
0.349208145,-131.0216314,-9999,-9999,,,,,,3492.081448,-1310216.314
0.358563081,-131.0216543,-9999,-9999,,,,,,3585.630813,-1310216.543
0.367919094,-131.0216778,-9999,-9999,,,,,,3679.19094,-1310216.778
0.377276074,-131.0217016,-9999,-9999,,,,,,3772.760743,-1310217.016
0.386633764,-131.0217269,-9999,-9999,,,,,,3866.337641,-1310217.269
0.395992644,-131.0217513,-9999,-9999,,,,,,3959.926438,-1310217.513
0.405353927,-131.0217726,-9999,-9999,,,,,,4053.539273,-1310217.726
0.414717876,-131.0217885,-9999,-9999,,,,,,4147.178761,-1310217.885
0.424082656,-131.0218027,-9999,-9999,,,,,,4240.826561,-1310218.027
0.433446776,-131.0218217,-9999,-9999,,,,,,4334.467763,-1310218.217
0.442810556,-131.0218503,-9999,-9999,,,,,,4428.105563,-1310218.503
0.45217489,-131.0218836,-9999,-9999,,,,,,4521.748902,-1310218.836
0.461540668,-131.0219142,-9999,-9999,,,,,,4615.406677,-1310219.142
0.470908605,-131.0219406,-9999,-9999,,,,,,4709.086054,-1310219.406
0.480277636,-131.0219656,-9999,-9999,,,,,,4802.776364,-1310219.656
0.489647286,-131.0219908,-9999,-9999,,,,,,4896.472861,-1310219.908
0.499018071,-131.0220142,-9999,-9999,,,,,,4990.180708,-1310220.142
0.508390718,-131.022034,-9999,-9999,,,,,,5083.907177,-1310220.34
0.517765046,-131.0220522,-9999,-9999,,,,,,5177.650463,-1310220.522
0.527140419,-131.0220709,-9999,-9999,,,,,,5271.404191,-1310220.709
0.536517703,-131.0220899,-9999,-9999,,,,,,5365.177028,-1310220.899
0.545897493,-131.0221076,-9999,-9999,,,,,,5458.974934,-1310221.076
0.555278708,-131.0221244,-9999,-9999,,,,,,5552.787079,-1310221.244
0.564661347,-131.0221396,-9999,-9999,,,,,,5646.613466,-1310221.396
0.574045204,-131.0221542,-9999,-9999,,,,,,5740.452036,-1310221.542
0.583429841,-131.0221697,-9999,-9999,,,,,,5834.298414,-1310221.697
0.59281512,-131.0221841,-9999,-9999,,,,,,5928.151199,-1310221.841
0.602200774,-131.0221971,-9999,-9999,,,,,,6022.00774,-1310221.971
0.611587103,-131.0222084,-9999,-9999,,,,,,6115.871034,-1310222.084
0.62097415,-131.0222168,-0.12013,-9999,-12.013,,,,,6209.7415,-1310222.168
0.630362857,-131.0222215,-0.11996,-9999,-11.996,,,,,6303.628572,-1310222.215
0.639752715,-131.0222218,-0.11996,-9999,-11.996,,,,,6397.527155,-1310222.218
0.649142383,-131.0222196,-0.12253,-9999,-12.253,,,,,6491.423832,-1310222.196
0.658531516,-131.0222161,-0.12052,-9999,-12.052,,,,,6585.315162,-1310222.161
0.667920109,-131.0222141,-0.12,-9999,-12,,,,,6679.201092,-1310222.141
0.67730871,-131.0222143,-0.12,-9999,-12,,,,,6773.087101,-1310222.143
0.686697087,-131.0222162,-0.12,-9999,-12,,,,,6866.970868,-1310222.162
0.696085234,-131.0222179,-0.12,-9999,-12,,,,,6960.852339,-1310222.179
0.70547344,-131.0222195,-0.12,-9999,-12,,,,,7054.734404,-1310222.195
0.714860807,-131.0222218,-0.12072,-9999,-12.072,,,,,7148.608075,-1310222.218
0.724246557,-131.0222261,-0.1211,-9999,-12.11,,,,,7242.465565,-1310222.261
0.733630644,-131.0222318,-0.12015,-9999,-12.015,,,,,7336.306442,-1310222.318
0.743013679,-131.0222357,-0.12019,-9999,-12.019,,,,,7430.136789,-1310222.357
0.752396422,-131.0222347,-0.12007,-9999,-12.007,,,,,7523.964222,-1310222.347
0.761778857,-131.0222294,-0.11933,-9999,-11.933,,,,,7617.788572,-1310222.294
0.77116069,-131.0222222,-0.12011,-9999,-12.011,,,,,7711.606903,-1310222.222
0.78054242,-131.0222152,-0.12089,-9999,-12.089,,,,,7805.424199,-1310222.152
0.789924641,-131.0222078,-0.1199,-9999,-11.99,,,,,7899.246407,-1310222.078
0.799307766,-131.0221991,-0.1199,-9999,-11.99,,,,,7993.077664,-1310221.991
0.808690834,-131.022192,-0.1199,-9999,-11.99,,,,,8086.908336,-1310221.92
0.818072695,-131.0221902,-0.1199,-9999,-11.99,,,,,8180.726953,-1310221.902
0.82745257,-131.0221987,-0.11861,-9999,-11.861,,,,,8274.525702,-1310221.987
0.836830687,-131.0222165,-0.11861,-9999,-11.861,,,,,8368.306868,-1310222.165
0.846207953,-131.0222411,-0.11861,-9999,-11.861,,,,,8462.079527,-1310222.411
0.855585076,-131.0222673,-0.1203,-9999,-12.03,,,,,8555.850764,-1310222.673
0.86496258,-131.0222891,-0.11861,-9999,-11.861,,,,,8649.625796,-1310222.891
0.874340249,-131.0223059,-0.11861,-9999,-11.861,,,,,8743.40249,-1310223.059
0.88371703,-131.0223218,-0.11861,-9999,-11.861,,,,,8837.170301,-1310223.218
0.893092246,-131.0223418,-0.11861,-9999,-11.861,,,,,8930.922456,-1310223.418
0.902466116,-131.0223659,-0.11861,-9999,-11.861,,,,,9024.661163,-1310223.659
0.911840546,-131.0223852,-0.11861,-9999,-11.861,,,,,9118.40546,-1310223.852
0.921217681,-131.0223905,-0.11784,-9999,-11.784,,,,,9212.176814,-1310223.905
0.930597542,-131.0223847,-0.11784,-9999,-11.784,,,,,9305.975423,-1310223.847
0.93997965,-131.0223725,-0.11784,-9999,-11.784,,,,,9399.796497,-1310223.725
0.949362853,-131.0223616,-0.11784,-9999,-11.784,,,,,9493.628535,-1310223.616
0.958746223,-131.0223579,-0.11784,-9999,-11.784,,,,,9587.462226,-1310223.579
0.968129366,-131.0223628,-0.11784,-9999,-11.784,,,,,9681.293665,-1310223.628
0.977511752,-131.0223761,-0.11784,-9999,-11.784,,,,,9775.117516,-1310223.761
0.986893341,-131.0223978,-0.11784,-9999,-11.784,,,,,9868.933406,-1310223.978
0.996274919,-131.022421,-0.11784,-9999,-11.784,,,,,9962.749192,-1310224.21
1.005656936,-131.0224388,-0.11784,-9999,-11.784,,,,,10056.56936,-1310224.388
1.015038572,-131.0224524,-0.11784,-9999,-11.784,,,,,10150.38572,-1310224.524
1.024420008,-131.0224611,-0.11632,-9999,-11.632,,,,,10244.20008,-1310224.611
1.033802114,-131.0224635,-0.11632,-9999,-11.632,,,,,10338.02114,-1310224.635
1.043185478,-131.0224578,-0.11632,-9999,-11.632,,,,,10431.85478,-1310224.578
1.052571318,-131.0224434,-0.11632,-9999,-11.632,,,,,10525.71318,-1310224.434
1.061958003,-131.0224252,-0.11632,-9999,-11.632,,,,,10619.58003,-1310224.252
1.071344551,-131.0224099,-0.11632,-9999,-11.632,,,,,10713.44551,-1310224.099
1.080730593,-131.0224022,-0.11632,-9999,-11.632,,,,,10807.30593,-1310224.022
1.090116319,-131.0223989,-0.11632,-9999,-11.632,,,,,10901.16319,-1310223.989
1.099501967,-131.0223963,-0.11632,-9999,-11.632,,,,,10995.01967,-1310223.963
1.108887968,-131.0223914,-0.11632,-9999,-11.632,,,,,11088.87968,-1310223.914
1.118275269,-131.0223852,-0.11632,-9999,-11.632,,,,,11182.75269,-1310223.852
1.127663876,-131.0223777,-0.11592,-9999,-11.592,,,,,11276.63876,-1310223.777
1.137053705,-131.0223716,-0.11479,-9999,-11.479,,,,,11370.53705,-1310223.716
1.146444159,-131.0223679,-0.11479,-9999,-11.479,,,,,11464.44159,-1310223.679
1.155835307,-131.022368,-0.1156,-9999,-11.56,,,,,11558.35307,-1310223.68
1.165227284,-131.022374,-0.11644,-9999,-11.644,,,,,11652.27284,-1310223.74
1.174619781,-131.0223855,-0.11364,-9999,-11.364,,,,,11746.19781,-1310223.855
1.18401386,-131.0223986,-0.11508,-9999,-11.508,,,,,11840.1386,-1310223.986
1.193408909,-131.0224142,-0.11508,-9999,-11.508,,,,,11934.08909,-1310224.142
1.202804444,-131.0224326,-0.11508,-9999,-11.508,,,,,12028.04444,-1310224.326
1.21220031,-131.0224478,-0.11508,-9999,-11.508,,,,,12122.0031,-1310224.478
1.221597332,-131.0224541,-0.11508,-9999,-11.508,,,,,12215.97332,-1310224.541
1.230996378,-131.0224465,-0.11382,-9999,-11.382,,,,,12309.96378,-1310224.465
1.240397231,-131.0224283,-0.11382,-9999,-11.382,,,,,12403.97231,-1310224.283
1.249798878,-131.0224051,-0.11382,-9999,-11.382,,,,,12497.98878,-1310224.051
1.259201414,-131.0223789,-0.11382,-9999,-11.382,,,,,12592.01414,-1310223.789
1.26860586,-131.022352,-0.11472,-9999,-11.472,,,,,12686.0586,-1310223.52
1.278012086,-131.0223278,-0.11435,-9999,-11.435,,,,,12780.12086,-1310223.278
1.287419634,-131.0223076,-0.11398,-9999,-11.398,,,,,12874.19634,-1310223.076
1.296828196,-131.0222914,-0.11398,-9999,-11.398,,,,,12968.28196,-1310222.914
1.306236686,-131.0222811,-0.11398,-9999,-11.398,,,,,13062.36686,-1310222.811
1.315644723,-131.0222762,-0.11281,-9999,-11.281,,,,,13156.44723,-1310222.762
1.325051403,-131.0222776,-0.11244,-9999,-11.244,,,,,13250.51403,-1310222.776
1.334455856,-131.0222889,-0.11082,-9999,-11.082,,,,,13344.55856,-1310222.889
1.343858104,-131.0223099,-0.11264,-9999,-11.264,,,,,13438.58104,-1310223.099
1.353259533,-131.0223331,-0.11215,-9999,-11.215,,,,,13532.59533,-1310223.331
1.362660875,-131.0223528,-0.11215,-9999,-11.215,,,,,13626.60875,-1310223.528
1.372061211,-131.0223693,-0.11215,-9999,-11.215,,,,,13720.61211,-1310223.693
1.381459522,-131.0223874,-0.11215,-9999,-11.215,,,,,13814.59522,-1310223.874
1.390855459,-131.0224059,-0.11215,-9999,-11.215,,,,,13908.55459,-1310224.059
1.400249778,-131.0224204,-0.11215,-9999,-11.215,,,,,14002.49778,-1310224.204
1.409643715,-131.0224315,-0.11215,-9999,-11.215,,,,,14096.43715,-1310224.315
1.419037376,-131.0224425,-0.11215,-9999,-11.215,,,,,14190.37376,-1310224.425
1.428429683,-131.0224577,-0.11215,-9999,-11.215,,,,,14284.29683,-1310224.577
1.437820895,-131.0224783,-0.11215,-9999,-11.215,,,,,14378.20895,-1310224.783
1.447211041,-131.0225024,-0.11215,-9999,-11.215,,,,,14472.11041,-1310225.024
1.456599962,-131.022529,-0.11215,-9999,-11.215,,,,,14565.99962,-1310225.29
1.465988222,-131.0225576,-0.11215,-9999,-11.215,,,,,14659.88222,-1310225.576
1.475374869,-131.02259,-0.11215,-9999,-11.215,,,,,14753.74869,-1310225.9
1.484759331,-131.0226264,-0.11215,-9999,-11.215,,,,,14847.59331,-1310226.264
1.494142138,-131.0226626,-0.10837,-9999,-10.837,,,,,14941.42138,-1310226.626
1.503523186,-131.0226982,-0.10837,-9999,-10.837,,,,,15035.23186,-1310226.982
1.512903179,-131.0227296,-0.10837,-9999,-10.837,,,,,15129.03179,-1310227.296
1.522282213,-131.0227564,-0.10837,-9999,-10.837,,,,,15222.82213,-1310227.564
1.531661023,-131.0227777,-0.10837,-9999,-10.837,,,,,15316.61023,-1310227.777
1.541039505,-131.0227949,-0.10837,-9999,-10.837,,,,,15410.39505,-1310227.949
1.550417928,-131.0228082,-0.10837,-9999,-10.837,,,,,15504.17928,-1310228.082
