X_Scale,Y_Scale,Weird_na,Weird_Depth_na,The_Weird,Weird_Depth,Weird_FileNum,Weird_SurfElev,X_EPSG_3031,Y_EPSG_3031,
12.24446953,-131.0191317,-9999,-9999,,,,,,122444.6953,-1310191.317
12.25419699,-131.0191112,-9999,-9999,,,,,,122541.9699,-1310191.112
12.263923,-131.0190928,-9999,-9999,,,,,,122639.23,-1310190.928
12.27364882,-131.0190742,-9999,-9999,,,,,,122736.4882,-1310190.742
12.28337284,-131.0190569,-9999,-9999,,,,,,122833.7284,-1310190.569
12.29309569,-131.0190385,-9999,-9999,,,,,,122930.9569,-1310190.385
12.30281599,-131.0190225,-9999,-9999,,,,,,123028.1599,-1310190.225
12.31253413,-131.0190099,-9999,-9999,,,,,,123125.3413,-1310190.099
12.32225124,-131.0189967,-9999,-9999,,,,,,123222.5124,-1310189.967
12.33196822,-131.0189764,-9999,-9999,,,,,,123319.6822,-1310189.764
12.3416851,-131.0189513,-9999,-9999,,,,,,123416.851,-1310189.513
12.35140321,-131.0189226,-9999,-9999,,,,,,123514.0321,-1310189.226
12.36112149,-131.0188919,-9999,-9999,,,,,,123611.2149,-1310188.919
12.37083799,-131.0188661,-9999,-9999,,,,,,123708.3799,-1310188.661
12.38055313,-131.0188462,-9999,-9999,,,,,,123805.5313,-1310188.462
12.39026674,-131.018827,-9999,-9999,,,,,,123902.6674,-1310188.27
12.39997783,-131.0188065,-9999,-9999,,,,,,123999.7783,-1310188.065
12.40968724,-131.0187822,-9999,-9999,,,,,,124096.8724,-1310187.822
12.41939484,-131.0187505,-9999,-9999,,,,,,124193.9484,-1310187.505
12.42909953,-131.0187157,-9999,-9999,,,,,,124290.9953,-1310187.157
12.43880204,-131.0186782,-9999,-9999,,,,,,124388.0204,-1310186.782
12.44850177,-131.0186388,-9999,-9999,,,,,,124485.0177,-1310186.388
12.45819945,-131.018603,-9999,-9999,,,,,,124581.9945,-1310186.03
12.46789414,-131.0185755,-9999,-9999,,,,,,124678.9414,-1310185.755
12.47758578,-131.0185571,-9999,-9999,,,,,,124775.8578,-1310185.571
12.48727534,-131.0185448,-9999,-9999,,,,,,124872.7534,-1310185.448
12.49696229,-131.0185336,-9999,-9999,,,,,,124969.6229,-1310185.336
12.50664664,-131.0185197,-9999,-9999,,,,,,125066.4664,-1310185.197
12.51632989,-131.0184994,-9999,-9999,,,,,,125163.2989,-1310184.994
12.52601204,-131.0184743,-9999,-9999,,,,,,125260.1204,-1310184.743
12.53569236,-131.0184451,-9999,-9999,,,,,,125356.9236,-1310184.451
12.54537047,-131.0184159,-9999,-9999,,,,,,125453.7047,-1310184.159
12.55504636,-131.0183858,-9999,-9999,,,,,,125550.4636,-1310183.858
12.56472129,-131.0183519,-9999,-9999,,,,,,125647.2129,-1310183.519
12.57439584,-131.0183172,-9999,-9999,,,,,,125743.9584,-1310183.172
12.58407062,-131.0182825,-9999,-9999,,,,,,125840.7062,-1310182.825
12.59374579,-131.0182466,-9999,-9999,,,,,,125937.4579,-1310182.466
12.60342055,-131.0182077,-9999,-9999,,,,,,126034.2055,-1310182.077
12.61309455,-131.0181693,-9999,-9999,,,,,,126130.9455,-1310181.693
12.62276766,-131.0181325,-9999,-9999,,,,,,126227.6766,-1310181.325
12.63244085,-131.0180958,-9999,-9999,,,,,,126324.4085,-1310180.958
12.64211355,-131.0180592,-9999,-9999,,,,,,126421.1355,-1310180.592
12.65178699,-131.0180214,-9999,-9999,,,,,,126517.8699,-1310180.214
12.66145942,-131.0179817,-9999,-9999,,,,,,126614.5942,-1310179.817
12.67113175,-131.0179445,-9999,-9999,,,,,,126711.3175,-1310179.445
12.68080281,-131.0179107,-9999,-9999,,,,,,126808.0281,-1310179.107
12.69047293,-131.0178805,-9999,-9999,,,,,,126904.7293,-1310178.805
12.70014193,-131.0178539,-9999,-9999,,,,,,127001.4193,-1310178.539
12.7098087,-131.0178279,-9999,-9999,,,,,,127098.087,-1310178.279
12.71947277,-131.0178002,-9999,-9999,,,,,,127194.7277,-1310178.002
12.72913456,-131.0177695,-9999,-9999,,,,,,127291.3456,-1310177.695
12.73879522,-131.0177359,-9999,-9999,,,,,,127387.9522,-1310177.359
12.74845534,-131.0177017,-9999,-9999,,,,,,127484.5534,-1310177.017
12.75811578,-131.01767,-9999,-9999,,,,,,127581.1578,-1310176.7
12.7677748,-131.0176378,-9999,-9999,,,,,,127677.748,-1310176.378
12.77743162,-131.0176088,-9999,-9999,,,,,,127774.3162,-1310176.088
12.78708625,-131.0175794,-9999,-9999,,,,,,127870.8625,-1310175.794
12.79674016,-131.0175487,-9999,-9999,,,,,,127967.4016,-1310175.487
12.80639377,-131.0175142,-9999,-9999,,,,,,128063.9377,-1310175.142
12.8160458,-131.017475,-9999,-9999,,,,,,128160.458,-1310174.75
12.82569574,-131.0174336,-9999,-9999,,,,,,128256.9574,-1310174.336
12.83534387,-131.0173946,-9999,-9999,,,,,,128353.4387,-1310173.946
12.84498971,-131.0173569,-9999,-9999,,,,,,128449.8971,-1310173.569
12.8546329,-131.0173211,-9999,-9999,,,,,,128546.329,-1310173.211
12.86427259,-131.0172847,-9999,-9999,,,,,,128642.7259,-1310172.847
12.87390873,-131.017249,-9999,-9999,,,,,,128739.0873,-1310172.49
12.88354053,-131.017216,-9999,-9999,,,,,,128835.4053,-1310172.16
12.89316741,-131.0171871,-9999,-9999,,,,,,128931.6741,-1310171.871
12.90278978,-131.0171596,-9999,-9999,,,,,,129027.8978,-1310171.596
12.91240852,-131.0171315,-9999,-9999,,,,,,129124.0852,-1310171.315
12.92202438,-131.0171031,-9999,-9999,,,,,,129220.2438,-1310171.031
12.931637,-131.0170744,-9999,-9999,,,,,,129316.37,-1310170.744
12.94124614,-131.0170464,-9999,-9999,,,,,,129412.4614,-1310170.464
12.95085277,-131.017019,-9999,-9999,,,,,,129508.5277,-1310170.19
12.9604572,-131.0169882,-9999,-9999,,,,,,129604.572,-1310169.882
12.97006025,-131.0169523,-9999,-9999,,,,,,129700.6025,-1310169.523
12.9796629,-131.0169106,-9999,-9999,,,,,,129796.629,-1310169.106
12.98926618,-131.016865,-9999,-9999,,,,,,129892.6618,-1310168.65
12.99887002,-131.0168188,-9999,-9999,,,,,,129988.7002,-1310168.188
13.00847498,-131.0167737,-9999,-9999,,,,,,130084.7498,-1310167.737
13.01808128,-131.016728,-9999,-9999,,,,,,130180.8128,-1310167.28
13.02768942,-131.016677,-9999,-9999,,,,,,130276.8942,-1310166.77
13.03729989,-131.0166229,-9999,-9999,,,,,,130372.9989,-1310166.229
13.04691218,-131.0165695,-9999,-9999,,,,,,130469.1218,-1310165.695
13.05652557,-131.0165204,-9999,-9999,,,,,,130565.2557,-1310165.204
13.06613991,-131.0164769,-9999,-9999,,,,,,130661.3991,-1310164.769
13.07575539,-131.0164376,-9999,-9999,,,,,,130757.5539,-1310164.376
13.08537129,-131.0164004,-9999,-9999,,,,,,130853.7129,-1310164.004
13.09498712,-131.0163663,-9999,-9999,,,,,,130949.8712,-1310163.663
13.10460217,-131.0163349,-9999,-9999,,,,,,131046.0217,-1310163.349
13.11421582,-131.0163073,-9999,-9999,,,,,,131142.1582,-1310163.073
13.12382761,-131.016286,-9999,-9999,,,,,,131238.2761,-1310162.86
13.13343689,-131.0162718,-9999,-9999,,,,,,131334.3689,-1310162.718
13.14304294,-131.0162617,-9999,-9999,,,,,,131430.4294,-1310162.617
13.15264545,-131.0162538,-9999,-9999,,,,,,131526.4545,-1310162.538
13.16224479,-131.0162438,-9999,-9999,,,,,,131622.4479,-1310162.438
13.1718413,-131.0162293,-9999,-9999,,,,,,131718.413,-1310162.293
13.18143461,-131.0162148,-9999,-9999,,,,,,131814.3461,-1310162.148
13.19102469,-131.0162027,-9999,-9999,,,,,,131910.2469,-1310162.027
13.20061204,-131.0161941,-9999,-9999,,,,,,132006.1204,-1310161.941
13.21019759,-131.016188,-9999,-9999,,,,,,132101.9759,-1310161.88
13.21978181,-131.0161831,-9999,-9999,,,,,,132197.8181,-1310161.831
13.22936547,-131.0161806,-9999,-9999,,,,,,132293.6547,-1310161.806
13.23894867,-131.0161807,-9999,-9999,,,,,,132389.4867,-1310161.807
13.24853203,-131.0161844,-9999,-9999,,,,,,132485.3203,-1310161.844
13.25811666,-131.0161914,-9999,-9999,,,,,,132581.1666,-1310161.914
13.26770311,-131.016199,-9999,-9999,,,,,,132677.0311,-1310161.99
13.27729166,-131.016205,-9999,-9999,,,,,,132772.9166,-1310162.05
13.2868826,-131.0162081,-9999,-9999,,,,,,132868.826,-1310162.081
13.29647642,-131.0162116,-9999,-9999,,,,,,132964.7642,-1310162.116
13.30607244,-131.0162175,-9999,-9999,,,,,,133060.7244,-1310162.175
13.31566962,-131.0162261,-9999,-9999,,,,,,133156.6962,-1310162.261
13.32526737,-131.0162357,-9999,-9999,,,,,,133252.6737,-1310162.357
13.33486624,-131.0162446,-9999,-9999,,,,,,133348.6624,-1310162.446
13.3444656,-131.0162525,-9999,-9999,,,,,,133444.656,-1310162.525
13.35406492,-131.0162609,-9999,-9999,,,,,,133540.6492,-1310162.609
13.36366367,-131.016271,-9999,-9999,,,,,,133636.6367,-1310162.71
13.37326148,-131.0162846,-9999,-9999,,,,,,133732.6148,-1310162.846
13.38285836,-131.0163008,-9999,-9999,,,,,,133828.5836,-1310163.008
13.39245401,-131.0163174,-9999,-9999,,,,,,133924.5401,-1310163.174
13.40204902,-131.0163341,-9999,-9999,,,,,,134020.4902,-1310163.341
13.41164335,-131.0163495,-9999,-9999,,,,,,134116.4335,-1310163.495
13.42123638,-131.0163622,-9999,-9999,,,,,,134212.3638,-1310163.622
13.43082871,-131.0163681,-9999,-9999,,,,,,134308.2871,-1310163.681
13.44042106,-131.0163655,-9999,-9999,,,,,,134404.2106,-1310163.655
13.45001301,-131.0163559,-9999,-9999,,,,,,134500.1301,-1310163.559
13.4596037,-131.0163419,-9999,-9999,,,,,,134596.037,-1310163.419
13.46919427,-131.0163263,-9999,-9999,,,,,,134691.9427,-1310163.263
13.47878362,-131.0163107,-9999,-9999,,,,,,134787.8362,-1310163.107
13.48837231,-131.0162961,-9999,-9999,,,,,,134883.7231,-1310162.961
13.49796043,-131.0162822,-9999,-9999,,,,,,134979.6043,-1310162.822
13.50754821,-131.0162679,-9999,-9999,,,,,,135075.4821,-1310162.679
13.51713545,-131.0162537,-9999,-9999,,,,,,135171.3545,-1310162.537
13.52672193,-131.0162406,-9999,-9999,,,,,,135267.2193,-1310162.406
13.53630775,-131.0162301,-9999,-9999,,,,,,135363.0775,-1310162.301
13.54589237,-131.0162234,-9999,-9999,,,,,,135458.9237,-1310162.234
13.55547514,-131.0162235,-9999,-9999,,,,,,135554.7514,-1310162.235
13.56505589,-131.0162325,-9999,-9999,,,,,,135650.5589,-1310162.325
13.57463504,-131.0162481,-9999,-9999,,,,,,135746.3504,-1310162.481
13.58421282,-131.0162667,-9999,-9999,,,,,,135842.1282,-1310162.667
13.59378943,-131.0162857,-9999,-9999,,,,,,135937.8943,-1310162.857
13.60336446,-131.016303,-9999,-9999,,,,,,136033.6446,-1310163.03
13.61293781,-131.0163209,-9999,-9999,,,,,,136129.3781,-1310163.209
13.62250955,-131.0163395,-9999,-9999,,,,,,136225.0955,-1310163.395
13.63208024,-131.0163556,-9999,-9999,,,,,,136320.8024,-1310163.556
13.64165046,-131.0163684,-9999,-9999,,,,,,136416.5046,-1310163.684
13.65122082,-131.0163762,-9999,-9999,,,,,,136512.2082,-1310163.762
13.66079167,-131.0163828,-9999,-9999,,,,,,136607.9167,-1310163.828
13.67036265,-131.0163945,-9999,-9999,,,,,,136703.6265,-1310163.945
13.67993361,-131.0164144,-9999,-9999,,,,,,136799.3361,-1310164.144
13.68950504,-131.0164412,-9999,-9999,,,,,,136895.0504,-1310164.412
13.69907687,-131.0164748,-9999,-9999,,,,,,136990.7687,-1310164.748
13.70864914,-131.0165112,-9999,-9999,,,,,,137086.4914,-1310165.112
13.71822209,-131.0165483,-9999,-9999,,,,,,137182.2209,-1310165.483
13.72779566,-131.0165842,-9999,-9999,,,,,,137277.9566,-1310165.842
13.7373696,-131.0166171,-9999,-9999,,,,,,137373.696,-1310166.171
13.74694411,-131.0166491,-9999,-9999,,,,,,137469.4411,-1310166.491
13.75651873,-131.0166817,-9999,-9999,,,,,,137565.1873,-1310166.817
13.76609343,-131.0167135,-9999,-9999,,,,,,137660.9343,-1310167.135
13.77566767,-131.0167443,-9999,-9999,,,,,,137756.6767,-1310167.443
13.78524144,-131.0167728,-9999,-9999,,,,,,137852.4144,-1310167.728
13.79481485,-131.016796,-9999,-9999,,,,,,137948.1485,-1310167.96
13.80438862,-131.0168111,-9999,-9999,,,,,,138043.8862,-1310168.111
13.81396271,-131.0168193,-9999,-9999,,,,,,138139.6271,-1310168.193
13.8235368,-131.0168245,-9999,-9999,,,,,,138235.368,-1310168.245
13.83311018,-131.0168298,-9999,-9999,,,,,,138331.1018,-1310168.298
13.84268267,-131.016837,-9999,-9999,,,,,,138426.8267,-1310168.37
13.85225444,-131.0168464,-9999,-9999,,,,,,138522.5444,-1310168.464
13.86182506,-131.0168581,-9999,-9999,,,,,,138618.2506,-1310168.581
13.87139385,-131.016873,-9999,-9999,,,,,,138713.9385,-1310168.73
13.88096086,-131.0168894,-9999,-9999,,,,,,138809.6086,-1310168.894
13.89052609,-131.0169048,-9999,-9999,,,,,,138905.2609,-1310169.048
13.90009064,-131.0169159,-9999,-9999,,,,,,139000.9064,-1310169.159
13.90965475,-131.0169227,-9999,-9999,,,,,,139096.5475,-1310169.227
13.91921844,-131.0169266,-9999,-9999,,,,,,139192.1844,-1310169.266
13.92878161,-131.0169299,-9999,-9999,,,,,,139287.8161,-1310169.299
13.93834491,-131.0169338,-9999,-9999,,,,,,139383.4491,-1310169.338
13.94790826,-131.0169384,-9999,-9999,,,,,,139479.0826,-1310169.384
13.9574715,-131.0169419,-9999,-9999,,,,,,139574.715,-1310169.419
13.96703466,-131.0169448,-9999,-9999,,,,,,139670.3466,-1310169.448
13.97659681,-131.0169485,-9999,-9999,,,,,,139765.9681,-1310169.485
13.98615782,-131.0169545,-9999,-9999,,,,,,139861.5782,-1310169.545
13.99571755,-131.0169626,-9999,-9999,,,,,,139957.1755,-1310169.626
14.00527652,-131.0169715,-9999,-9999,,,,,,140052.7652,-1310169.715
14.01483478,-131.0169817,-9999,-9999,,,,,,140148.3478,-1310169.817
14.02439209,-131.0169935,-9999,-9999,,,,,,140243.9209,-1310169.935
14.03394855,-131.0170061,-9999,-9999,,,,,,140339.4855,-1310170.061
14.0435037,-131.0170177,-9999,-9999,,,,,,140435.037,-1310170.177
14.05305764,-131.0170306,-9999,-9999,,,,,,140530.5764,-1310170.306
14.06261076,-131.0170468,-9999,-9999,,,,,,140626.1076,-1310170.468
14.07216297,-131.0170675,-9999,-9999,,,,,,140721.6297,-1310170.675
14.08171422,-131.0170934,-9999,-9999,,,,,,140817.1422,-1310170.934
14.09126453,-131.0171236,-9999,-9999,,,,,,140912.6453,-1310171.236
14.1008138,-131.0171564,-9999,-9999,,,,,,141008.138,-1310171.564
14.11036184,-131.0171909,-9999,-9999,,,,,,141103.6184,-1310171.909
14.11990904,-131.0172246,-9999,-9999,,,,,,141199.0904,-1310172.246
14.12945566,-131.0172563,-9999,-9999,,,,,,141294.5566,-1310172.563
14.1390019,-131.0172853,-9999,-9999,,,,,,141390.019,-1310172.853
14.14854843,-131.0173095,-9999,-9999,,,,,,141485.4843,-1310173.095
14.15809546,-131.0173282,-9999,-9999,,,,,,141580.9546,-1310173.282
14.167642,-131.0173414,-9999,-9999,,,,,,141676.42,-1310173.414
14.17718808,-131.0173506,-9999,-9999,,,,,,141771.8808,-1310173.506
14.18673335,-131.0173593,-9999,-9999,,,,,,141867.3335,-1310173.593
14.19627725,-131.0173695,-9999,-9999,,,,,,141962.7725,-1310173.695
14.2058195,-131.0173803,-9999,-9999,,,,,,142058.195,-1310173.803
14.21536019,-131.017391,-9999,-9999,,,,,,142153.6019,-1310173.91
14.22489997,-131.0174,-9999,-9999,,,,,,142248.9997,-1310174
14.23443903,-131.0174076,-9999,-9999,,,,,,142344.3903,-1310174.076
14.24397713,-131.0174132,-9999,-9999,,,,,,142439.7713,-1310174.132
14.25351447,-131.0174182,-9999,-9999,,,,,,142535.1447,-1310174.182
14.26305166,-131.0174238,-9999,-9999,,,,,,142630.5166,-1310174.238
14.27258866,-131.0174291,-9999,-9999,,,,,,142725.8866,-1310174.291
14.28212536,-131.0174351,-9999,-9999,,,,,,142821.2536,-1310174.351
14.29166108,-131.0174429,-9999,-9999,,,,,,142916.6108,-1310174.429
14.30119542,-131.0174534,-9999,-9999,,,,,,143011.9542,-1310174.534
14.3107281,-131.017467,-9999,-9999,,,,,,143107.281,-1310174.67
14.32025939,-131.0174835,-9999,-9999,,,,,,143202.5939,-1310174.835
14.32978922,-131.0175011,-9999,-9999,,,,,,143297.8922,-1310175.011
14.33931772,-131.0175197,-9999,-9999,,,,,,143393.1772,-1310175.197
14.34884469,-131.0175399,-9999,-9999,,,,,,143488.4469,-1310175.399
14.35837048,-131.0175603,-9999,-9999,,,,,,143583.7048,-1310175.603
14.36789528,-131.0175778,-9999,-9999,,,,,,143678.9528,-1310175.778
14.37741958,-131.0175908,-9999,-9999,,,,,,143774.1958,-1310175.908
14.38694337,-131.0175991,-9999,-9999,,,,,,143869.4337,-1310175.991
14.39646661,-131.0176066,-9999,-9999,,,,,,143964.6661,-1310176.066
14.40598884,-131.0176165,-9999,-9999,,,,,,144059.8884,-1310176.165
14.41551034,-131.0176302,-9999,-9999,,,,,,144155.1034,-1310176.302
14.42503136,-131.0176479,-9999,-9999,,,,,,144250.3136,-1310176.479
14.43455245,-131.0176682,-9999,-9999,,,,,,144345.5245,-1310176.682
14.44407365,-131.0176902,-9999,-9999,,,,,,144440.7365,-1310176.902
14.45359408,-131.0177125,-9999,-9999,,,,,,144535.9408,-1310177.125
14.46311441,-131.0177337,-9999,-9999,,,,,,144631.1441,-1310177.337
14.4726344,-131.0177527,-9999,-9999,,,,,,144726.344,-1310177.527
14.48215369,-131.0177695,-9999,-9999,,,,,,144821.5369,-1310177.695
14.49167194,-131.017786,-9999,-9999,,,,,,144916.7194,-1310177.86
14.50118919,-131.0178023,-9999,-9999,,,,,,145011.8919,-1310178.023
14.51070551,-131.0178193,-9999,-9999,,,,,,145107.0551,-1310178.193
14.52022067,-131.0178389,-9999,-9999,,,,,,145202.2067,-1310178.389
14.52973442,-131.0178627,-9999,-9999,,,,,,145297.3442,-1310178.627
14.53924666,-131.0178906,-9999,-9999,,,,,,145392.4666,-1310178.906
14.54875722,-131.0179216,-9999,-9999,,,,,,145487.5722,-1310179.216
14.55826658,-131.0179535,-9999,-9999,,,,,,145582.6658,-1310179.535
14.56777465,-131.0179843,-9999,-9999,,,,,,145677.7465,-1310179.843
14.5772817,-131.018013,-9999,-9999,,,,,,145772.817,-1310180.13
14.58678743,-131.0180393,-9999,-9999,,,,,,145867.8743,-1310180.393
14.59629167,-131.0180627,-9999,-9999,,,,,,145962.9167,-1310180.627
14.60579507,-131.0180831,-9999,-9999,,,,,,146057.9507,-1310180.831
14.61529725,-131.0181006,-9999,-9999,,,,,,146152.9725,-1310181.006
14.62479853,-131.0181159,-9999,-9999,,,,,,146247.9853,-1310181.159
14.63429863,-131.0181282,-9999,-9999,,,,,,146342.9863,-1310181.282
14.6437983,-131.0181358,-9999,-9999,,,,,,146437.983,-1310181.358
14.65329796,-131.0181378,-9999,-9999,,,,,,146532.9796,-1310181.378
14.66279743,-131.0181357,-9999,-9999,,,,,,146627.9743,-1310181.357
14.67229612,-131.0181329,-9999,-9999,,,,,,146722.9612,-1310181.329
14.68179386,-131.0181315,-9999,-9999,,,,,,146817.9386,-1310181.315
14.69129104,-131.0181327,-9999,-9999,,,,,,146912.9104,-1310181.327
14.70078732,-131.0181359,-9999,-9999,,,,,,147007.8732,-1310181.359
14.71028272,-131.0181413,-9999,-9999,,,,,,147102.8272,-1310181.413
14.71977711,-131.0181497,-9999,-9999,,,,,,147197.7711,-1310181.497
14.72927059,-131.0181613,-9999,-9999,,,,,,147292.7059,-1310181.613
14.73876346,-131.0181751,-9999,-9999,,,,,,147387.6346,-1310181.751
14.74825572,-131.0181879,-9999,-9999,,,,,,147482.5572,-1310181.879
14.75774814,-131.0181975,-9999,-9999,,,,,,147577.4814,-1310181.975
14.76724036,-131.0182014,-9999,-9999,,,,,,147672.4036,-1310182.014
14.77673181,-131.0182049,-9999,-9999,,,,,,147767.3181,-1310182.049
14.78622207,-131.0182137,-9999,-9999,,,,,,147862.2207,-1310182.137
14.79571027,-131.0182293,-9999,-9999,,,,,,147957.1027,-1310182.293
14.80519674,-131.0182499,-9999,-9999,,,,,,148051.9674,-1310182.499
14.8146819,-131.018273,-9999,-9999,,,,,,148146.819,-1310182.73
14.82416567,-131.0182967,-9999,-9999,,,,,,148241.6567,-1310182.967
14.83364835,-131.0183212,-9999,-9999,,,,,,148336.4835,-1310183.212
14.84313048,-131.0183452,-9999,-9999,,,,,,148431.3048,-1310183.452
14.85261277,-131.0183669,-9999,-9999,,,,,,148526.1277,-1310183.669
14.8620955,-131.0183869,-9999,-9999,,,,,,148620.955,-1310183.869
14.87157793,-131.0184058,-9999,-9999,,,,,,148715.7793,-1310184.058
14.88105994,-131.0184249,-9999,-9999,,,,,,148810.5994,-1310184.249
14.8905418,-131.0184436,-9999,-9999,,,,,,148905.418,-1310184.436
14.90002375,-131.0184618,-9999,-9999,,,,,,149000.2375,-1310184.618
14.90950607,-131.0184795,-9999,-9999,,,,,,149095.0607,-1310184.795
14.91898805,-131.0184983,-9999,-9999,,,,,,149189.8805,-1310184.983
14.92846957,-131.018519,-9999,-9999,,,,,,149284.6957,-1310185.19
14.93795102,-131.018541,-9999,-9999,,,,,,149379.5102,-1310185.41
14.94743215,-131.0185634,-9999,-9999,,,,,,149474.3215,-1310185.634
14.95691336,-131.0185845,-9999,-9999,,,,,,149569.1336,-1310185.845
14.9663942,-131.0186031,-9999,-9999,,,,,,149663.942,-1310186.031
14.97587463,-131.0186212,-9999,-9999,,,,,,149758.7463,-1310186.212
14.98535443,-131.0186411,-9999,-9999,,,,,,149853.5443,-1310186.411
14.99483358,-131.0186628,-9999,-9999,,,,,,149948.3358,-1310186.628
15.00431226,-131.0186869,-9999,-9999,,,,,,150043.1226,-1310186.869
15.0137903,-131.018712,-9999,-9999,,,,,,150137.903,-1310187.12
15.02326757,-131.0187379,-9999,-9999,,,,,,150232.6757,-1310187.379
15.03274395,-131.0187644,-9999,-9999,,,,,,150327.4395,-1310187.644
15.04221969,-131.0187901,-9999,-9999,,,,,,150422.1969,-1310187.901
15.05169491,-131.0188148,-9999,-9999,,,,,,150516.9491,-1310188.148
15.06116965,-131.01884,-9999,-9999,,,,,,150611.6965,-1310188.4
15.07064372,-131.0188649,-9999,-9999,,,,,,150706.4372,-1310188.649
15.08011736,-131.0188891,-9999,-9999,,,,,,150801.1736,-1310188.891
15.08959003,-131.0189129,-9999,-9999,,,,,,150895.9003,-1310189.129
15.09906192,-131.0189351,-9999,-9999,,,,,,150990.6192,-1310189.351
15.10853291,-131.0189506,-9999,-9999,,,,,,151085.3291,-1310189.506
15.11800328,-131.0189577,-9999,-9999,,,,,,151180.0328,-1310189.577
15.12747314,-131.0189589,-9999,-9999,,,,,,151274.7314,-1310189.589
15.13694227,-131.0189583,-9999,-9999,,,,,,151369.4227,-1310189.583
15.14641102,-131.0189596,-9999,-9999,,,,,,151464.1102,-1310189.596
15.15587949,-131.0189639,-9999,-9999,,,,,,151558.7949,-1310189.639
15.16534846,-131.0189679,-9999,-9999,,,,,,151653.4846,-1310189.679
15.17481785,-131.0189698,-9999,-9999,,,,,,151748.1785,-1310189.698
15.18428713,-131.0189694,-9999,-9999,,,,,,151842.8713,-1310189.694
15.19375659,-131.0189671,-9999,-9999,,,,,,151937.5659,-1310189.671
15.2032264,-131.0189649,-9999,-9999,,,,,,152032.264,-1310189.649
15.21269642,-131.018964,-9999,-9999,,,,,,152126.9642,-1310189.64
15.22216673,-131.0189656,-9999,-9999,,,,,,152221.6673,-1310189.656
15.23163742,-131.0189714,-9999,-9999,,,,,,152316.3742,-1310189.714
15.2411079,-131.0189791,-9999,-9999,,,,,,152411.079,-1310189.791
15.25057886,-131.0189859,-9999,-9999,,,,,,152505.7886,-1310189.859
15.26005004,-131.0189899,-9999,-9999,,,,,,152600.5004,-1310189.899
15.26952099,-131.0189931,-9999,-9999,,,,,,152695.2099,-1310189.931
15.27899172,-131.0189974,-9999,-9999,,,,,,152789.9172,-1310189.974
15.28846193,-131.0190028,-9999,-9999,,,,,,152884.6193,-1310190.028
15.29793205,-131.019009,-9999,-9999,,,,,,152979.3205,-1310190.09
15.30740208,-131.0190154,-9999,-9999,,,,,,153074.0208,-1310190.154
15.31687245,-131.0190223,-9999,-9999,,,,,,153168.7245,-1310190.223
15.32634332,-131.0190306,-9999,-9999,,,,,,153263.4332,-1310190.306
15.33581472,-131.0190407,-9999,-9999,,,,,,153358.1472,-1310190.407
15.34528629,-131.0190522,-9999,-9999,,,,,,153452.8629,-1310190.522
15.3547588,-131.0190634,-9999,-9999,,,,,,153547.588,-1310190.634
15.36423254,-131.0190744,-9999,-9999,,,,,,153642.3254,-1310190.744
15.37370679,-131.0190854,-9999,-9999,,,,,,153737.0679,-1310190.854
15.38318211,-131.0190964,-9999,-9999,,,,,,153831.8211,-1310190.964
15.39265893,-131.0191078,-9999,-9999,,,,,,153926.5893,-1310191.078
15.40213668,-131.0191186,-9999,-9999,,,,,,154021.3668,-1310191.186
15.41161507,-131.0191296,-9999,-9999,,,,,,154116.1507,-1310191.296
15.42109428,-131.0191402,-9999,-9999,,,,,,154210.9428,-1310191.402
15.4305737,-131.0191501,-9999,-9999,,,,,,154305.737,-1310191.501
15.44005355,-131.019159,-9999,-9999,,,,,,154400.5355,-1310191.59
15.44953341,-131.0191662,-9999,-9999,,,,,,154495.3341,-1310191.662
15.45901344,-131.0191737,-9999,-9999,,,,,,154590.1344,-1310191.737
15.46849303,-131.0191821,-9999,-9999,,,,,,154684.9303,-1310191.821
15.47797212,-131.0191936,-9999,-9999,,,,,,154779.7212,-1310191.936
15.48745085,-131.0192081,-9999,-9999,,,,,,154874.5085,-1310192.081
15.49692901,-131.0192241,-9999,-9999,,,,,,154969.2901,-1310192.241
15.50640704,-131.0192382,-9999,-9999,,,,,,155064.0704,-1310192.382
15.51588547,-131.0192469,-9999,-9999,,,,,,155158.8547,-1310192.469
15.52536496,-131.0192513,-9999,-9999,,,,,,155253.6496,-1310192.513
15.53484571,-131.0192529,-9999,-9999,,,,,,155348.4571,-1310192.529
15.54432753,-131.0192536,-9999,-9999,,,,,,155443.2753,-1310192.536
15.55381027,-131.0192537,-9999,-9999,,,,,,155538.1027,-1310192.537
15.5632938,-131.0192542,-9999,-9999,,,,,,155632.938,-1310192.542
15.57277793,-131.0192555,-9999,-9999,,,,,,155727.7793,-1310192.555
15.58226204,-131.0192589,-9999,-9999,,,,,,155822.6204,-1310192.589
15.59174606,-131.019264,-9999,-9999,,,,,,155917.4606,-1310192.64
15.60122956,-131.0192716,-9999,-9999,,,,,,156012.2956,-1310192.716
15.61071218,-131.0192804,-9999,-9999,,,,,,156107.1218,-1310192.804
15.62019368,-131.0192875,-9999,-9999,,,,,,156201.9368,-1310192.875
15.62967412,-131.0192922,-9999,-9999,,,,,,156296.7412,-1310192.922
15.63915347,-131.0192933,-9999,-9999,,,,,,156391.5347,-1310192.933
15.64863197,-131.0192898,-9999,-9999,,,,,,156486.3197,-1310192.898
15.65811007,-131.0192823,-9999,-9999,,,,,,156581.1007,-1310192.823
