X_Scale,Y_Scale,H_Ell_Scale,NS,CMI_na,Weird_Depth_na,CMI_Depth,CMI_FileNum,CMI_SurfElev,CMI_Thickness,DICE_FileNum,DICE_IceBase,DICE_SurfElev,DICE_Thickness,H_Ell,SIR_IceBase,SIR_SurfElev_clean,SIR_Thickness,SurfHell_Edit_lidar_edit,The_Weird,Weird_Depth,Weird_FileNum,Weird_SurfElev,X_EPSG_3031,Y_EPSG_3031,
-5.576094608,-131.0158988,8.95737,9,-1.299891548,-9999,-129.9891548,178,-24.62277342,115.0157674,1,-246.495987,-14.97338747,231.5225995,899.545,,-244.7267686,-24.52749394,229.7533812,,,,,,-55760.94608,-1310158.988
-5.566760284,-131.0158953,8.95858,9,-1.273794948,-9999,-127.3794948,178,-24.43221447,112.5387306,1,-244.628437,-14.84076424,229.7876727,899.679,,-246.6143323,-24.52749394,231.7735681,,,,,,-55667.60284,-1310158.953
-5.557428678,-131.0158917,8.95967,9,-1.207977273,-9999,-120.7977273,178,-24.336935,106.0791656,1,-244.2589488,-14.71856164,229.5403872,899.805,,-248.728709,-24.336935,234.0101474,,,,,,-55574.28678,-1310158.917
-5.548100506,-131.0158906,8.96093,9,-1.177917396,-9999,-117.7917396,178,-24.24165552,103.2752538,1,-244.1894876,-14.51648585,229.6730017,900.015,,-250.4444059,-23.9558171,235.9279201,,,,,,-55481.00506,-1310158.906
-5.538775517,-131.0158917,8.96229,9,-1.174292778,-9999,-117.4292778,178,-23.66997868,103.1556583,1,-245.1717651,-14.27361951,230.8981455,900.263,,-251.2093505,-23.5746992,236.935731,,,,,,-55387.75517,-1310158.917
-5.529452754,-131.0158924,8.96307,9,-1.168535422,-9999,-116.8535422,178,-23.47941973,102.9020439,1,-247.5097113,-13.95149824,233.558213,900.545,,-251.4615128,-23.19358131,237.5100146,,,,,,-55294.52754,-1310158.924
-5.520131548,-131.0158922,8.96326,9,-1.187273174,-9999,-118.7273174,178,-23.09830184,105.0625119,1,-249.566663,-13.66480546,235.9018576,900.838,,-251.2165205,-23.09830184,237.5517151,,,,,,-55201.31548,-1310158.922
-5.51081158,-131.0158912,8.96285,9,-1.225549544,-9999,-122.5549544,178,-22.43134552,109.1262716,1,-250.1282767,-13.42868278,236.6995939,901.081,,-251.0939855,-22.43134552,237.6653027,,,,,,-55108.1158,-1310158.912
-5.501492822,-131.0158903,8.96231,9,-1.253163748,-9999,-125.3163748,178,-22.43134552,110.1124931,1,-251.7128046,-15.20388168,236.5089229,901.308,,-253.1534704,-22.33606604,237.9495887,,,,,,-55014.92822,-1310158.903
-5.492175884,-131.0158894,8.96185,9,-1.23262875,-9999,-123.262875,178,-22.05022762,110.2885262,1,-250.6055591,-12.97434883,237.6312103,901.542,,-251.3942869,-22.05022762,238.4199381,,,,,,-54921.75884,-1310158.894
-5.482860709,-131.0158893,8.96131,9,-1.231480192,-9999,-123.1480192,178,-21.66910973,111.3689764,1,-250.2724497,-11.77904283,238.4934069,901.741,,-250.8438564,-21.47855078,239.0648135,,,,,,-54828.60709,-1310158.893
-5.473546726,-131.0158912,8.9604,9,-1.241712809,-9999,-124.1712809,178,-21.47855078,112.5221477,1,-250.2173581,-11.64913328,238.5682248,901.872,,-250.8035883,-21.38327131,239.154455,,,,,,-54735.46726,-1310158.912
-5.464233307,-131.0158945,8.95907,9,-1.23978308,-9999,-123.978308,178,-21.57383025,112.4304518,1,-250.7069848,-11.54785623,239.1591285,901.974,,-250.7987481,-21.57383025,239.2508919,,,,,,-54642.33307,-1310158.945
-5.454920518,-131.0159008,8.95731,9,-1.242869687,-9999,-124.2869687,178,-21.09743288,112.8276892,1,-251.144566,-11.45927946,239.6852866,902.064,,-250.987295,-21.00215341,239.5280155,,,,,,-54549.20518,-1310159.008
-5.445607445,-131.0159093,8.95485,9,-1.235813087,-9999,-123.5813087,178,-21.09743288,112.235139,1,-251.0668715,-11.34616968,239.7207018,902.161,,-251.0656542,-21.09743288,239.7194845,,,,,,-54456.07445,-1310159.093
-5.436292909,-131.0159176,8.9521,9,-1.239163547,-9999,-123.9163547,178,-21.09743288,112.6604079,1,-251.4365785,-11.25594681,240.1806317,902.259,,-251.1009773,-21.09743288,239.8450305,,,,,,-54362.92909,-1310159.176
-5.426976318,-131.0159246,8.94927,9,-1.233373984,-9999,-123.3373984,178,-20.81159446,112.058631,1,-251.5580791,-11.27876738,240.2793118,902.241,,-251.5118396,-20.71631499,240.2330722,,,,,,-54269.76318,-1310159.246
-5.417657726,-131.0159295,8.94604,9,-1.226928585,-9999,-122.6928585,178,-21.09743288,111.3797069,1,-251.5924643,-11.31315159,240.2793127,902.204,,-251.8884591,-20.62103551,240.5753075,,,,,,-54176.57726,-1310159.295
-5.408338116,-131.015933,8.94262,9,-1.23513642,-9999,-123.513642,178,-20.71631499,112.2189863,1,-251.5739685,-11.29465575,240.2793127,902.222,,-252.2737112,-20.23991762,240.9790555,,,,,,-54083.38116,-1310159.33
-5.399017575,-131.0159378,8.93963,9,-1.231421601,-9999,-123.1421601,178,-20.43047657,111.8917473,1,-251.5465514,-11.2504128,240.2961386,902.267,,-252.1115053,-20.23991762,240.8610925,,,,,,-53990.17575,-1310159.378
-5.38969569,-131.0159416,8.93697,9,-1.23417558,-9999,-123.417558,178,-20.14463814,113.1769886,1,-251.5721964,-10.24056943,241.331627,902.277,,-250.2426112,-20.14463814,240.0020418,,,,,,-53896.9569,-1310159.416
-5.380372402,-131.0159448,8.93446,9,-1.267376931,-9999,-126.7376931,178,-20.23991762,116.4871718,1,-251.6160669,-10.25052127,241.3655456,902.266,,-249.4657061,-20.33519709,239.2151848,,,,,,-53803.72402,-1310159.448
-5.371047845,-131.0159508,8.93219,9,-1.293849287,-9999,-129.3849287,178,-20.04935867,119.1077498,1,-250.9131425,-10.27717882,240.6359637,902.24,,-248.8525792,-20.33519709,238.5754004,,,,,,-53710.47845,-1310159.508
-5.361722768,-131.0159609,8.9301,9,-1.313059021,-9999,-131.3059021,178,-20.33519709,120.0382983,1,-251.7589681,-11.26760375,240.4913644,902.251,,-249.5820037,-20.43047657,238.3144,,,,,,-53617.22768,-1310159.609
-5.352396308,-131.0159734,8.92876,9,-1.277946084,-9999,-127.7946084,178,-20.14463814,117.5053713,1,-250.9081601,-10.2892371,240.618923,902.233,,-248.6884121,-20.23991762,238.399175,,,,,,-53523.96308,-1310159.734
-5.343067175,-131.0159838,8.92808,9,-1.251698991,-9999,-125.1698991,178,-20.43047657,113.7736635,1,-250.8013531,-11.39623557,239.4051175,902.128,,-250.2036148,-20.33519709,238.8073792,,,,,,-53430.67175,-1310159.838
-5.333735391,-131.0159914,8.92792,9,-1.229072723,-9999,-122.9072723,178,-20.43047657,111.3808606,1,-250.8181715,-11.52641167,239.2917599,901.995,,-251.9860283,-20.62103551,240.4596167,,,,,,-53337.35391,-1310159.914
-5.324401923,-131.0159983,8.92816,9,-1.212040295,-9999,-121.2040295,178,-20.23991762,110.5859034,1,-250.7888631,-10.61812601,240.1707371,901.901,,-252.8976948,-20.23991762,242.2795688,,,,,,-53244.01923,-1310159.983
-5.315066528,-131.0160074,8.92864,9,-1.203521319,-9999,-120.3521319,178,-20.43047657,109.6512643,1,-250.3313013,-10.70086756,239.6304338,901.817,,-253.9930043,-20.62103551,243.2921368,,,,,,-53150.66528,-1310160.074
-5.305728718,-131.0160179,8.92923,9,-1.190083478,-9999,-119.0083478,178,-20.23991762,108.2270717,1,-250.5036576,-10.78127611,239.7223815,901.735,,-255.1172476,-20.23991762,244.3359714,,,,,,-53057.28718,-1310160.179
-5.29638846,-131.0160277,8.92979,9,-1.185153135,-9999,-118.5153135,178,-20.43047657,107.65916,1,-252.1500521,-10.85615357,241.2938985,901.66,,-255.923741,-20.43047657,245.0675874,,,,,,-52963.8846,-1310160.277
-5.287046539,-131.0160355,8.9308,9,-1.218207361,-9999,-121.8207361,178,-20.23991762,110.90189,1,-253.551697,-10.91884607,242.6328509,901.595,,-256.3596457,-20.33519709,245.4407997,,,,,,-52870.46539,-1310160.355
-5.27770318,-131.016041,8.93258,9,-1.225203612,-9999,-122.5203612,178,-20.52575604,111.5090395,1,-254.4406113,-11.01132167,243.4292897,901.501,,-256.5304417,-20.52575604,245.5191201,,,,,,-52777.0318,-1310160.41
-5.268359024,-131.0160467,8.93473,9,-1.229876655,-9999,-122.9876655,178,-20.33519709,111.9102964,1,-255.1786423,-11.07736917,244.1012732,901.437,,-256.7074012,-20.33519709,245.630032,,,,,,-52683.59024,-1310160.467
-5.259014095,-131.0160551,8.93706,9,-1.24457178,-9999,-124.457178,178,-20.23991762,113.3304228,1,-255.6749315,-11.12675517,244.5481763,901.394,,-256.7281523,-20.14463814,245.6013971,,,,,,-52590.14095,-1310160.551
-5.249668344,-131.0160675,8.93933,9,-1.25931952,-9999,-125.931952,178,-20.52575604,114.7468999,1,-255.953495,-11.18505206,244.7684429,901.337,,-256.5596741,-20.52575604,245.374622,,,,,,-52496.68344,-1310160.675
-5.240321727,-131.0160844,8.94118,9,-1.261454941,-9999,-126.1454941,178,-20.52575604,115.862845,1,-255.5688521,-10.28264915,245.286203,901.24,,-255.5223925,-20.43047657,245.2397433,,,,,,-52403.21727,-1310160.844
-5.230974272,-131.0161047,8.94285,9,-1.266953859,-9999,-126.6953859,178,-20.62103551,116.3130875,1,-255.7024191,-10.38229845,245.3201207,901.137,,-255.5154175,-20.52575604,245.133119,,,,,,-52309.74272,-1310161.047
-5.221626502,-131.0161263,8.94486,9,-1.270435813,-9999,-127.0435813,178,-20.81159446,116.6238038,1,-255.4647798,-10.41977755,245.0450022,901.099,,-255.7429807,-20.23991762,245.3232031,,,,,,-52216.26502,-1310161.263
-5.212278528,-131.0161491,8.9472,9,-1.274549989,-9999,-127.4549989,178,-20.81159446,116.0376075,1,-256.6320988,-11.41739142,245.2147074,901.101,,-256.9569993,-20.71631499,245.5396079,,,,,,-52122.78528,-1310161.491
-5.202929925,-131.016173,8.94957,9,-1.264467305,-9999,-126.4467305,178,-20.62103551,115.0860549,1,-256.6808121,-11.36067563,245.3201365,901.16,,-257.2123181,-20.62103551,245.8516424,,,,,,-52029.29925,-1310161.73
-5.193580202,-131.016196,8.95154,9,-1.265214748,-9999,-126.5214748,178,-20.33519709,115.2365947,1,-256.5913353,-11.28488007,245.3064552,901.235,,-257.2115509,-20.33519709,245.9266708,,,,,,-51935.80202,-1310161.96
-5.184228011,-131.0162159,8.95288,9,-1.258768072,-9999,-125.8768072,178,-20.33519709,115.6225105,1,-255.6942991,-10.2542967,245.4400024,901.265,,-255.6254461,-20.23991762,245.3711494,,,,,,-51842.28011,-1310162.159
-5.17487353,-131.0162344,8.95369,9,-1.281263228,-9999,-128.1263228,178,-20.62103551,115.8685462,1,-257.0687659,-12.25777659,244.8109893,901.26,,-256.7946769,-20.62103551,244.5369003,,,,,,-51748.7353,-1310162.344
-5.165517825,-131.0162529,8.95443,9,-1.269749503,-9999,-126.9749503,178,-20.71631499,116.7245445,1,-256.1543482,-10.25040581,245.9039424,901.266,,-254.2127714,-20.33519709,243.9623656,,,,,,-51655.17825,-1310162.529
-5.156161295,-131.016271,8.95543,9,-1.272103808,-9999,-127.2103808,178,-20.62103551,115.9767009,1,-257.5022326,-11.23367987,246.2685527,901.284,,-255.3775331,-20.71631499,244.1438532,,,,,,-51561.61295,-1310162.71
-5.146803262,-131.0162888,8.95633,9,-1.258685536,-9999,-125.8685536,178,-20.33519709,115.6139462,1,-256.1430821,-10.2546074,245.8884747,901.265,,-255.2396048,-20.43047657,244.9849974,,,,,,-51468.03262,-1310162.888
-5.137443986,-131.0163057,8.95687,9,-1.244601533,-9999,-124.4601533,178,-20.23991762,114.1597524,1,-256.1722171,-10.30040095,245.8718161,901.218,,-256.0425527,-20.33519709,245.7421517,,,,,,-51374.43986,-1310163.057
-5.128083726,-131.0163219,8.95719,9,-1.23326773,-9999,-123.326773,178,-20.33519709,111.9764718,1,-256.7043742,-11.35030122,245.3540729,901.167,,-257.441703,-20.23991762,246.0914017,,,,,,-51280.83726,-1310163.219
-5.118723082,-131.0163371,8.95731,9,-1.216014046,-9999,-121.6014046,178,-20.14463814,110.2483221,1,-256.8159123,-11.35308242,245.4628298,901.165,,-257.83078,-20.04935867,246.4776976,,,,,,-51187.23082,-1310163.371
-5.109362604,-131.0163518,8.9571,9,-1.189997016,-9999,-118.9997016,178,-20.04935867,107.6866029,1,-259.0791473,-11.31309862,247.7660487,901.207,,-258.1534554,-19.66824078,246.8403568,,,,,,-51093.62604,-1310163.518
-5.100002007,-131.0163676,8.95674,9,-1.182482724,-9999,-118.2482724,178,-19.85879972,106.9755314,1,-259.1498731,-11.27274097,247.8771321,901.246,,-258.5013946,-19.9540792,247.2286536,,,,,,-51000.02007,-1310163.676
-5.090640568,-131.0163833,8.9562,9,-1.182842023,-9999,-118.2842023,178,-19.76352025,107.9922262,1,-257.3276363,-10.2919761,247.0356602,901.223,,-257.8404295,-19.38240235,247.5484534,,,,,,-50906.40568,-1310163.833
-5.081278151,-131.0163958,8.95548,9,-1.194903249,-9999,-119.4903249,178,-19.47768183,109.1476943,1,-257.3445237,-10.3426306,247.0018931,901.178,,-257.984036,-19.47768183,247.6414054,,,,,,-50812.78151,-1310163.958
-5.071914879,-131.0164066,8.95446,9,-1.208203403,-9999,-120.8203403,178,-19.00128446,110.4502492,1,-257.8319141,-10.3700911,247.461823,901.149,,-258.3012576,-19.09656393,247.9311665,,,,,,-50719.14879,-1310164.066
-5.062550727,-131.0164178,8.95327,9,-1.221335486,-9999,-122.1335486,178,-19.09656393,111.7533405,1,-257.9491242,-10.38020815,247.568916,901.138,,-258.3592036,-19.09656393,247.9789954,,,,,,-50625.50727,-1310164.178
-5.053185628,-131.0164314,8.95179,9,-1.226629075,-9999,-122.6629075,178,-18.71544604,113.3019405,1,-257.4476282,-9.360967034,248.0866611,901.157,,-257.2636205,-18.71544604,247.9026534,,,,,,-50531.85628,-1310164.314
-5.043818964,-131.0164479,8.95013,9,-1.239352748,-9999,-123.9352748,178,-19.00128446,114.5850144,1,-257.4706728,-9.350260334,248.1204124,901.168,,-256.9595746,-18.90600498,247.6093142,,,,,,-50438.18964,-1310164.479
-5.034449793,-131.0164637,8.94834,9,-1.25322711,-9999,-125.322711,178,-18.62016656,114.9351591,1,-258.1683383,-10.38755185,247.7807864,901.13,,-256.7818335,-19.00128446,246.3942816,,,,,,-50344.49793,-1310164.637
-5.02507811,-131.0164765,8.94654,9,-1.221183413,-9999,-122.1183413,178,-18.90600498,112.6542146,1,-257.5508036,-9.464126639,248.086677,901.052,,-249.4653791,-18.90600498,240.0012524,,,,,,-50250.7811,-1310164.765
-5.015704528,-131.0164905,8.94486,9,-1.199204196,-9999,-119.9204196,178,-18.90600498,110.3774945,1,-257.6635048,-9.542925045,248.1205798,900.972,,-252.4181673,-18.90600498,242.8752423,,,,,,-50157.04528,-1310164.905
-5.006329651,-131.016507,8.94313,9,-1.180288977,-9999,-118.0288977,178,-18.42960761,108.4130976,1,-257.5243085,-9.615800143,247.9085083,900.899,,-256.2031132,-18.42960761,246.5873131,,,,,,-50063.29651,-1310165.07
-4.996953941,-131.0165258,8.94115,9,-1.190582187,-9999,-119.0582187,178,-18.04848972,109.3827711,1,-255.961845,-9.675447646,246.2863974,900.838,,-256.8013417,-18.04848972,247.1258941,,,,,,-49969.53941,-1310165.258
-4.987576655,-131.0165431,8.93927,9,-1.210741755,-9999,-121.0741755,178,-17.95321025,112.3321235,1,-246.9987126,-8.742051972,238.2566606,900.781,,-254.8008856,-17.95321025,246.0588337,,,,,,-49875.76655,-1310165.431
-4.978197436,-131.0165568,8.9379,9,-1.246356684,-9999,-124.6356684,178,-18.33432814,115.8338282,1,-253.7110426,-8.801840276,244.9092024,900.722,,-252.0426618,-18.42960761,243.2408215,,,,,,-49781.97436,-1310165.568
-4.968815833,-131.0165669,8.93677,9,-1.287290027,-9999,-128.7290027,178,-19.09656393,119.7892703,1,-255.9397102,-8.939732446,246.9999778,900.586,,-247.7115358,-19.09656393,238.7718034,,,,,,-49688.15833,-1310165.669
-4.959432203,-131.0165759,8.93574,9,-1.333064051,-0.14502,-133.3064051,178,-19.19184341,124.1541272,1,-256.0523118,-9.152277937,246.9000338,900.371,,-246.2524207,-19.19184341,237.1001427,-14.502,,,,,-49594.32203,-1310165.759
-4.950047374,-131.0165834,8.93499,9,-1.359179117,-0.14519,-135.9179117,178,-19.28712288,126.5200825,1,-254.3225381,-9.397829202,244.9247089,900.121,,-248.7918485,-19.38240235,239.3940193,-14.519,,,,,-49500.47374,-1310165.834
-4.940660836,-131.0165838,8.93443,9,-1.374871994,-0.14443,-137.4871994,178,-19.47768183,127.8703587,1,-249.7346675,-9.616840738,240.1178268,899.9,,-250.650049,-19.38240235,241.0332083,-14.443,,,,,-49406.60836,-1310165.838
-4.931272527,-131.0165733,8.93392,9,-1.389120892,-9999,-138.9120892,178,-19.85879972,129.2283127,1,-249.5794698,-9.683776566,239.8956932,899.834,,-250.6397145,-19.76352025,240.955938,,,,,,-49312.72527,-1310165.733
-4.921882072,-131.0165603,8.93375,9,-1.406199678,-9999,-140.6199678,178,-19.85879972,130.8240023,1,-249.2384494,-9.795965484,239.4424839,899.714,,-253.2874781,-19.66824078,243.4915126,,,,,,-49218.82072,-1310165.603
-4.912489946,-131.0165494,8.93416,9,-1.429853844,-9999,-142.9853844,178,-20.04935867,132.9569131,1,-251.8371377,-10.02847125,241.8086664,899.473,,-255.956716,-20.23991762,245.9282448,,,,,,-49124.89946,-1310165.494
-4.903097018,-131.0165389,8.93485,9,-1.481992399,-9999,-148.1992399,178,-20.33519709,137.8781362,1,-252.1820261,-10.3211037,241.8609224,899.218,,-252.4618748,-20.33519709,242.1407711,,,,,,-49030.97018,-1310165.389
-4.893703878,-131.0165271,8.9351,9,-1.499909716,-9999,-149.9909716,178,-20.52575604,139.4204535,1,-252.2273924,-10.5705181,241.6568743,898.965,,-249.9764201,-20.71631499,239.405902,,,,,,-48937.03878,-1310165.271
-4.884311784,-131.0165186,8.93483,9,-1.490775927,-9999,-149.0775927,178,-21.38327131,138.2356149,1,-255.0348156,-10.84197779,244.1928378,898.689,,-257.5147107,-21.28799183,246.6727329,,,,,,-48843.11784,-1310165.186
-4.874922237,-131.0165189,8.93439,9,-1.498171041,-9999,-149.8171041,178,-21.19271236,138.7640993,1,-257.2638196,-11.05300472,246.2108149,898.47,,-259.0156535,-21.19271236,247.9626488,,,,,,-48749.22237,-1310165.189
-4.865535604,-131.0165265,8.93417,9,-1.522336575,-9999,-152.2336575,178,-21.19271236,140.0817712,1,-253.3408493,-12.15188624,241.188963,898.367,,-260.4519363,-21.09743288,248.30005,,,,,,-48655.35604,-1310165.265
-4.856151155,-131.0165344,8.93417,9,-1.540592178,-9999,-154.0592178,178,-21.47855078,141.877335,1,-253.1707517,-12.18188284,240.9888689,898.337,,-258.7149411,-21.38327131,246.5330582,,,,,,-48561.51155,-1310165.344
-4.846768762,-131.0165406,8.93443,9,-1.535580561,-9999,-153.5580561,178,-21.47855078,141.3754447,1,-259.4750782,-12.18261143,247.2924668,898.336,,-254.294452,-21.38327131,242.1118406,,,,,,-48467.68762,-1310165.406
-4.837389246,-131.0165482,8.93512,9,-1.486607456,-9999,-148.6607456,178,-21.57383025,136.4598953,1,-260.2311462,-12.20085034,248.0302959,898.317,,-257.9720196,-21.85966867,245.7711693,,,,,,-48373.89246,-1310165.482
-4.828013402,-131.0165558,8.93625,9,-1.480608683,-9999,-148.0608683,178,-21.66910973,136.8798608,1,-259.6057795,-11.18100754,248.424772,898.343,,-258.9454413,-21.57383025,247.7644338,,,,,,-48280.13402,-1310165.558
-4.818641637,-131.0165591,8.9372,9,-1.536973023,-9999,-153.6973023,178,-21.66910973,141.6458352,1,-258.1648124,-12.0514671,246.1133453,898.481,,-260.4773995,-21.66910973,248.4259325,,,,,,-48186.41637,-1310165.591
-4.809273657,-131.0165615,8.93745,9,-1.557357659,-9999,-155.7357659,178,-21.00215341,143.9147913,1,-256.3925323,-11.82097459,244.5715577,898.684,,-256.1830875,-21.00215341,244.3621129,,,,,,-48092.73657,-1310165.615
-4.79990888,-131.0165671,8.937,9,-1.529176855,-9999,-152.9176855,178,-20.90687394,141.2268729,1,-259.7994518,-11.69081262,248.1086391,898.823,,-257.5947055,-20.90687394,245.9038928,,,,,,-47999.0888,-1310165.671
-4.790548269,-131.0165749,8.93627,9,-1.512672934,-9999,-151.2672934,178,-20.52575604,139.65459,1,-260.2847757,-11.61270336,248.6720723,898.902,,-261.3776527,-20.43047657,249.7649494,,,,,,-47905.48269,-1310165.749
-4.781191782,-131.0165778,8.93561,9,-1.518209164,-9999,-151.8209164,178,-20.23991762,140.3120523,1,-259.2120279,-11.50886414,247.7031638,899.008,,-260.3454382,-20.23991762,248.8365741,,,,,,-47811.91782,-1310165.778
-4.771838782,-131.0165731,8.93537,9,-1.508858038,-9999,-150.8858038,178,-19.5729613,139.4480148,1,-254.6773295,-11.43778903,243.2395405,899.081,,-260.6291795,-19.38240235,249.1913905,,,,,,-47718.38782,-1310165.731
-4.762488912,-131.016566,8.93507,9,-1.495577282,-9999,-149.5577282,178,-19.28712288,138.192017,1,-260.2715195,-11.36571121,248.9058083,899.154,,-262.3743821,-19.09656393,251.0086709,,,,,,-47624.88912,-1310165.66
-4.753143627,-131.01657,8.93464,9,-1.491636644,-9999,-149.1636644,178,-18.90600498,138.9104726,1,-260.6710644,-10.25319185,250.4178725,899.269,,-262.2500039,-18.90600498,251.9968121,,,,,,-47531.43627,-1310165.7
-4.743802726,-131.0165876,8.93436,9,-1.499009091,-9999,-149.9009091,178,-18.52488709,139.741045,1,-258.7846461,-10.1598641,248.624782,899.363,,-262.7871407,-18.52488709,252.6272766,,,,,,-47438.02726,-1310165.876
-4.734465452,-131.0166092,8.93494,9,-1.499018469,-9999,-149.9018469,178,-19.00128446,140.8019779,1,-260.4032902,-9.099869087,251.3034211,899.422,,-261.3918304,-18.42960761,252.2919613,,,,,,-47344.65452,-1310166.092
-4.725131103,-131.0166248,8.9359,10,-1.526761375,-9999,-152.6761375,178,-18.90600498,142.5727094,1,-262.0327575,-10.10342812,251.9293294,899.413,,-260.4645731,-18.81072551,250.361145,,,,,,-47251.31103,-1310166.248
-4.715798685,-131.0166275,8.93722,10,-1.52984268,-9999,-152.984268,178,-18.71544604,143.8492619,1,-261.7023984,-9.13500604,252.5673924,899.384,,-259.4772775,-18.71544604,250.3422714,,,,,,-47157.98685,-1310166.275
-4.706468171,-131.0166217,8.93881,10,-1.506913649,-9999,-150.6913649,178,-18.71544604,141.6368499,1,-261.5569785,-9.054514973,252.5024635,899.459,,-256.438372,-18.71544604,247.383857,,,,,,-47064.68171,-1310166.217
-4.697139666,-131.0166188,8.94064,10,-1.477367401,-9999,-147.7367401,178,-18.33432814,138.7553575,1,-260.5432636,-8.981382543,251.5618811,899.538,,-254.78779,-18.23904867,245.8064074,,,,,,-46971.39666,-1310166.188
-4.687812148,-131.0166168,8.9419,10,-1.461569798,-9999,-146.1569798,178,-18.04848972,137.1299626,1,-259.5321851,-9.027017252,250.5051679,899.494,,-258.3867372,-17.85793077,249.3597199,,,,,,-46878.12148,-1310166.168
-4.678484772,-131.0166081,8.94305,10,-1.509945216,-9999,-150.9945216,178,-17.85793077,141.900331,1,-261.6938386,-9.094190612,252.599648,899.426,,-260.9073123,-17.66737182,251.8131217,,,,,,-46784.84772,-1310166.081
-4.669156479,-131.0165903,8.94461,10,-1.535803181,-9999,-153.5803181,178,-18.04848972,144.4288889,1,-262.6606982,-9.151429161,253.5092691,899.367,,-261.5450661,-18.14376919,252.3936369,,,,,,-46691.56479,-1310165.903
-4.659827694,-131.016572,8.94624,10,-1.532157408,-9999,-153.2157408,178,-17.95321025,143.9006984,1,-259.381919,-9.315042402,250.0668766,899.196,,-261.5070725,-17.85793077,252.1920301,,,,,,-46598.27694,-1310165.72
-4.650498949,-131.0165606,8.94715,10,-1.528083001,-9999,-152.8083001,178,-18.04848972,143.1564256,1,-260.2347998,-9.651874522,250.5829253,898.847,,-261.689922,-17.66737182,252.0380475,,,,,,-46504.98949,-1310165.606
-4.641170604,-131.0165513,8.94689,10,-1.526022549,-9999,-152.6022549,178,-17.85793077,143.5899782,1,-261.8920939,-9.012276704,252.8798172,898.489,,-259.5747421,-17.85793077,250.5624654,,,,,,-46411.70604,-1310165.513
-4.6318424,-131.0165403,8.94621,10,-1.539430742,-9999,-153.9430742,178,-18.71544604,144.7512358,1,-261.5827774,-9.191838351,252.3909391,898.335,,-258.3114507,-18.23904867,249.1196123,,,,,,-46318.424,-1310165.403
-4.622514591,-131.0165307,8.94585,10,-1.554692271,-9999,-155.4692271,178,-18.52488709,146.2435707,1,-261.2670767,-9.22565637,252.0414203,898.293,,-260.1723748,-18.42960761,250.9467185,,,,,,-46225.14591,-1310165.307
-4.613186885,-131.0165288,8.94551,10,-1.564956592,-9999,-156.4956592,178,-19.19184341,147.3367687,1,-261.1915147,-9.158890511,252.0326242,898.359,,-257.8099728,-18.52488709,248.6510823,,,,,,-46131.86885,-1310165.288
-4.603859131,-131.0165366,8.94479,10,-1.563529243,-9999,-156.3529243,178,-18.90600498,147.1759362,1,-260.0418925,-9.176988133,250.8649044,898.346,,-258.6881785,-18.81072551,249.5111904,,,,,,-46038.59131,-1310165.366
-4.594531043,-131.0165473,8.94373,10,-1.545930772,-9999,-154.5930772,178,-19.00128446,145.3129907,1,-260.0200819,-9.280086486,250.7399955,898.241,,-259.1971362,-18.90600498,249.9170497,,,,,,-45945.31043,-1310165.473
-4.585201964,-131.0165573,8.9425,10,-1.547448495,-9999,-154.7448495,178,-19.28712288,145.3679386,1,-259.1507801,-9.376910901,249.7738692,898.143,,-260.2321766,-18.71544604,250.8552657,,,,,,-45852.01964,-1310165.573
-4.57587328,-131.0165719,8.94094,10,-1.569215421,-9999,-156.9215421,178,-19.19184341,147.4394344,1,-257.9233316,-9.482107706,248.4412239,898.035,,-257.3475918,-19.19184341,247.8654841,,,,,,-45758.7328,-1310165.719
-4.566544973,-131.0165877,8.93954,10,-1.558620506,-9999,-155.8620506,178,-19.19184341,146.2078581,1,-258.6900501,-9.654192528,249.0358576,897.858,,-260.0376326,-19.09656393,250.3834401,,,,,,-45665.44973,-1310165.877
-4.557216773,-131.0166045,8.93879,10,-1.563840146,-9999,-156.3840146,178,-19.28712288,146.5318641,1,-259.6445913,-9.85215049,249.7924408,897.656,,-259.5721048,-19.19184341,249.7199544,,,,,,-45572.16773,-1310166.045
-4.547888866,-131.0166201,8.93828,10,-1.55550302,-9999,-155.550302,178,-19.28712288,145.5093478,1,-259.7345327,-10.04095414,249.6935785,897.468,,-259.5267694,-19.28712288,249.4858152,,,,,,-45478.88866,-1310166.201
-4.538560795,-131.0166304,8.93762,10,-1.529413583,-9999,-152.9413583,178,-19.09656393,142.7781423,1,-258.672492,-10.16321595,248.509276,897.363,,-262.626018,-19.00128446,252.4628021,,,,,,-45385.60795,-1310166.304
-4.529233127,-131.0166372,8.93706,10,-1.525922912,-9999,-152.5922912,178,-19.28712288,142.2765743,1,-261.2682758,-10.31571688,250.952559,897.218,,-258.670626,-19.28712288,248.3549091,,,,,,-45292.33127,-1310166.372
-4.519906465,-131.0166418,8.93641,10,-1.522271348,-9999,-152.2271348,178,-19.5729613,141.6473217,1,-259.196183,-10.57981305,248.6163699,896.948,,-261.5053776,-19.47768183,250.9255646,,,,,,-45199.06465,-1310166.418
-4.51058151,-131.0166396,8.93557,10,-1.519979985,-9999,-151.9979985,178,-20.14463814,142.3434004,1,-259.9612221,-9.654598101,250.306624,896.865,,-259.6365562,-20.14463814,249.9819581,,,,,,-45105.8151,-1310166.396
