LineNum,LineFull,unixTime,UTCDate,UTCsod,UTCTime,Latitude,Longitude,X_EPSG_3031,Y_EPSG_3031,DICE_SurfElev,DICE_Thickness,DICE_IceBase,DICE_FileNum
L870,L870:2005,1480389150,2016/11/29,11550,03:12:30,-77.9534648864,-175.994070502,-91763.0791522751,-1310324.43829655,,,,
L870,L870:2005,1480389151,2016/11/29,11551,03:12:31,-77.9536093007,-175.997840462,-91675.7551053713,-1310314.65333123,,,,
L870,L870:2005,1480389152,2016/11/29,11552,03:12:32,-77.9537387815,-176.001625807,-91588.1952493029,-1310306.52305329,,,,
L870,L870:2005,1480389153,2016/11/29,11553,03:12:33,-77.9538514022,-176.005423035,-91500.4940922777,-1310300.25287398,,,,
L870,L870:2005,1480389154,2016/11/29,11554,03:12:34,-77.9539491446,-176.009226544,-91412.7642372747,-1310295.61672505,,,,
L870,L870:2005,1480389155,2016/11/29,11555,03:12:35,-77.9540351076,-176.01303503,-91325.0115216713,-1310292.2730437,,,,
L870,L870:2005,1480389156,2016/11/29,11556,03:12:36,-77.9541122042,-176.016847888,-91237.2273047166,-1310289.90174725,,,,
L870,L870:2005,1480389157,2016/11/29,11557,03:12:37,-77.9541841188,-176.020661941,-91149.4559700594,-1310288.09415344,,,,
L870,L870:2005,1480389158,2016/11/29,11558,03:12:38,-77.9542503097,-176.024474369,-91061.7660190752,-1310286.90512542,,,,
L870,L870:2005,1480389159,2016/11/29,11559,03:12:39,-77.9543132924,-176.028280975,-90974.2341740683,-1310286.05244301,,,,
L870,L870:2005,1480389160,2016/11/29,11560,03:12:40,-77.9543765916,-176.03208803,-90886.6901712409,-1310285.15995374,,,,
L870,L870:2005,1480389161,2016/11/29,11561,03:12:41,-77.9544413936,-176.035897079,-90799.0896797952,-1310284.10014363,,,,
L870,L870:2005,1480389162,2016/11/29,11562,03:12:42,-77.9545089457,-176.039700733,-90711.5922503847,-1310282.72465986,,,,
L870,L870:2005,1480389163,2016/11/29,11563,03:12:43,-77.9545775281,-176.043503091,-90624.1172350952,-1310281.22841343,,,,
L870,L870:2005,1480389164,2016/11/29,11564,03:12:44,-77.9546443044,-176.047307855,-90536.6014675949,-1310279.92799225,,,,
L870,L870:2005,1480389165,2016/11/29,11565,03:12:45,-77.9547099841,-176.051112866,-90449.088916928,-1310278.74225218,,,,
L870,L870:2005,1480389166,2016/11/29,11566,03:12:46,-77.9547756066,-176.054919095,-90361.549501235,-1310277.55885562,,,,
L870,L870:2005,1480389167,2016/11/29,11567,03:12:47,-77.9548424895,-176.058724171,-90274.0274961474,-1310276.22971363,,,,
L870,L870:2005,1480389168,2016/11/29,11568,03:12:48,-77.954908955,-176.062533863,-90186.4036521412,-1310274.94772026,,,,
L870,L870:2005,1480389169,2016/11/29,11569,03:12:49,-77.9549742526,-176.066346364,-90098.7249381055,-1310273.79223418,,,,
L870,L870:2005,1480389170,2016/11/29,11570,03:12:50,-77.9550388745,-176.070160209,-90011.0211272018,-1310272.70701977,,,,
L870,L870:2005,1480389171,2016/11/29,11571,03:12:51,-77.9551030953,-176.073974546,-89923.3096244762,-1310271.6606508,,,,
L870,L870:2005,1480389172,2016/11/29,11572,03:12:52,-77.9551678147,-176.077790377,-89835.5607492488,-1310270.55612915,,,,
L870,L870:2005,1480389173,2016/11/29,11573,03:12:53,-77.9552329608,-176.081612109,-89747.674270916,-1310269.40822749,,,,
L870,L870:2005,1480389174,2016/11/29,11574,03:12:54,-77.9552984606,-176.085437654,-89659.6984962671,-1310268.22164837,,,,
L870,L870:2005,1480389175,2016/11/29,11575,03:12:55,-77.9553643298,-176.089267576,-89571.6204182955,-1310266.99553542,,,,
L870,L870:2005,1480389176,2016/11/29,11576,03:12:56,-77.9554299376,-176.093103027,-89483.4184210889,-1310265.80077635,,,,
L870,L870:2005,1480389177,2016/11/29,11577,03:12:57,-77.9554947179,-176.09694293,-89395.1213604381,-1310264.69768676,,,,
L870,L870:2005,1480389178,2016/11/29,11578,03:12:58,-77.955559957,-176.1007885,-89306.6918282457,-1310263.54721544,,,,
L870,L870:2005,1480389179,2016/11/29,11579,03:12:59,-77.9556249053,-176.10464322,-89218.0557768531,-1310262.43688489,,,,
L870,L870:2005,1480389180,2016/11/29,11580,03:13:00,-77.9556893512,-176.108509622,-89129.1568750345,-1310261.3937748,,,,
L870,L870:2005,1480389181,2016/11/29,11581,03:13:01,-77.9557526913,-176.112383879,-89040.0871223881,-1310260.47799305,,,,
L870,L870:2005,1480389182,2016/11/29,11582,03:13:02,-77.9558163507,-176.116263558,-88950.8915340955,-1310259.52959221,,,,
L870,L870:2005,1480389183,2016/11/29,11583,03:13:03,-77.9558811067,-176.12015363,-88861.4506638249,-1310258.47109412,,,,
L870,L870:2005,1480389184,2016/11/29,11584,03:13:04,-77.9559464408,-176.124054894,-88771.7501140779,-1310257.36049436,,,,
L870,L870:2005,1480389185,2016/11/29,11585,03:13:05,-77.9560112075,-176.12796503,-88681.8514477345,-1310256.31965245,,,,
L870,L870:2005,1480389186,2016/11/29,11586,03:13:06,-77.9560747882,-176.131882138,-88591.802685275,-1310255.41336533,,,,
L870,L870:2005,1480389187,2016/11/29,11587,03:13:07,-77.9561393743,-176.135809062,-88501.5225460386,-1310254.4058977,,,,
L870,L870:2005,1480389188,2016/11/29,11588,03:13:08,-77.9562046497,-176.139744563,-88411.0417242796,-1310253.329923,,,,
L870,L870:2005,1480389189,2016/11/29,11589,03:13:09,-77.9562696308,-176.143686333,-88320.4202806241,-1310252.28960948,,,,
L870,L870:2005,1480389190,2016/11/29,11590,03:13:10,-77.9563336521,-176.147634271,-88229.6654288569,-1310251.35768778,,,,
L870,L870:2005,1480389191,2016/11/29,11591,03:13:11,-77.9563958626,-176.151589928,-88138.7479515521,-1310250.62975616,,,,
L870,L870:2005,1480389192,2016/11/29,11592,03:13:12,-77.9564551654,-176.15554823,-88047.7919176733,-1310250.21816615,,,,
L870,L870:2005,1480389193,2016/11/29,11593,03:13:13,-77.9565121071,-176.159510464,-87956.7638100022,-1310250.06499628,,,,
L870,L870:2005,1480389194,2016/11/29,11594,03:13:14,-77.9565690964,-176.163480264,-87865.5627742724,-1310249.91189054,,,,
L870,L870:2005,1480389195,2016/11/29,11595,03:13:15,-77.956627488,-176.167455274,-87774.2327460273,-1310249.6067726,,,,
L870,L870:2005,1480389196,2016/11/29,11596,03:13:16,-77.9566863556,-176.171432134,-87682.8573867672,-1310249.24596625,,,,
L870,L870:2005,1480389197,2016/11/29,11597,03:13:17,-77.9567456503,-176.175411345,-87591.4256090681,-1310248.83558578,,,,
L870,L870:2005,1480389198,2016/11/29,11598,03:13:18,-77.9568079637,-176.17939555,-87499.858019574,-1310248.09569697,,,,
L870,L870:2005,1480389199,2016/11/29,11599,03:13:19,-77.9568729401,-176.183383108,-87408.1948145198,-1310247.06274183,,,,
L870,L870:2005,1480389200,2016/11/29,11600,03:13:20,-77.9569390637,-176.187372297,-87316.4865025182,-1310245.9001621,,,,
L870,L870:2005,1480389201,2016/11/29,11601,03:13:21,-77.9570068306,-176.191364006,-87224.7091619776,-1310244.55494386,,,,
L870,L870:2005,1480389202,2016/11/29,11602,03:13:22,-77.9570758277,-176.195360927,-87132.804280452,-1310243.07643022,,,,
L870,L870:2005,1480389203,2016/11/29,11603,03:13:23,-77.9571444539,-176.199360893,-87040.8330963503,-1310241.63673704,,,,
L870,L870:2005,1480389204,2016/11/29,11604,03:13:24,-77.9572110149,-176.203358413,-86948.9334898331,-1310240.41316504,,,,
L870,L870:2005,1480389205,2016/11/29,11605,03:13:25,-77.9572753966,-176.207351533,-86857.1509266642,-1310239.41526917,,,,
L870,L870:2005,1480389206,2016/11/29,11606,03:13:26,-77.9573376366,-176.21134324,-86765.4167776561,-1310238.64347729,,,,
L870,L870:2005,1480389207,2016/11/29,11607,03:13:27,-77.957397185,-176.215331578,-86673.7797097914,-1310238.15509489,,,,
L870,L870:2005,1480389208,2016/11/29,11608,03:13:28,-77.9574539173,-176.219314748,-86582.2817027848,-1310237.96106555,,,,
L870,L870:2005,1480389209,2016/11/29,11609,03:13:29,-77.9575090139,-176.223298632,-86490.7796452521,-1310237.94095592,,,,
L870,L870:2005,1480389210,2016/11/29,11610,03:13:30,-77.95756471,-176.227281334,-86399.3007073743,-1310237.84698438,,,,
L870,L870:2005,1480389211,2016/11/29,11611,03:13:31,-77.9576197779,-176.231259163,-86307.9381704004,-1310237.80812139,,,,
L870,L870:2005,1480389212,2016/11/29,11612,03:13:32,-77.9576720814,-176.235234845,-86216.6450850773,-1310238.06256902,,,,
L870,L870:2005,1480389213,2016/11/29,11613,03:13:33,-77.9577241019,-176.239212888,-86125.3004271234,-1310238.34521538,,,,
L870,L870:2005,1480389214,2016/11/29,11614,03:13:34,-77.9577776374,-176.24319197,-86033.921485135,-1310238.45704555,,,,
L870,L870:2005,1480389215,2016/11/29,11615,03:13:35,-77.9578338491,-176.247169907,-85942.5498916611,-1310238.26753532,,,,
L870,L870:2005,1480389216,2016/11/29,11616,03:13:36,-77.9578924282,-176.25114797,-85851.1588601919,-1310237.81242838,,,,
L870,L870:2005,1480389217,2016/11/29,11617,03:13:37,-77.9579513424,-176.255127309,-85759.7367233112,-1310237.31613785,,,,
L870,L870:2005,1480389218,2016/11/29,11618,03:13:38,-77.9580092192,-176.259107419,-85668.304870978,-1310236.92829891,,,,
L870,L870:2005,1480389219,2016/11/29,11619,03:13:39,-77.9580661139,-176.263087335,-85576.8849517415,-1310236.64140839,,,,
L870,L870:2005,1480389220,2016/11/29,11620,03:13:40,-77.9581228389,-176.267067809,-85485.4539387102,-1310236.36756818,,,,
L870,L870:2005,1480389221,2016/11/29,11621,03:13:41,-77.9581795727,-176.271049078,-85394.005133944,-1310236.08756906,,,,
L870,L870:2005,1480389222,2016/11/29,11622,03:13:42,-77.9582357393,-176.275028927,-85302.5932998754,-1310235.86122804,,,,
L870,L870:2005,1480389223,2016/11/29,11623,03:13:43,-77.9582912932,-176.279006954,-85211.2279411458,-1310235.69294086,,,,
L870,L870:2005,1480389224,2016/11/29,11624,03:13:44,-77.9583454468,-176.282983909,-85119.8975001848,-1310235.6701379,,,,
L870,L870:2005,1480389225,2016/11/29,11625,03:13:45,-77.9583982558,-176.286959377,-85028.6110395633,-1310235.78610679,,,,
L870,L870:2005,1480389226,2016/11/29,11626,03:13:46,-77.9584489828,-176.290935996,-84937.313441793,-1310236.12557349,,,,
L870,L870:2005,1480389227,2016/11/29,11627,03:13:47,-77.958498568,-176.294913098,-84846.0132637376,-1310236.58451638,,,,
L870,L870:2005,1480389228,2016/11/29,11628,03:13:48,-77.9585503089,-176.298892015,-84754.6566450703,-1310236.80355343,,,,
L870,L870:2005,1480389229,2016/11/29,11629,03:13:49,-77.9586041752,-176.302875135,-84663.189241332,-1310236.78952192,,,,
L870,L870:2005,1480389230,2016/11/29,11630,03:13:50,-77.9586589598,-176.306859794,-84571.6805599726,-1310236.67074597,,,,
L870,L870:2005,1480389231,2016/11/29,11631,03:13:51,-77.9587124234,-176.310845593,-84480.1555690066,-1310236.69202232,,,,
L870,L870:2005,1480389232,2016/11/29,11632,03:13:52,-77.9587649226,-176.314833931,-84388.579729495,-1310236.81632983,,,,
L870,L870:2005,1480389233,2016/11/29,11633,03:13:53,-77.9588190612,-176.318825681,-84296.9146981146,-1310236.75960224,,,,
L870,L870:2005,1480389234,2016/11/29,11634,03:13:54,-77.958874789,-176.322818631,-84205.2114503114,-1310236.52407122,,,,
L870,L870:2005,1480389235,2016/11/29,11635,03:13:55,-77.9589314161,-176.326812225,-84113.4875910997,-1310236.18451657,,,,
L870,L870:2005,1480389236,2016/11/29,11636,03:13:56,-77.9589884524,-176.330805893,-84021.7596204644,-1310235.79380686,,,,
L870,L870:2005,1480389237,2016/11/29,11637,03:13:57,-77.959046435,-176.334801482,-83929.9815407998,-1310235.29578715,,,,
L870,L870:2005,1480389238,2016/11/29,11638,03:13:58,-77.9591052252,-176.338796753,-83838.2055481512,-1310234.7023706,,,,
L870,L870:2005,1480389239,2016/11/29,11639,03:13:59,-77.9591639667,-176.342791302,-83746.4468981523,-1310234.10680805,,,,
L870,L870:2005,1480389240,2016/11/29,11640,03:14:00,-77.9592223609,-176.346786046,-83654.6867095525,-1310233.54316535,,,,
L870,L870:2005,1480389241,2016/11/29,11641,03:14:01,-77.9592798873,-176.350778882,-83562.9767039446,-1310233.06541649,,,,
L870,L870:2005,1480389242,2016/11/29,11642,03:14:02,-77.9593370685,-176.354767386,-83471.3686449354,-1310232.61276865,,,,
L870,L870:2005,1480389243,2016/11/29,11643,03:14:03,-77.9593943841,-176.358752617,-83379.834963133,-1310232.13422457,,,,
L870,L870:2005,1480389244,2016/11/29,11644,03:14:04,-77.9594520706,-176.362734591,-83288.3736485225,-1310231.60390474,,,,
L870,L870:2005,1480389245,2016/11/29,11645,03:14:05,-77.9595098612,-176.366714193,-83196.9663285115,-1310231.05234843,,,,
L870,L870:2005,1480389246,2016/11/29,11646,03:14:06,-77.959567572,-176.370690479,-83105.6358714243,-1310230.49835167,,,,
L870,L870:2005,1480389247,2016/11/29,11647,03:14:07,-77.9596250887,-176.374661449,-83014.428805097,-1310229.95155917,,,,
L870,L870:2005,1480389248,2016/11/29,11648,03:14:08,-77.9596828557,-176.378628507,-82923.3099365994,-1310229.36532548,,,,
L870,L870:2005,1480389249,2016/11/29,11649,03:14:09,-77.9597414437,-176.382591478,-82832.2793197357,-1310228.67687094,,,,
L870,L870:2005,1480389250,2016/11/29,11650,03:14:10,-77.9598007596,-176.38654872,-82741.3751667181,-1310227.8940459,,,,
L870,L870:2005,1480389251,2016/11/29,11651,03:14:11,-77.9598602729,-176.390500783,-82650.5885845328,-1310227.07580995,,,,
L870,L870:2005,1480389252,2016/11/29,11652,03:14:12,-77.9599195011,-176.394449325,-82559.8849951636,-1310226.27745616,,,,
L870,L870:2005,1480389253,2016/11/29,11653,03:14:13,-77.9599786876,-176.398395392,-82469.2387937432,-1310225.47383175,,,,
L870,L870:2005,1480389254,2016/11/29,11654,03:14:14,-77.9600378529,-176.402338232,-82378.6670349306,-1310224.66162066,,,,
L870,L870:2005,1480389255,2016/11/29,11655,03:14:15,-77.9600965334,-176.406277287,-82288.1856697659,-1310223.89084577,,,,
L870,L870:2005,1480389256,2016/11/29,11656,03:14:16,-77.9601542101,-176.410214586,-82197.7518574402,-1310223.22131733,,,,
L870,L870:2005,1480389257,2016/11/29,11657,03:14:17,-77.9602111248,-176.414153288,-82107.2916758728,-1310222.63107148,,,,
L870,L870:2005,1480389258,2016/11/29,11658,03:14:18,-77.960267925,-176.418093111,-82016.8071147899,-1310222.04873448,,,,
L870,L870:2005,1480389259,2016/11/29,11659,03:14:19,-77.9603250159,-176.422033156,-81926.3159532669,-1310221.42860658,,,,
L870,L870:2005,1480389260,2016/11/29,11660,03:14:20,-77.9603822344,-176.425973353,-81835.8209155509,-1310220.78846195,,,,
L870,L870:2005,1480389261,2016/11/29,11661,03:14:21,-77.9604395488,-176.429913965,-81745.3162075338,-1310220.13214929,,,,
L870,L870:2005,1480389262,2016/11/29,11662,03:14:22,-77.96049708,-176.433854871,-81654.8037730183,-1310219.44624352,,,,
L870,L870:2005,1480389263,2016/11/29,11663,03:14:23,-77.9605550018,-176.437796105,-81564.2816540379,-1310218.71174293,,,,
L870,L870:2005,1480389264,2016/11/29,11664,03:14:24,-77.9606133434,-176.441737548,-81473.7523821099,-1310217.92527594,,,,
L870,L870:2005,1480389265,2016/11/29,11665,03:14:25,-77.9606718312,-176.445679004,-81383.2223118319,-1310217.11654946,,,,
L870,L870:2005,1480389266,2016/11/29,11666,03:14:26,-77.9607301439,-176.449620094,-81292.7022986787,-1310216.32024051,,,,
L870,L870:2005,1480389267,2016/11/29,11667,03:14:27,-77.9607880294,-176.453560722,-81202.1962468363,-1310215.56384568,,,,
L870,L870:2005,1480389268,2016/11/29,11668,03:14:28,-77.960845363,-176.457501221,-81111.6973782662,-1310214.86150664,,,,
L870,L870:2005,1480389269,2016/11/29,11669,03:14:29,-77.9609022527,-176.461441663,-81021.2033024685,-1310214.20148954,,,,
L870,L870:2005,1480389270,2016/11/29,11670,03:14:30,-77.9609585488,-176.465381911,-80930.7181561677,-1310213.60000939,,,,
L870,L870:2005,1480389271,2016/11/29,11671,03:14:31,-77.9610142463,-176.469321993,-80840.2413198891,-1310213.05765553,,,,
L870,L870:2005,1480389272,2016/11/29,11672,03:14:32,-77.961069818,-176.473261673,-80749.7749834842,-1310212.52227617,,,,
L870,L870:2005,1480389273,2016/11/29,11673,03:14:33,-77.9611255887,-176.477201227,-80659.3106415133,-1310211.95866241,,,,
L870,L870:2005,1480389274,2016/11/29,11674,03:14:34,-77.9611815453,-176.481140084,-80568.8614445409,-1310211.36744755,,,,
L870,L870:2005,1480389275,2016/11/29,11675,03:14:35,-77.9612377756,-176.485077674,-80478.4398405426,-1310210.73821069,,,,
L870,L870:2005,1480389276,2016/11/29,11676,03:14:36,-77.9612942829,-176.489015114,-80388.020270926,-1310210.07216301,,,,
L870,L870:2005,1480389277,2016/11/29,11677,03:14:37,-77.96135093,-176.492952129,-80297.6099525508,-1310209.38395751,,,,
L870,L870:2005,1480389278,2016/11/29,11678,03:14:38,-77.9614073946,-176.496887784,-80207.2324326343,-1310208.70761347,,,,
L870,L870:2005,1480389279,2016/11/29,11679,03:14:39,-77.9614635792,-176.500822582,-80116.8768585852,-1310208.05452769,,,,
L870,L870:2005,1480389280,2016/11/29,11680,03:14:40,-77.9615197013,-176.504757275,-80026.52457206,-1310207.40191532,,,,
L870,L870:2005,1480389281,2016/11/29,11681,03:14:41,-77.9615758563,-176.50869146,-79936.1841496822,-1310206.73875813,,,,
L870,L870:2005,1480389282,2016/11/29,11682,03:14:42,-77.9616319446,-176.512625141,-79845.8561664341,-1310206.07598115,,,,
L870,L870:2005,1480389283,2016/11/29,11683,03:14:43,-77.9616875985,-176.516558463,-79755.5397588123,-1310205.454092,,,,
L870,L870:2005,1480389284,2016/11/29,11684,03:14:44,-77.9617427358,-176.520491512,-79665.233498666,-1310204.8822225,,,,
L870,L870:2005,1480389285,2016/11/29,11685,03:14:45,-77.961797937,-176.524423657,-79574.9479396041,-1310204.29586975,,,,
L870,L870:2005,1480389286,2016/11/29,11686,03:14:46,-77.9618532969,-176.528354613,-79484.6889702851,-1310203.68425156,,,,
L870,L870:2005,1480389287,2016/11/29,11687,03:14:47,-77.9619085891,-176.532284799,-79394.4485170282,-1310203.07276988,,,,
L870,L870:2005,1480389288,2016/11/29,11688,03:14:48,-77.9619638766,-176.536215145,-79304.2048940987,-1310202.45581025,,,,
L870,L870:2005,1480389289,2016/11/29,11689,03:14:49,-77.9620192273,-176.540146239,-79213.9442058529,-1310201.82674225,,,,
L870,L870:2005,1480389290,2016/11/29,11690,03:14:50,-77.9620750541,-176.544077819,-79123.669712203,-1310201.13994164,,,,
L870,L870:2005,1480389291,2016/11/29,11691,03:14:51,-77.9621313842,-176.548009896,-79033.3809929531,-1310200.39243925,,,,
L870,L870:2005,1480389292,2016/11/29,11692,03:14:52,-77.962187871,-176.551942855,-78943.0715451144,-1310199.6227545,,,,
L870,L870:2005,1480389293,2016/11/29,11693,03:14:53,-77.9622440643,-176.555877204,-78852.7327260596,-1310198.8809302,,,,
L870,L870:2005,1480389294,2016/11/29,11694,03:14:54,-77.9622997097,-176.559812577,-78762.3745754163,-1310198.19434289,,,,
L870,L870:2005,1480389295,2016/11/29,11695,03:14:55,-77.962354678,-176.563748495,-78672.008885074,-1310197.576493,,,,
L870,L870:2005,1480389296,2016/11/29,11696,03:14:56,-77.9624091249,-176.567685582,-78581.6203473892,-1310197.01116769,,,,
L870,L870:2005,1480389297,2016/11/29,11697,03:14:57,-77.9624633873,-176.571624949,-78491.1813331727,-1310196.46295478,,,,
L870,L870:2005,1480389298,2016/11/29,11698,03:14:58,-77.9625179833,-176.575566724,-78400.6855133777,-1310195.875227,,,,
L870,L870:2005,1480389299,2016/11/29,11699,03:14:59,-77.9625729499,-176.579510446,-78310.1431954316,-1310195.24328669,,,,
L870,L870:2005,1480389300,2016/11/29,11700,03:15:00,-77.9626278306,-176.583455421,-78219.5732454873,-1310194.61621673,,,,
L870,L870:2005,1480389301,2016/11/29,11701,03:15:01,-77.9626825286,-176.587401696,-78128.9752200621,-1310194.00468637,,,,
L870,L870:2005,1480389302,2016/11/29,11702,03:15:02,-77.962737185,-176.591349904,-78038.3337193075,-1310193.39408489,,,,
L870,L870:2005,1480389303,2016/11/29,11703,03:15:03,-77.9627921036,-176.595300219,-77947.6427826467,-1310192.751338,,,,
L870,L870:2005,1480389304,2016/11/29,11704,03:15:04,-77.9628474962,-176.59925254,-77856.903346455,-1310192.053081,,,,
L870,L870:2005,1480389305,2016/11/29,11705,03:15:05,-77.9629034728,-176.603207209,-77766.1068857261,-1310191.28770992,,,,
L870,L870:2005,1480389306,2016/11/29,11706,03:15:06,-77.9629596791,-176.60716465,-77675.2460211151,-1310190.4946258,,,,
L870,L870:2005,1480389307,2016/11/29,11707,03:15:07,-77.9630155802,-176.611124606,-77584.3301074107,-1310189.73210278,,,,
L870,L870:2005,1480389308,2016/11/29,11708,03:15:08,-77.9630710607,-176.615086592,-77493.3709769805,-1310189.01212355,,,,
L870,L870:2005,1480389309,2016/11/29,11709,03:15:09,-77.9631263149,-176.619051003,-77402.3583299654,-1310188.31391339,,,,
L870,L870:2005,1480389310,2016/11/29,11710,03:15:10,-77.9631814799,-176.623018271,-77311.281396331,-1310187.62301498,,,,
L870,L870:2005,1480389311,2016/11/29,11711,03:15:11,-77.9632364199,-176.626987903,-77220.1523254471,-1310186.95363703,,,,
L870,L870:2005,1480389312,2016/11/29,11712,03:15:12,-77.963290903,-176.630959417,-77128.9836311557,-1310186.33054108,,,,
L870,L870:2005,1480389313,2016/11/29,11713,03:15:13,-77.9633450099,-176.63493281,-77037.7748519769,-1310185.74486825,,,,
L870,L870:2005,1480389314,2016/11/29,11714,03:15:14,-77.963399164,-176.638908584,-76946.5117746865,-1310185.15087001,,,,
L870,L870:2005,1480389315,2016/11/29,11715,03:15:15,-77.9634536819,-176.642887029,-76855.1857335487,-1310184.51421729,,,,
