__X_EPSG_3031,__Y_EPSG_3031,CMI_Depth,CMI_FileNum,CMI_SurfElev,CMI_Thickness,DICE_FileNum,DICE_IceBase,DICE_SurfElev,DICE_Thickness,H_Ell,Heading,Latitude,LineFull,LineNum,Longitude,NS,PDOP,Pitch,Roll,SIR_FileNum,SIR_IceBase,SIR_SurfElev_clean,SIR_Thickness,SurfHell_Edit_lidar_edit,The_Weird,unix_sec,unixTime,UTCDate,UTCsod,UTCTime,Weird_Depth,Weird_FileNum,Weird_SurfElev,X_EPSG_3031,Y_EPSG_3031
-11578.0749663357,-1310495.57660079,-143.334851409534,180,-18.14376919324,132.91232227819,2,-268.090840555074,-10.422529131344,257.66831142373,894.098,-90.526623,-77.9834986581,L870:2005,L870,-179.493811667,11,2.1,3.992833,-2.758002,178,-269.013710595424,-18.14376919324,258.59118146408,,,1480390019,1480390019,2016/11/29,12419,03:26:59,,,,-11575.3263681291,-1310184.46911512
-11485.6329630738,-1310495.66835258,-143.714616854833,180,-18.048489719352,131.31646076632,2,-269.090541883483,-12.398156088513,256.69238579497,894.122,-90.545154,-77.9835052287,L870:2005,L870,-179.497853018,11,2.1,3.991145,-2.788171,178,-270.890696362203,-17.953210245463,258.49254027369,,,1480390020,1480390020,2016/11/29,12420,03:27:00,,,,-11482.906310305,-1310184.56084514
-11393.1869771928,-1310495.7876244,-137.059131365045,180,-17.857930771575,128.65941421519,2,-266.838592470035,-8.399717149855,258.43887532018,894.124,-90.517972,-77.9835114897,L870:2005,L870,-179.501894558,11,2.1,4.016727,-2.844004,178,-266.843825850365,-17.667371823799,258.44410870051,,,1480390021,1480390021,2016/11/29,12421,03:27:01,,,,-11390.4822708073,-1310184.68008864
-11300.7378937946,-1310495.9237754,-137.795122788167,180,-18.048489719352,128.36878042185,2,-267.664093984717,-9.426342366317,258.2377516184,894.096,-90.425864,-77.9835175379,L870:2005,L870,-179.505936244,11,2.1,3.996905,-2.899896,178,-267.749461563167,-18.048489719352,258.32311919685,,,1480390022,1480390022,2016/11/29,12422,03:27:02,,,,-11298.0551345277,-1310184.81620732
-11208.2885721001,-1310496.07464958,-137.962861672778,180,-18.239048667128,128.52152029137,2,-267.632794077878,-9.4413413814076,258.19145269647,894.081,-90.364267,-77.9835233927,L870:2005,L870,-179.50997795,11,2.1,4.002521,-2.912189,178,-267.780958616728,-18.239048667128,258.33961723532,,,1480390023,1480390023,2016/11/29,12423,03:27:03,,,,-11205.6277600084,-1310184.96704568
-11115.8375341293,-1310496.23637112,-140.145328436124,180,-18.239048667128,128.70188810043,2,-268.910141917344,-11.443440335694,257.46670158165,894.078,-90.30619,-77.9835290895,L870:2005,L870,-179.514019739,11,2.1,4.025431,-2.88188,178,-269.679701207104,-18.239048667128,258.23626087141,,,1480390024,1480390024,2016/11/29,12424,03:27:04,,,,-11113.1986696203,-1310185.12872883
-11023.3861174177,-1310496.4242068,-138.294387580021,180,-18.334328141016,128.83812671523,2,-267.640027845861,-9.4562608647908,258.18376698107,894.066,-90.273848,-77.9835344892,L870:2005,L870,-179.518061558,11,2.1,3.962652,-2.869939,178,-267.328741460431,-18.334328141016,257.87248059564,,,1480390025,1480390025,2016/11/29,12425,03:27:05,,,,-11020.7692005812,-1310185.31651992
-10930.9321690472,-1310496.64408372,-138.928089675894,180,-18.334328141016,129.45990779439,2,-267.145863547874,-9.4681818815037,257.67768166637,894.054,-90.209268,-77.983539538,L870:2005,L870,-179.522103503,11,2.1,4.011451,-2.887811,178,-266.970368821954,-18.239048667128,257.50218694045,,,1480390026,1480390026,2016/11/29,12426,03:27:06,,,,-10928.3372004843,-1310185.53634464
-10838.4764661082,-1310496.88855884,-139.979186608427,180,-18.620166562681,130.48977374037,2,-267.131566422287,-9.4894128680573,257.64215355423,894.03,-90.21216,-77.9835443036,L870:2005,L870,-179.526145537,11,2.1,3.981521,-3.02475,178,-266.677971018837,-18.620166562681,257.18855815078,,,1480390027,1480390027,2016/11/29,12427,03:27:07,,,,-10835.9034462354,-1310185.78076172
-10746.0148355202,-1310497.1376316,-140.445422299261,180,-18.620166562681,130.89721249281,2,-267.188679797831,-9.5482098064507,257.64046999138,893.979,-90.21539,-77.9835489684,L870:2005,L870,-179.530187835,11,2.1,3.980729,-3.054521,179,-267.032225877821,-18.620166562681,257.48401607137,,,1480390028,1480390028,2016/11/29,12428,03:27:08,,,,-10743.4637657447,-1310186.02977535
-10653.5447921193,-1310497.37564712,-137.460398515444,180,-18.715446036569,127.84053068978,2,-266.802650462834,-9.619867825664,257.18278263717,893.906,-90.232611,-77.9835536751,L870:2005,L870,-179.5342305,11,2.1,3.968753,-3.172927,179,-267.205548265224,-18.715446036569,257.58568043956,,,1480390029,1480390029,2016/11/29,12429,03:27:09,,,,-10651.0156744383,-1310186.26773436
-10561.0664886965,-1310497.57313303,-134.778204371307,180,-18.810725510457,125.08832657189,2,-266.772834518317,-9.6898777994169,257.0829567189,893.835,-90.270811,-77.983558692,L870:2005,L870,-179.538273515,11,2.1,4.0012,-3.161605,179,-267.180997727127,-18.429607614905,257.49111992771,,,1480390030,1480390030,2016/11/29,12430,03:27:10,,,,-10558.5593250708,-1310186.4651734
-10468.5776431074,-1310497.71833133,-134.767325076492,180,-18.715446036569,123.99849404538,2,-268.547171344702,-10.768831031112,257.77834031359,893.776,-90.226789,-77.9835641263,L870:2005,L870,-179.542316976,11,2.1,3.963999,-3.196596,179,-268.340565480172,-18.715446036569,257.57173444906,,,1480390031,1480390031,2016/11/29,12431,03:27:11,,,,-10466.0924360398,-1310186.61033723
-10376.0753643589,-1310497.81461279,-134.137747191434,180,-18.239048667128,124.34198538122,2,-267.485590056294,-9.795761810214,257.68982824608,893.727,-90.13502,-77.9835699475,L870:2005,L870,-179.546361011,11,2.1,3.948165,-2.882637,179,-267.655733810044,-18.239048667128,257.85997199983,,,1480390032,1480390032,2016/11/29,12432,03:27:12,,,,-10373.6121170383,-1310186.70659582
-10283.5595619683,-1310497.91336816,-134.204883830555,180,-19.001284458234,124.34540901762,2,-267.505828188285,-9.8594748129348,257.64635337535,893.662,-90.046686,-77.9835756877,L870:2005,L870,-179.550405642,11,2.1,3.966957,-2.817307,179,-267.877551821835,-19.001284458234,258.0180770089,,,1480390033,1480390033,2016/11/29,12433,03:27:13,,,,-10281.1182776052,-1310186.80532775
-10191.036193063,-1310498.06017458,-134.96419607563,180,-18.620166562681,125.04871223585,2,-267.56183693002,-9.9154838397802,257.64635309024,893.605,-89.957122,-77.9835809315,L870:2005,L870,-179.554450624,11,2.11,4.040721,-2.796395,179,-268.43681891862,-18.334328141016,258.52133507884,,,1480390034,1480390034,2016/11/29,12434,03:27:14,,,,-10188.6168734537,-1310186.95209932
-10098.5118418558,-1310498.28273546,-137.531417598675,180,-18.810725510457,127.56905625675,2,-267.608714728575,-9.962361341925,257.64635338665,893.558,-89.976006,-77.9835854262,L870:2005,L870,-179.558495678,11,2.11,4.010504,-2.687377,179,-268.726635797455,-18.810725510457,258.76427445553,,,1480390035,1480390035,2016/11/29,12435,03:27:15,,,,-10096.1144872335,-1310187.17460737
-10005.9830786596,-1310498.57746299,-137.908383874587,180,-19.001284458234,127.90326552167,2,-267.713632302097,-10.005118352917,257.70851394918,893.516,-89.980297,-77.9835892047,L870:2005,L870,-179.562540952,11,2.11,4.011955,-2.669221,179,-268.788408622077,-19.096563932122,258.78329026916,,,1480390036,1480390036,2016/11/29,12436,03:27:16,,,,-10003.6076900716,-1310187.46926493
-9913.45118374963,-1310498.91617327,-137.012137304681,180,-19.096563932122,127.00544039421,2,-268.220683959701,-10.006696910471,258.21398704923,893.514,-90.026248,-77.9835925235,L870:2005,L870,-179.56658638,11,2.11,3.99746,-2.981935,179,-268.802813985371,-19.001284458234,258.7961170749,,,1480390037,1480390037,2016/11/29,12437,03:27:17,,,,-9911.09776193951,-1310187.8078948
-9820.91118767873,-1310499.24756502,-134.423293336782,180,-19.001284458234,125.43955658753,2,-268.186043035422,-8.9837367492519,259.20230628617,893.538,-90.032348,-77.98359585,L870:2005,L870,-179.570632162,11,2.11,3.969269,-3.049659,179,-267.741701017532,-19.001284458234,258.75796426828,,,1480390038,1480390038,2016/11/29,12438,03:27:18,,,,-9818.57973456963,-1310188.13920788
-9728.35659689327,-1310499.55033246,-135.007820843855,180,-18.906004984346,126.05218062021,2,-268.278178322385,-8.955640223645,259.32253809874,893.566,-89.995835,-77.9835993786,L870:2005,L870,-179.574678575,11,2.11,3.961598,-3.308935,179,-267.653072464215,-18.906004984346,258.69743224057,,,1480390039,1480390039,2016/11/29,12439,03:27:19,,,,-9726.04711594991,-1310188.44190344
-9635.78569336686,-1310499.80787786,-136.774440412135,180,-19.001284458234,126.8538549896,2,-268.749282648065,-9.9205854225348,258.82869722553,893.601,-89.929979,-77.9836032605,L870:2005,L870,-179.578725689,11,2.11,3.943977,-3.106528,179,-268.490270520865,-18.906004984346,258.56968509833,,,1480390040,1480390040,2016/11/29,12440,03:27:20,,,,-9633.49818846185,-1310188.6993877
-9543.2063174795,-1310500.05282813,-136.946959431924,180,-19.001284458234,127.06799895994,2,-268.649586447464,-9.8789604719838,258.77062597548,893.643,-89.91231,-77.9836071981,L870:2005,L870,-179.582773172,11,2.11,3.968447,-3.153078,179,-268.477085092084,-18.524887088793,258.5981246201,,,1480390041,1480390041,2016/11/29,12441,03:27:21,,,,-9540.94079062415,-1310188.94427983
-9450.61801972812,-1310500.28921575,-136.621899149834,180,-18.715446036569,127.80987292054,2,-268.075857070094,-8.8120262292945,259.2638308408,893.711,-89.943581,-77.9836111547,L870:2005,L870,-179.586821045,11,2.11,3.974256,-3.110267,179,-267.276979647764,-18.715446036569,258.46495341847,,,1480390042,1480390042,2016/11/29,12442,03:27:22,,,,-9448.37447304044,-1310189.18061132
-9358.02165754215,-1310500.51526432,-138.245808898169,180,-18.620166562681,128.50627140058,2,-268.657691307009,-9.7395374975894,258.91815380942,893.784,-90.013504,-77.9836151464,L870:2005,L870,-179.59086927,11,2.11,3.929661,-3.118451,179,-268.046480914139,-18.620166562681,258.30694341655,,,1480390043,1480390043,2016/11/29,12443,03:27:23,,,,-9355.80009293663,-1310189.40660623
-9265.4126401809,-1310500.72529311,-137.950339575856,180,-19.001284458234,128.26672213985,2,-268.450159243475,-9.6836174360055,258.76654180747,893.84,-90.113598,-77.9836192252,L870:2005,L870,-179.594918046,11,2.11,3.909505,-3.062327,179,-267.444358137626,-19.001284458234,257.76074070162,,,1480390044,1480390044,2016/11/29,12444,03:27:24,,,,-9263.21306066183,-1310189.61658516
-9172.78369125038,-1310500.89570259,-138.602937369291,180,-18.620166562681,128.92707748557,2,-268.442396238721,-9.6758598837212,258.766536355,893.846,-90.106768,-77.9836236064,L870:2005,L870,-179.598967684,11,2.11,3.903839,-3.18004,179,-267.150317129311,-18.620166562681,257.47445724559,,,1480390045,1480390045,2016/11/29,12445,03:27:25,,,,-9170.60610154944,-1310189.78695419
-9080.14039499945,-1310501.02915187,-139.593175604531,180,-18.906004984346,129.92081169499,2,-268.420142569321,-9.6723639095414,258.74777865978,893.851,-90.11115,-77.9836282654,L870:2005,L870,-179.603017941,11,2.11,3.937996,-3.096135,179,-266.970515957191,-18.810725510457,257.29815204765,,,1480390046,1480390046,2016/11/29,12446,03:27:26,,,,-9077.98479852266,-1310189.92037179
-8987.49071499675,-1310501.13515009,-140.081085402575,180,-18.906004984346,130.43869246788,2,-267.852926975745,-9.6423929346948,258.21053404105,893.877,-90.136029,-77.9836331151,L870:2005,L870,-179.607068472,11,2.11,3.940716,-3.080632,179,-266.816092041895,-18.906004984346,257.1736991072,,,1480390047,1480390047,2016/11/29,12447,03:27:27,,,,-8985.35711325958,-1310190.02634484
-8894.83870487865,-1310501.23056124,-138.692686096597,180,-18.906004984346,129.09110916157,2,-267.807951850907,-9.6015769350273,258.20637491588,893.918,-90.130339,-77.9836380017,L870:2005,L870,-179.611119105,11,2.11,3.942091,-2.882195,179,-266.722984844257,-18.906004984346,257.12140790923,,,1480390048,1480390048,2016/11/29,12448,03:27:28,,,,-8892.72709843429,-1310190.12173334
-8802.1809539526,-1310501.33183924,-136.111177683749,180,-18.429607614905,126.55332022955,2,-267.546417211079,-9.5578574541985,257.98855975688,893.963,-90.079017,-77.9836427756,L870:2005,L870,-179.615169994,11,2.11,3.950266,-2.856421,179,-266.716663145948,-18.429607614905,257.15880569175,,,1480390049,1480390049,2016/11/29,12449,03:27:29,,,,-8800.09134416387,-1310190.2229873
-8709.52005675015,-1310501.43390218,-134.129563174636,180,-18.524887088793,124.62015473522,2,-267.693076268786,-9.509408439416,258.18366782937,894.012,-89.98529,-77.9836474829,L870:2005,L870,-179.619221024,11,2.11,3.920624,-2.836467,179,-266.589913523156,-19.096563932122,257.08050508374,,,1480390050,1480390050,2016/11/29,12450,03:27:30,,,,-8707.45244436398,-1310190.32502601
-8616.8516529938,-1310501.52778246,-133.847783064389,180,-18.620166562681,124.36726863556,2,-267.164382931829,-9.4805144288292,257.683868503,894.042,-89.817635,-77.9836522055,L870:2005,L870,-179.623272383,11,2.11,3.953857,-2.925075,179,-266.690977276899,-18.620166562681,257.21046284807,,,1480390051,1480390051,2016/11/29,12451,03:27:31,,,,-8614.80603979222,-1310190.418884
-8524.17960229919,-1310501.61946142,-134.825287749297,180,-19.001284458234,125.36678785151,2,-267.646186930837,-9.4584998977872,258.18768703305,894.064,-89.578045,-77.9836568887,L870:2005,L870,-179.627323904,11,2.11,3.929882,-2.862852,179,-266.951913003477,-18.239048667128,257.49341310569,,,1480390052,1480390052,2016/11/29,12452,03:27:32,,,,-8522.15598914797,-1310190.5105412
-8431.50731517995,-1310501.74137291,-136.160236691087,180,-18.524887088793,126.71060727158,2,-267.656074136477,-9.4496294195071,258.20644471697,894.073,-89.416031,-77.983661237,L870:2005,L870,-179.631375447,11,2.11,3.934363,-2.855175,179,-266.927032334337,-18.810725510457,257.47740291483,,,1480390053,1480390053,2016/11/29,12453,03:27:33,,,,-8429.50570213522,-1310190.63242374
-8338.83606046195,-1310501.9215279,-136.658057310019,180,-18.334328141016,127.22188190186,2,-267.642620136429,-9.436175408159,258.20644472827,894.087,-89.264097,-77.9836649953,L870:2005,L870,-179.635426964,11,2.11,3.953615,-2.902897,179,-267.082854448289,-18.429607614905,257.64667904013,,,1480390054,1480390054,2016/11/29,12454,03:27:34,,,,-8336.85644727862,-1310190.81253597
-8246.16630949045,-1310502.18605355,-136.906402463412,180,-18.334328141016,127.48346806665,2,-267.629379124732,-9.4229343967619,258.20644472797,894.101,-89.209491,-77.9836679257,L870:2005,L870,-179.639478441,11,2.11,3.94545,-2.772843,179,-266.967046368832,-18.334328141016,257.54411197207,,,1480390055,1480390055,2016/11/29,12455,03:27:35,,,,-8244.20869581153,-1310191.07699882
-8153.4992366225,-1310502.53187832,-137.434634564394,180,-18.715446036569,128.02735965707,2,-267.608994018214,-9.4072749073239,258.20171911089,894.117,-89.244927,-77.9836700561,L870:2005,L870,-179.643529825,11,2.11,3.918538,-2.895272,179,-266.837630504954,-18.715446036569,257.43035559763,,,1480390056,1480390056,2016/11/29,12456,03:27:36,,,,-8151.56362181222,-1310191.4227415
-8060.8268622159,-1310502.91785233,-138.848870550127,180,-19.001284458234,128.4627769339,2,-267.553909938497,-10.386093616227,257.16781632227,894.134,-89.254277,-77.9836717616,L870:2005,L870,-179.647581453,11,2.11,3.89679,-3.172744,179,-267.666629515297,-19.096563932122,257.28053589907,,,1480390057,1480390057,2016/11/29,12457,03:27:37,,,,-8058.91324753283,-1310191.80862388
-7968.14683911983,-1310503.29430992,-138.317442764027,180,-19.001284458234,128.95216434309,2,-266.859377774767,-9.3652784209374,257.49409935383,894.156,-89.23371,-77.9836734945,L870:2005,L870,-179.651633414,11,2.11,3.874746,-3.083032,179,-266.551664909227,-18.906004984346,257.18638648829,,,1480390058,1480390058,2016/11/29,12458,03:27:38,,,,-7966.25522637975,-1310192.18499209
-7875.45579656674,-1310503.64064257,-138.092541243062,180,-19.096563932122,128.7423568463,2,-266.588058147322,-9.3501843967617,257.23787375056,894.172,-89.176303,-77.9836754426,L870:2005,L870,-179.65568585,11,2.11,3.86422,-3.343003,179,-266.502804956112,-18.524887088793,257.15262055935,,,1480390059,1480390059,2016/11/29,12459,03:27:39,,,,-7873.58618838563,-1310192.53124253
-7782.75621331189,-1310503.95349426,-134.124963778696,180,-19.19184340601,124.78726387316,2,-266.423330494316,-9.3376999055358,257.08563058878,894.184,-89.120952,-77.9836776363,L870:2005,L870,-179.659738652,11,2.11,3.870265,-3.345843,179,-266.246860843286,-19.096563932122,256.90916093775,,,1480390060,1480390060,2016/11/29,12460,03:27:40,,,,-7780.90861171727,-1310192.84401995
-7690.05192508108,-1310504.24620772,-132.213839637662,180,-18.906004984346,121.89220450279,2,-266.999422677272,-10.321635134872,256.6777875424,894.2,-89.110642,-77.9836799539,L870:2005,L870,-179.663791656,11,2.11,3.887918,-3.098022,179,-267.280107366922,-18.906004984346,256.95847223205,,,1480390061,1480390061,2016/11/29,12461,03:27:41,,,,-7688.22633118992,-1310193.13666392
-7597.34132476609,-1310504.52111978,-132.188334570487,180,-19.001284458234,121.8846809277,2,-266.811071191607,-10.303653642787,256.50741754882,894.219,-89.162578,-77.9836823742,L870:2005,L870,-179.667844933,11,2.11,3.85981,-3.156631,179,-267.388447651417,-19.001284458234,257.08479400863,,,1480390062,1480390062,2016/11/29,12462,03:27:42,,,,-7595.53774007684,-1310193.41151072
-7504.6226278443,-1310504.78165525,-133.706135134558,180,-18.620166562681,123.41522901833,2,-266.275671890108,-10.290906116228,255.98476577388,894.231,-89.139207,-77.9836848661,L870:2005,L870,-179.671898562,11,2.11,3.86679,-3.181218,179,-267.731960635928,-18.715446036569,257.4410545197,,,1480390063,1480390063,2016/11/29,12463,03:27:43,,,,-7502.84105427908,-1310193.67198433
-7411.89564429103,-1310505.03832474,-135.015799914306,180,-18.715446036569,124.71558531565,2,-265.990406388986,-10.300214598656,255.69019179033,894.22,-89.151007,-77.9836873339,L870:2005,L870,-179.675952554,11,2.11,3.867422,-3.088509,179,-267.725106599696,-18.715446036569,257.42489200104,,,1480390064,1480390064,2016/11/29,12464,03:27:44,,,,-7410.13608381706,-1310193.92859289
-7319.1587405778,-1310505.3099175,-137.417622876747,180,-18.620166562681,126.09447105946,2,-267.507185359027,-11.323151817287,256.18403354174,894.197,-89.206751,-77.9836896066,L870:2005,L870,-179.680006985,11,2.11,3.88526,-2.958618,179,-267.885250262287,-18.715446036569,256.562098445,,,1480390065,1480390065,2016/11/29,12465,03:27:45,,,,-7317.42119555009,-1310194.20012118
-7226.42036747715,-1310505.6156719,-137.014454036556,180,-19.19184340601,126.69140641022,2,-266.996740414786,-10.323047626336,256.67369278845,894.198,-89.26973,-77.9836915086,L870:2005,L870,-179.68406149,11,2.11,3.941683,-3.039244,179,-265.998783001896,-18.715446036569,255.67573537556,,,1480390066,1480390066,2016/11/29,12466,03:27:46,,,,-7224.70483824452,-1310194.50580299
-7133.68256840289,-1310505.96270478,-137.309287226598,180,-19.287122879899,127.00999558989,2,-266.886986004908,-10.299291636708,256.5876943682,894.22,-89.342663,-77.983692975,L870:2005,L870,-179.688115981,11,2.11,3.908532,-2.995256,179,-266.188791783548,-19.287122879899,255.88950014684,,,1480390067,1480390067,2016/11/29,12467,03:27:47,,,,-7131.98905482909,-1310194.85275349
-7040.93864191521,-1310506.33587297,-137.774120987373,180,-19.477681827675,127.5134113623,2,-266.782790719273,-10.260709625073,256.5220810942,894.259,-89.415579,-77.983694144,L870:2005,L870,-179.692170747,11,2.11,3.903313,-3.088326,179,-266.986518184283,-19.572961301563,256.72580855921,,,1480390068,1480390068,2016/11/29,12468,03:27:48,,,,-7039.26714545485,-1310195.22583309
-6948.18212452352,-1310506.69507558,-138.735935301611,180,-19.382402353787,128.50613867661,2,-266.319560499501,-10.229796625001,256.0897638745,894.292,-89.451124,-77.983695381,L870:2005,L870,-179.696226061,11,2.11,3.807052,-3.151707,179,-267.875277453861,-19.287122879899,257.64548082886,,,1480390069,1480390069,2016/11/29,12469,03:27:49,,,,-6946.53264816565,-1310195.58495043
-6855.40418300941,-1310507.02164022,-135.366702362842,180,-19.382402353787,125.13634225658,2,-266.387370158262,-10.230360106262,256.157010052,894.292,-89.357817,-77.9836968564,L870:2005,L870,-179.700282305,11,2.11,3.828717,-3.281779,179,-267.630094349492,-19.382402353787,257.39973424323,,,1480390070,1480390070,2016/11/29,12470,03:27:50,,,,-6853.77673184005,-1310195.91143754
-6762.61007414479,-1310507.3180395,-130.352321836713,180,-19.096563932122,119.11894400102,2,-267.218224897113,-11.233377835693,255.98484706142,894.288,-89.324394,-77.9836985474,L870:2005,L870,-179.70433925,11,2.11,3.825151,-3.132528,179,-267.841499286253,-19.19184340601,256.60812145056,,,1480390071,1480390071,2016/11/29,12471,03:27:51,,,,-6761.004652002,-1310196.20776646
-6669.80259788513,-1310507.59403109,-129.990677439483,180,-18.906004984346,118.77071958555,2,-267.901834719813,-11.219957853933,256.68187686588,894.302,-89.355141,-77.983700365,L870:2005,L870,-179.708396776,11,2.11,3.859785,-3.230041,179,-268.892314281293,-18.429607614905,257.67235642736,,,1480390072,1480390072,2016/11/29,12472,03:27:52,,,,-6668.21920794231,-1310196.48369252
-6576.9819509211,-1310507.83343247,-128.217099946306,180,-18.429607614905,119.01947652606,2,-267.314334060086,-9.1976234202463,258.11671063984,894.326,-89.354736,-77.9837024565,L870:2005,L870,-179.712454871,11,2.11,3.85544,-3.151802,179,-267.949016445546,-18.334328141016,258.7513930253,,,1480390073,1480390073,2016/11/29,12473,03:27:53,,,,-6575.42059630491,-1310196.72303707
-6484.14635630652,-1310508.03630457,-129.744854070881,180,-18.334328141016,119.55516646326,2,-267.294776579051,-10.189687607621,257.10508897143,894.332,-89.306662,-77.9837048214,L870:2005,L870,-179.716513613,11,2.11,3.860433,-3.224482,179,-268.871227538551,-18.334328141016,258.68153993093,,,1480390074,1480390074,2016/11/29,12474,03:27:54,,,,-6482.60704056551,-1310196.92586101
-6391.29885496424,-1310508.21037281,-132.066519552848,180,-18.334328141016,121.86661343662,2,-267.014300978928,-10.199906116228,256.8143948627,894.322,-89.248975,-77.9837073892,L870:2005,L870,-179.720572871,11,2.11,3.891646,-3.177262,179,-268.498341764668,-18.524887088793,258.29843564844,,,1480390075,1480390075,2016/11/29,12475,03:27:55,,,,-6389.78158092501,-1310197.09988793
-6298.44590890469,-1310508.38555565,-135.050310696669,180,-18.14376919324,124.86907055369,2,-267.959162358279,-10.181240142979,257.7779222153,894.338,-89.247435,-77.9837098872,L870:2005,L870,-179.724632369,11,2.11,3.903293,-3.058852,179,-268.525659187209,-18.239048667128,258.34441904423,,,1480390076,1480390076,2016/11/29,12476,03:27:56,,,,-6296.95067785981,-1310197.27502918
-6205.58832349791,-1310508.56794394,-136.77847073332,180,-18.715446036569,127.6436323038,3,-266.77594735017,-9.1348384295202,257.64110892065,894.384,-89.264674,-77.9837122599,L870:2005,L870,-179.728692073,11,2.12,3.910843,-3.063222,179,-267.48532247809,-18.524887088793,258.35048404857,,,1480390077,1480390077,2016/11/29,12477,03:27:57,,,,-6204.11513654874,-1310197.45737417
-6112.72697568745,-1310508.74992104,-135.491985862391,180,-18.715446036569,126.43122940705,3,-267.243261602461,-9.0607564553411,258.18250514712,894.458,-89.284821,-77.9837145766,L870:2005,L870,-179.732751943,11,2.12,3.885251,-3.008164,179,-267.604303429441,-18.620166562681,258.5435469741,,,1480390078,1480390078,2016/11/29,12478,03:27:58,,,,-6111.27583372718,-1310197.63930807
-6019.86137894273,-1310508.92036209,-134.923028511477,180,-18.620166562681,125.92919908279,3,-266.930808206527,-8.9938294286865,257.93697877784,894.528,-89.26098,-77.9837169386,L870:2005,L870,-179.736811998,11,2.12,3.876819,-2.865711,179,-267.897728084327,-18.334328141016,258.90389865564,,,1480390079,1480390079,2016/11/29,12479,03:27:59,,,,-6018.43228298003,-1310197.80970866
-5926.98805490588,-1310509.07856801,-134.705718008278,180,-18.715446036569,125.7452200923,3,-267.346737322768,-8.9604979159783,258.38623940679,894.562,-89.19808,-77.9837193524,L870:2005,L870,-179.74087239,11,2.12,3.877227,-3.030724,179,-268.420669147248,-18.810725510457,259.46017123127,,,1480390080,1480390080,2016/11/29,12480,03:28:00,,,,-5925.5810067752,-1310197.96787702
-5834.1097125515,-1310509.23153257,-135.326991625466,180,-18.334328141016,125.38813447946,3,-268.339648855616,-9.9388571460058,258.40079170961,894.583,-89.139403,-77.9837217542,L870:2005,L870,-179.744933002,11,2.12,3.955929,-3.132885,179,-269.851387914866,-18.429607614905,259.91253076886,,,1480390081,1480390081,2016/11/29,12481,03:28:01,,,,-5832.72471344416,-1310198.12080527
-5741.23433442935,-1310509.38439295,-133.981628209702,180,-18.048489719352,124.0808760703,3,-268.159029044752,-9.9007521394024,258.25827690535,894.622,-89.125322,-77.9837240969,L870:2005,L870,-179.748993486,11,2.12,3.944209,-3.1021,179,-270.119475225522,-18.14376919324,260.21872308612,,,1480390082,1480390082,2016/11/29,12482,03:28:02,,,,-5739.87138364165,-1310198.27362936
-5648.36350128025,-1310509.5485548,-133.342962166173,180,-18.14376919324,123.48577201671,3,-268.340248971163,-9.857190149463,258.4830588217,894.667,-89.128605,-77.9837262766,L870:2005,L870,-179.753053775,11,2.12,3.913379,-2.951552,179,-270.053249576923,-18.239048667128,260.19605942746,,,1480390083,1480390083,2016/11/29,12483,03:28:03,,,,-5647.02259773324,-1310198.43775224
-5555.49449957922,-1310509.71599067,-133.333105027235,180,-18.524887088793,124.50258061283,3,-268.090472943395,-8.8305244144054,259.25994852899,894.693,-89.119447,-77.9837283665,L870:2005,L870,-179.757113986,11,2.12,3.89531,-2.898195,179,-268.927529360905,-18.429607614905,260.0970049465,,,1480390084,1480390084,2016/11/29,12484,03:28:04,,,,-5554.17564283811,-1310198.60514836
-5462.62205862188,-1310509.87923218,-135.871971985642,180,-17.953210245463,126.03679890036,3,-268.744336324082,-9.8351730852819,258.9091632388,894.685,-89.111239,-77.9837304348,L870:2005,L870,-179.761174348,11,2.12,3.889283,-3.092244,179,-269.560507977862,-18.14376919324,259.72533489258,,,1480390085,1480390085,2016/11/29,12485,03:28:05,,,,-5461.32524950315,-1310198.76835112
-5369.74540401552,-1310510.04467416,-137.395565765264,180,-18.429607614905,128.52172841156,3,-268.545431893744,-8.8738373537038,259.67159454004,894.651,-89.040086,-77.9837324233,L870:2005,L870,-179.765234896,11,2.12,3.895945,-2.961601,179,-268.116929520324,-18.429607614905,259.24309216662,,,1480390086,1480390086,2016/11/29,12486,03:28:06,,,,-5368.47064351946,-1310198.93375382
-5276.86729007488,-1310510.23207485,-139.143802825966,180,-18.429607614905,130.23731543638,3,-268.769230658486,-8.9064873895857,259.8627432689,894.617,-88.989354,-77.983734152,L870:2005,L870,-179.769295513,11,2.12,3.895786,-2.812776,179,-268.075522711386,-18.239048667128,259.1690353218,,,1480390087,1480390087,2016/11/29,12487,03:28:07,,,,-5275.61457854795,-1310199.12111002
-5183.99050875704,-1310510.45477876,-138.292700737582,180,-18.620166562681,129.37426634082,3,-268.255190745592,-8.9184343967623,259.33675634883,894.604,-88.955889,-77.9837354993,L870:2005,L870,-179.773356079,11,2.12,3.903243,-2.963941,179,-268.003776875262,-18.620166562681,259.0853424785,,,1480390088,1480390088,2016/11/29,12488,03:28:08,,,,-5182.75984588287,-1310199.34376107
