LineNum,LineFull,SCALE_X_ESPG_3031,SCALE_Y_ESPG_3031,SCALE_Dice_SurfElev,,X_EPSG_3031,Y_EPSG_3031,DICE_SurfElev
L560,L560:1004,36.14877341,-99.89323214,,-9999,361487.7341,-998932.3214,
L560,L560:1004,36.14203694,-99.89674108,,-9999,361420.3694,-998967.4108,
L560,L560:1004,36.13350762,-99.90118089,,-9999,361335.0762,-999011.8089,
L560,L560:1004,36.12496897,-99.90561974,,-9999,361249.6897,-999056.1974,
L560,L560:1004,36.11640691,-99.91003646,,-9999,361164.0691,-999100.3646,
L560,L560:1004,36.10780587,-99.91439781,,-9999,361078.0587,-999143.9781,
L560,L560:1004,36.09915267,-99.91867136,,-9999,360991.5267,-999186.7136,
L560,L560:1004,36.09043202,-99.92283735,,-9999,360904.3202,-999228.3735,
L560,L560:1004,36.08162954,-99.92688006,,-9999,360816.2954,-999268.8006,
L560,L560:1004,36.07274781,-99.9307728,,-9999,360727.4781,-999307.728,
L560,L560:1004,36.06379656,-99.9345201,,-9999,360637.9656,-999345.201,
L560,L560:1004,36.05477237,-99.93813345,,-9999,360547.7237,-999381.3345,
L560,L560:1004,36.04566825,-99.94160434,,-9999,360456.6825,-999416.0434,
L560,L560:1004,36.03647879,-99.94490394,,-9999,360364.7879,-999449.0394,
L560,L560:1004,36.02721188,-99.94801614,,-9999,360272.1188,-999480.1614,
L560,L560:1004,36.01787305,-99.95094316,,-9999,360178.7305,-999509.4316,
L560,L560:1004,36.00846204,-99.9536978,,-9999,360084.6204,-999536.978,
L560,L560:1004,35.99898276,-99.95628135,,-9999,359989.8276,-999562.8135,
L560,L560:1004,35.98944357,-99.95868996,,-9999,359894.4357,-999586.8996,
L560,L560:1004,35.97985097,-99.9609269,,-9999,359798.5097,-999609.269,
L560,L560:1004,35.97021197,-99.96299767,,-9999,359702.1197,-999629.9767,
L560,L560:1004,35.96052811,-99.96491736,,-9999,359605.2811,-999649.1736,
L560,L560:1004,35.95080288,-99.96669617,,-9999,359508.0288,-999666.9617,
L560,L560:1004,35.94104728,-99.96834753,,-9999,359410.4728,-999683.4753,
L560,L560:1004,35.93126365,-99.9698925,,-9999,359312.6365,-999698.925,
L560,L560:1004,35.92145024,-99.97133603,,-9999,359214.5024,-999713.3603,
L560,L560:1004,35.91161111,-99.97267683,,-9999,359116.1111,-999726.7683,
L560,L560:1004,35.90175144,-99.97393534,,-9999,359017.5144,-999739.3534,
L560,L560:1004,35.89187492,-99.97512515,,-9999,358918.7492,-999751.2515,
L560,L560:1004,35.88198966,-99.97624738,,-9999,358819.8966,-999762.4738,
L560,L560:1004,35.87210097,-99.9773005,,-9999,358721.0097,-999773.005,
L560,L560:1004,35.86221248,-99.9782819,,-9999,358622.1248,-999782.819,
L560,L560:1004,35.85232383,-99.97920207,,-9999,358523.2383,-999792.0207,
L560,L560:1004,35.84243465,-99.98007513,,-9999,358424.3465,-999800.7513,
L560,L560:1004,35.83254681,-99.98090648,,-9999,358325.4681,-999809.0648,
L560,L560:1004,35.82266785,-99.98169459,,-9999,358226.6785,-999816.9459,
L560,L560:1004,35.81280051,-99.98243843,,-9999,358128.0051,-999824.3843,
L560,L560:1004,35.80294304,-99.98314434,,-9999,358029.4304,-999831.4434,
L560,L560:1004,35.79309057,-99.98382071,,-9999,357930.9057,-999838.2071,
L560,L560:1004,35.78324289,-99.98446818,,-9999,357832.4289,-999844.6818,
L560,L560:1004,35.77340044,-99.98508471,,-9999,357734.0044,-999850.8471,
L560,L560:1004,35.76356762,-99.98567009,,-9999,357635.6762,-999856.7009,
L560,L560:1004,35.75374489,-99.98622887,,-9999,357537.4489,-999862.2887,
L560,L560:1004,35.74392903,-99.98676753,,-9999,357439.2903,-999867.6753,
L560,L560:1004,35.73411631,-99.98728854,,-9999,357341.1631,-999872.8854,
L560,L560:1004,35.72430257,-99.98779088,,-9999,357243.0257,-999877.9088,
L560,L560:1004,35.71448819,-99.98827097,,-9999,357144.8819,-999882.7097,
L560,L560:1004,35.70467048,-99.98872972,,-9999,357046.7048,-999887.2972,
L560,L560:1004,35.69484677,-99.98917191,,-9999,356948.4677,-999891.7191,
L560,L560:1004,35.68501539,-99.98960569,,-9999,356850.1539,-999896.0569,
L560,L560:1004,35.6751759,-99.99003362,,-9999,356751.759,-999900.3362,
L560,L560:1004,35.66532852,-99.99044897,,-9999,356653.2852,-999904.4897,
L560,L560:1004,35.65547533,-99.99084384,,-9999,356554.7533,-999908.4384,
L560,L560:1004,35.64562004,-99.99121766,,-9999,356456.2004,-999912.1766,
L560,L560:1004,35.63575981,-99.99157268,,-9999,356357.5981,-999915.7268,
L560,L560:1004,35.62589591,-99.9919133,,-9999,356258.9591,-999919.133,
L560,L560:1004,35.6160314,-99.99223776,,-9999,356160.314,-999922.3776,
L560,L560:1004,35.60616764,-99.99254456,,-9999,356061.6764,-999925.4456,
L560,L560:1004,35.59630474,-99.99284043,,-9999,355963.0474,-999928.4043,
L560,L560:1004,35.58644159,-99.99312522,,-9999,355864.4159,-999931.2522,
L560,L560:1004,35.57657715,-99.99340489,,-9999,355765.7715,-999934.0489,
L560,L560:1004,35.56671359,-99.99367965,,-9999,355667.1359,-999936.7965,
L560,L560:1004,35.55685092,-99.9939425,,-9999,355568.5092,-999939.425,
L560,L560:1004,35.5469912,-99.99419852,,-9999,355469.912,-999941.9852,
L560,L560:1004,35.53713972,-99.99445523,,-9999,355371.3972,-999944.5523,
L560,L560:1004,35.52729886,-99.99472161,,-9999,355272.9886,-999947.2161,
L560,L560:1004,35.51746461,-99.99499654,,-9999,355174.6461,-999949.9654,
L560,L560:1004,35.50763837,-99.99526489,,-9999,355076.3837,-999952.6489,
L560,L560:1004,35.49781843,-99.99551903,,-9999,354978.1843,-999955.1903,
L560,L560:1004,35.48800917,-99.99576619,,-9999,354880.0917,-999957.6619,
L560,L560:1004,35.47821289,-99.99601368,,-9999,354782.1289,-999960.1368,
L560,L560:1004,35.46843069,-99.99625903,,-9999,354684.3069,-999962.5903,
L560,L560:1004,35.45866608,-99.99649085,,-9999,354586.6608,-999964.9085,
L560,L560:1004,35.44892318,-99.99670614,,-9999,354489.2318,-999967.0614,
L560,L560:1004,35.43920498,-99.99690698,,-9999,354392.0498,-999969.0698,
L560,L560:1004,35.42950773,-99.99710179,,-9999,354295.0773,-999971.0179,
L560,L560:1004,35.41983254,-99.9972885,,-9999,354198.3254,-999972.885,
L560,L560:1004,35.41017753,-99.99746028,,-9999,354101.7753,-999974.6028,
L560,L560:1004,35.40054371,-99.99761763,,-9999,354005.4371,-999976.1763,
L560,L560:1004,35.39092686,-99.99776426,,-9999,353909.2686,-999977.6426,
L560,L560:1004,35.3813249,-99.99789771,,-9999,353813.249,-999978.9771,
L560,L560:1004,35.37173644,-99.99801691,,-9999,353717.3644,-999980.1691,
L560,L560:1004,35.36215814,-99.99812444,,-9999,353621.5814,-999981.2444,
L560,L560:1004,35.35258788,-99.99822587,,-9999,353525.8788,-999982.2587,
L560,L560:1004,35.34302538,-99.99832773,,-9999,353430.2538,-999983.2773,
L560,L560:1004,35.33347016,-99.99843733,,-9999,353334.7016,-999984.3733,
L560,L560:1004,35.32392095,-99.99855997,,-9999,353239.2095,-999985.5997,
L560,L560:1004,35.31437737,-99.99870344,,-9999,353143.7737,-999987.0344,
L560,L560:1004,35.30483967,-99.99887309,,-9999,353048.3967,-999988.7309,
L560,L560:1004,35.29530731,-99.99906744,,-9999,352953.0731,-999990.6744,
L560,L560:1004,35.28577949,-99.99928179,,-9999,352857.7949,-999992.8179,
L560,L560:1004,35.27625654,-99.99950989,,-9999,352762.5654,-999995.0989,
L560,L560:1004,35.26673905,-99.99974457,,-9999,352667.3905,-999997.4457,
L560,L560:1004,35.25722745,-99.99998122,,-9999,352572.2745,-999999.8122,
L560,L560:1004,35.24772145,-100.0002155,,-9999,352477.2145,-1000002.155,
L560,L560:1004,35.23822158,-100.0004447,,-9999,352382.2158,-1000004.447,
L560,L560:1004,35.22872924,-100.0006688,,-9999,352287.2924,-1000006.688,
L560,L560:1004,35.2192454,-100.0008883,,-9999,352192.454,-1000008.883,
L560,L560:1004,35.20977072,-100.0011047,,-9999,352097.7072,-1000011.047,
L560,L560:1004,35.20030637,-100.0013217,,-9999,352003.0637,-1000013.217,
L560,L560:1004,35.19085288,-100.0015418,,-9999,351908.5288,-1000015.418,
L560,L560:1004,35.18140939,-100.0017635,,-9999,351814.0939,-1000017.635,
L560,L560:1004,35.17197451,-100.0019833,,-9999,351719.7451,-1000019.833,
L560,L560:1004,35.16254974,-100.0021978,,-9999,351625.4974,-1000021.978,
L560,L560:1004,35.15313609,-100.0024024,,-9999,351531.3609,-1000024.024,
L560,L560:1004,35.14373311,-100.0026045,,-9999,351437.3311,-1000026.045,
L560,L560:1004,35.13434006,-100.0028102,,-9999,351343.4006,-1000028.102,
L560,L560:1004,35.12495546,-100.00302,,-9999,351249.5546,-1000030.2,
L560,L560:1004,35.11557863,-100.003232,,-9999,351155.7863,-1000032.32,
L560,L560:1004,35.10620875,-100.0034428,,-9999,351062.0875,-1000034.428,
L560,L560:1004,35.09684469,-100.0036509,,-9999,350968.4469,-1000036.509,
L560,L560:1004,35.08748535,-100.0038433,,-9999,350874.8535,-1000038.433,
L560,L560:1004,35.07812925,-100.0040275,,-9999,350781.2925,-1000040.275,
L560,L560:1004,35.0687769,-100.0042151,,-9999,350687.769,-1000042.151,
L560,L560:1004,35.0594312,-100.0043947,,-9999,350594.312,-1000043.947,
L560,L560:1004,35.05009033,-100.0045658,,-9999,350500.9033,-1000045.658,
L560,L560:1004,35.04075234,-100.0047407,,-9999,350407.5234,-1000047.407,
L560,L560:1004,35.0314184,-100.0049279,,-9999,350314.184,-1000049.279,
L560,L560:1004,35.02208778,-100.0051235,,-9999,350220.8778,-1000051.235,
L560,L560:1004,35.01275939,-100.0053237,,-9999,350127.5939,-1000053.237,
L560,L560:1004,35.00343258,-100.0055273,,-9999,350034.3258,-1000055.273,
L560,L560:1004,34.99410528,-100.0057305,,-9999,349941.0528,-1000057.305,
L560,L560:1004,34.9847781,-100.0059321,,-9999,349847.781,-1000059.321,
L560,L560:1004,34.97545101,-100.0061274,,-9999,349754.5101,-1000061.274,
L560,L560:1004,34.96612485,-100.0063126,,-9999,349661.2485,-1000063.126,
L560,L560:1004,34.95680014,-100.0064904,,-9999,349568.0014,-1000064.904,
L560,L560:1004,34.9474763,-100.0066656,,-9999,349474.763,-1000066.656,
L560,L560:1004,34.93815389,-100.0068432,,-9999,349381.5389,-1000068.432,
L560,L560:1004,34.92883339,-100.0070232,,-9999,349288.3339,-1000070.232,
L560,L560:1004,34.91951616,-100.0072068,,-9999,349195.1616,-1000072.068,
L560,L560:1004,34.91020359,-100.007389,,-9999,349102.0359,-1000073.89,
L560,L560:1004,34.9008951,-100.0075694,,-9999,349008.951,-1000075.694,
L560,L560:1004,34.89159091,-100.0077521,,-9999,348915.9091,-1000077.521,
L560,L560:1004,34.8822909,-100.0079381,,-9999,348822.909,-1000079.381,
L560,L560:1004,34.87299463,-100.008127,,-9999,348729.9463,-1000081.27,
L560,L560:1004,34.86370159,-100.008316,,-9999,348637.0159,-1000083.16,
L560,L560:1004,34.85441078,-100.0085016,,-9999,348544.1078,-1000085.016,
L560,L560:1004,34.84512106,-100.0086811,,-9999,348451.2106,-1000086.811,
L560,L560:1004,34.83583181,-100.0088557,,-9999,348358.3181,-1000088.557,
L560,L560:1004,34.82654196,-100.0090308,,-9999,348265.4196,-1000090.308,
L560,L560:1004,34.8172498,-100.0092068,,-9999,348172.498,-1000092.068,
L560,L560:1004,34.80795468,-100.0093821,,-9999,348079.5468,-1000093.821,
L560,L560:1004,34.79865559,-100.0095583,,-9999,347986.5559,-1000095.583,
L560,L560:1004,34.78935234,-100.0097371,,-9999,347893.5234,-1000097.371,
L560,L560:1004,34.78004296,-100.0099203,,-9999,347800.4296,-1000099.203,
L560,L560:1004,34.77072764,-100.0101075,,-9999,347707.2764,-1000101.075,
L560,L560:1004,34.76140719,-100.0102953,,-9999,347614.0719,-1000102.953,
L560,L560:1004,34.75208128,-100.0104869,,-9999,347520.8128,-1000104.869,
L560,L560:1004,34.74274919,-100.0106842,,-9999,347427.4919,-1000106.842,
L560,L560:1004,34.73340987,-100.0108852,,-9999,347334.0987,-1000108.852,
L560,L560:1004,34.72406438,-100.0110721,,-9999,347240.6438,-1000110.721,
L560,L560:1004,34.71471602,-100.0112431,,-9999,347147.1602,-1000112.431,
L560,L560:1004,34.70536459,-100.0114081,,-9999,347053.6459,-1000114.081,
L560,L560:1004,34.69600843,-100.011579,,-9999,346960.0843,-1000115.79,
L560,L560:1004,34.68664744,-100.0117556,,-9999,346866.4744,-1000117.556,
L560,L560:1004,34.67728386,-100.011928,,-9999,346772.8386,-1000119.28,
L560,L560:1004,34.66791925,-100.0120991,,-9999,346679.1925,-1000120.991,
L560,L560:1004,34.65854952,-100.012276,,-9999,346585.4952,-1000122.76,
L560,L560:1004,34.64917435,-100.0124528,,-9999,346491.7435,-1000124.528,
L560,L560:1004,34.63980316,-100.0126177,,-9999,346398.0316,-1000126.177,
L560,L560:1004,34.63043561,-100.0127688,,-9999,346304.3561,-1000127.688,
