LineNum,LineFull,SCALE_X_ESPG_3031,SCALE_Y_ESPG_3031,SCALE_Dice_SurfElev,,X_EPSG_3031,Y_EPSG_3031,DICE_SurfElev
T1030,T1030:1018,-27.34085898,-125.4562381,,-9999,-273408.5898,-1254562.381,
T1030,T1030:1018,-27.34103401,-125.4520759,,-9999,-273410.3401,-1254520.759,
T1030,T1030:1018,-27.34123713,-125.4427237,,-9999,-273412.3713,-1254427.237,
T1030,T1030:1018,-27.34123443,-125.4333811,,-9999,-273412.3443,-1254333.811,
T1030,T1030:1018,-27.34111316,-125.4240526,,-9999,-273411.1316,-1254240.526,
T1030,T1030:1018,-27.34094721,-125.4147371,,-9999,-273409.4721,-1254147.371,
T1030,T1030:1018,-27.34078108,-125.4054296,,-9999,-273407.8108,-1254054.296,
T1030,T1030:1018,-27.34063952,-125.396126,,-9999,-273406.3952,-1253961.26,
T1030,T1030:1018,-27.34052527,-125.3868263,,-9999,-273405.2527,-1253868.263,
T1030,T1030:1018,-27.34042513,-125.3775297,,-9999,-273404.2513,-1253775.297,
T1030,T1030:1018,-27.34032285,-125.3682362,,-9999,-273403.2285,-1253682.362,
T1030,T1030:1018,-27.34021025,-125.3589464,,-9999,-273402.1025,-1253589.464,
T1030,T1030:1018,-27.34008695,-125.3496607,,-9999,-273400.8695,-1253496.607,
T1030,T1030:1018,-27.3399549,-125.3403788,,-9999,-273399.549,-1253403.788,
T1030,T1030:1018,-27.33982039,-125.3310988,,-9999,-273398.2039,-1253310.988,
T1030,T1030:1018,-27.3396919,-125.32182,,-9999,-273396.919,-1253218.2,
T1030,T1030:1018,-27.33957787,-125.3125416,,-9999,-273395.7787,-1253125.416,
T1030,T1030:1018,-27.33948195,-125.3032636,,-9999,-273394.8195,-1253032.636,
T1030,T1030:1018,-27.33940539,-125.2939853,,-9999,-273394.0539,-1252939.853,
T1030,T1030:1018,-27.33934671,-125.2847063,,-9999,-273393.4671,-1252847.063,
T1030,T1030:1018,-27.33930049,-125.2754265,,-9999,-273393.0049,-1252754.265,
T1030,T1030:1018,-27.33926266,-125.266146,,-9999,-273392.6266,-1252661.46,
T1030,T1030:1018,-27.33922956,-125.2568639,,-9999,-273392.2956,-1252568.639,
T1030,T1030:1018,-27.33919763,-125.2475799,,-9999,-273391.9763,-1252475.799,
T1030,T1030:1018,-27.33916555,-125.2382946,,-9999,-273391.6555,-1252382.946,
T1030,T1030:1018,-27.33913325,-125.2290075,,-9999,-273391.3325,-1252290.075,
T1030,T1030:1018,-27.33910039,-125.2197186,,-9999,-273391.0039,-1252197.186,
T1030,T1030:1018,-27.33906619,-125.2104282,,-9999,-273390.6619,-1252104.282,
T1030,T1030:1018,-27.33903141,-125.2011364,,-9999,-273390.3141,-1252011.364,
T1030,T1030:1018,-27.33899637,-125.191843,,-9999,-273389.9637,-1251918.43,
T1030,T1030:1018,-27.3389626,-125.1825471,,-9999,-273389.626,-1251825.471,
T1030,T1030:1018,-27.33893052,-125.173249,,-9999,-273389.3052,-1251732.49,
T1030,T1030:1018,-27.33890031,-125.1639489,,-9999,-273389.0031,-1251639.489,
T1030,T1030:1018,-27.33887112,-125.1546468,,-9999,-273388.7112,-1251546.468,
T1030,T1030:1018,-27.33884211,-125.1453423,,-9999,-273388.4211,-1251453.423,
T1030,T1030:1018,-27.33881331,-125.1360349,,-9999,-273388.1331,-1251360.349,
T1030,T1030:1018,-27.33878676,-125.126724,,-9999,-273387.8676,-1251267.24,
T1030,T1030:1018,-27.3387639,-125.1174095,,-9999,-273387.639,-1251174.095,
T1030,T1030:1018,-27.33874481,-125.1080912,,-9999,-273387.4481,-1251080.912,
T1030,T1030:1018,-27.33872814,-125.0987686,,-9999,-273387.2814,-1250987.686,
T1030,T1030:1018,-27.33871264,-125.0894414,,-9999,-273387.1264,-1250894.414,
T1030,T1030:1018,-27.33869732,-125.0801097,,-9999,-273386.9732,-1250801.097,
T1030,T1030:1018,-27.33868124,-125.0707734,,-9999,-273386.8124,-1250707.734,
T1030,T1030:1018,-27.33866216,-125.0614321,,-9999,-273386.6216,-1250614.321,
T1030,T1030:1018,-27.33863922,-125.0520854,,-9999,-273386.3922,-1250520.854,
T1030,T1030:1018,-27.33861196,-125.0427335,,-9999,-273386.1196,-1250427.335,
T1030,T1030:1018,-27.33858154,-125.0333758,,-9999,-273385.8154,-1250333.758,
T1030,T1030:1018,-27.33855169,-125.0240126,,-9999,-273385.5169,-1250240.126,
T1030,T1030:1018,-27.33852365,-125.0146437,,-9999,-273385.2365,-1250146.437,
T1030,T1030:1018,-27.33849797,-125.0052693,,-9999,-273384.9797,-1250052.693,
T1030,T1030:1018,-27.33847787,-124.9958899,,-9999,-273384.7787,-1249958.899,
T1030,T1030:1018,-27.33846431,-124.9865054,,-9999,-273384.6431,-1249865.054,
T1030,T1030:1018,-27.33845057,-124.9771161,,-9999,-273384.5057,-1249771.161,
T1030,T1030:1018,-27.33843844,-124.9677218,,-9999,-273384.3844,-1249677.218,
T1030,T1030:1018,-27.33842525,-124.9583234,,-9999,-273384.2525,-1249583.234,
T1030,T1030:1018,-27.33841037,-124.9489209,,-9999,-273384.1037,-1249489.209,
T1030,T1030:1018,-27.33839265,-124.9395139,,-9999,-273383.9265,-1249395.139,
T1030,T1030:1018,-27.3383705,-124.9301025,,-9999,-273383.705,-1249301.025,
T1030,T1030:1018,-27.3383447,-124.9206873,,-9999,-273383.447,-1249206.873,
T1030,T1030:1018,-27.33832058,-124.9112682,,-9999,-273383.2058,-1249112.682,
T1030,T1030:1018,-27.33830141,-124.901845,,-9999,-273383.0141,-1249018.45,
T1030,T1030:1018,-27.33828465,-124.8924176,,-9999,-273382.8465,-1248924.176,
T1030,T1030:1018,-27.33826732,-124.8829866,,-9999,-273382.6732,-1248829.866,
T1030,T1030:1018,-27.33825015,-124.8735523,,-9999,-273382.5015,-1248735.523,
T1030,T1030:1018,-27.33823494,-124.8641145,,-9999,-273382.3494,-1248641.145,
T1030,T1030:1018,-27.33822139,-124.8546726,,-9999,-273382.2139,-1248546.726,
T1030,T1030:1018,-27.33820735,-124.8452267,,-9999,-273382.0735,-1248452.267,
T1030,T1030:1018,-27.33818867,-124.8357769,,-9999,-273381.8867,-1248357.769,
T1030,T1030:1018,-27.3381647,-124.826324,,-9999,-273381.647,-1248263.24,
T1030,T1030:1018,-27.33814007,-124.8168662,,-9999,-273381.4007,-1248168.662,
T1030,T1030:1018,-27.33812001,-124.8074033,,-9999,-273381.2001,-1248074.033,
T1030,T1030:1018,-27.33810093,-124.7979348,,-9999,-273381.0093,-1247979.348,
T1030,T1030:1018,-27.33808432,-124.7884626,,-9999,-273380.8432,-1247884.626,
T1030,T1030:1018,-27.33806508,-124.7789867,,-9999,-273380.6508,-1247789.867,
T1030,T1030:1018,-27.33804087,-124.7695067,,-9999,-273380.4087,-1247695.067,
T1030,T1030:1018,-27.33801044,-124.7600227,,-9999,-273380.1044,-1247600.227,
T1030,T1030:1018,-27.33798129,-124.7505351,,-9999,-273379.8129,-1247505.351,
T1030,T1030:1018,-27.33795445,-124.7410436,,-9999,-273379.5445,-1247410.436,
T1030,T1030:1018,-27.337922,-124.7315489,,-9999,-273379.22,-1247315.489,
T1030,T1030:1018,-27.33788873,-124.722052,,-9999,-273378.8873,-1247220.52,
T1030,T1030:1018,-27.33786015,-124.7125531,,-9999,-273378.6015,-1247125.531,
T1030,T1030:1018,-27.33783808,-124.7030519,,-9999,-273378.3808,-1247030.519,
T1030,T1030:1018,-27.33781872,-124.6935495,,-9999,-273378.1872,-1246935.495,
T1030,T1030:1018,-27.33780231,-124.6840466,,-9999,-273378.0231,-1246840.466,
T1030,T1030:1018,-27.3377877,-124.674543,,-9999,-273377.877,-1246745.43,
T1030,T1030:1018,-27.33777105,-124.6650385,,-9999,-273377.7105,-1246650.385,
T1030,T1030:1018,-27.33775026,-124.6555332,,-9999,-273377.5026,-1246555.332,
T1030,T1030:1018,-27.33772582,-124.6460277,,-9999,-273377.2582,-1246460.277,
T1030,T1030:1018,-27.33770035,-124.6365235,,-9999,-273377.0035,-1246365.235,
T1030,T1030:1018,-27.33767565,-124.62702,,-9999,-273376.7565,-1246270.2,
T1030,T1030:1018,-27.3376521,-124.6175157,,-9999,-273376.521,-1246175.157,
T1030,T1030:1018,-27.33762968,-124.6080103,,-9999,-273376.2968,-1246080.103,
T1030,T1030:1018,-27.33761217,-124.5985041,,-9999,-273376.1217,-1245985.041,
T1030,T1030:1018,-27.33759944,-124.5889962,,-9999,-273375.9944,-1245889.962,
T1030,T1030:1018,-27.33758939,-124.5794858,,-9999,-273375.8939,-1245794.858,
T1030,T1030:1018,-27.3375801,-124.569973,,-9999,-273375.801,-1245699.73,
T1030,T1030:1018,-27.33757156,-124.5604579,,-9999,-273375.7156,-1245604.579,
T1030,T1030:1018,-27.33756085,-124.5509407,,-9999,-273375.6085,-1245509.407,
T1030,T1030:1018,-27.33754551,-124.5414209,,-9999,-273375.4551,-1245414.209,
T1030,T1030:1018,-27.33752969,-124.531899,,-9999,-273375.2969,-1245318.99,
T1030,T1030:1018,-27.3375168,-124.5223754,,-9999,-273375.168,-1245223.754,
T1030,T1030:1018,-27.33750565,-124.5128499,,-9999,-273375.0565,-1245128.499,
T1030,T1030:1018,-27.33749104,-124.5033241,,-9999,-273374.9104,-1245033.241,
T1030,T1030:1018,-27.33746913,-124.4937993,,-9999,-273374.6913,-1244937.993,
T1030,T1030:1018,-27.33743837,-124.4842761,,-9999,-273374.3837,-1244842.761,
T1030,T1030:1018,-27.33740361,-124.4747554,,-9999,-273374.0361,-1244747.554,
T1030,T1030:1018,-27.33737294,-124.4652385,,-9999,-273373.7294,-1244652.385,
T1030,T1030:1018,-27.33734913,-124.4557264,,-9999,-273373.4913,-1244557.264,
T1030,T1030:1018,-27.33732832,-124.4462198,,-9999,-273373.2832,-1244462.198,
T1030,T1030:1018,-27.33730572,-124.4367195,,-9999,-273373.0572,-1244367.195,
T1030,T1030:1018,-27.33727883,-124.4272259,,-9999,-273372.7883,-1244272.259,
T1030,T1030:1018,-27.33724899,-124.4177384,,-9999,-273372.4899,-1244177.384,
T1030,T1030:1018,-27.33721801,-124.4082562,,-9999,-273372.1801,-1244082.562,
