LineNum,LineFull,SCALE_X_ESPG_3031,SCALE_Y_ESPG_3031,SCALE_Dice_SurfElev,,X_EPSG_3031,Y_EPSG_3031,DICE_SurfElev
T1020,T1020:1009,-36.3952606,-69.31641754,1.03410402,1.03410402,-363952.606,-693164.1754,103.410402
T1020,T1020:1009,-36.39519155,-69.32384534,1.028708265,1.028708265,-363951.9155,-693238.4534,102.8708265
T1020,T1020:1009,-36.39508013,-69.33302172,1.027066533,1.027066533,-363950.8013,-693330.2172,102.7066533
T1020,T1020:1009,-36.39496,-69.34220252,1.028143426,1.028143426,-363949.6,-693422.0252,102.8143426
T1020,T1020:1009,-36.39484153,-69.35138886,1.03258953,1.03258953,-363948.4153,-693513.8886,103.258953
T1020,T1020:1009,-36.39472606,-69.36057606,1.039047647,1.039047647,-363947.2606,-693605.7606,103.9047647
T1020,T1020:1009,-36.39459777,-69.36976905,1.037145222,1.037145222,-363945.9777,-693697.6905,103.7145222
T1020,T1020:1009,-36.39446317,-69.37897057,1.045993198,1.045993198,-363944.6317,-693789.7057,104.5993198
T1020,T1020:1009,-36.39432921,-69.38818184,1.055576876,1.055576876,-363943.2921,-693881.8184,105.5576876
T1020,T1020:1009,-36.39419471,-69.39740311,1.054102255,1.054102255,-363941.9471,-693974.0311,105.4102255
T1020,T1020:1009,-36.39406526,-69.40663256,1.050582718,1.050582718,-363940.6526,-694066.3256,105.0582718
T1020,T1020:1009,-36.39394296,-69.41587079,1.053377185,1.053377185,-363939.4296,-694158.7079,105.3377185
T1020,T1020:1009,-36.3938167,-69.42511686,1.054907295,1.054907295,-363938.167,-694251.1686,105.4907295
T1020,T1020:1009,-36.39366135,-69.43437232,1.055267999,1.055267999,-363936.6135,-694343.7232,105.5267999
T1020,T1020:1009,-36.39348783,-69.44363612,1.050466127,1.050466127,-363934.8783,-694436.3612,105.0466127
T1020,T1020:1009,-36.39327688,-69.45290743,1.044544982,1.044544982,-363932.7688,-694529.0743,104.4544982
T1020,T1020:1009,-36.39301531,-69.46218629,1.047084259,1.047084259,-363930.1531,-694621.8629,104.7084259
T1020,T1020:1009,-36.39270667,-69.47147282,1.046919167,1.046919167,-363927.0667,-694714.7282,104.6919167
T1020,T1020:1009,-36.39237518,-69.4807634,1.055303721,1.055303721,-363923.7518,-694807.634,105.5303721
T1020,T1020:1009,-36.39202566,-69.49005875,1.0502225,1.0502225,-363920.2566,-694900.5875,105.02225
