LineNum,LineFull,SCALE_X_ESPG_3031,SCALE_Y_ESPG_3031,SCALE_Dice_SurfElev,,X_EPSG_3031,Y_EPSG_3031,DICE_SurfElev
L590,L590:2003,35.42154977,-102.9756605,,-9999,354215.4977,-1029756.605,
L590,L590:2003,35.4208566,-102.9757993,,-9999,354208.566,-1029757.993,
L590,L590:2003,35.41218867,-102.9775242,,-9999,354121.8867,-1029775.242,
L590,L590:2003,35.40351263,-102.979232,,-9999,354035.1263,-1029792.32,
L590,L590:2003,35.39482851,-102.980931,,-9999,353948.2851,-1029809.31,
L590,L590:2003,35.38613945,-102.9826321,,-9999,353861.3945,-1029826.321,
L590,L590:2003,35.37744882,-102.9843445,,-9999,353774.4882,-1029843.445,
L590,L590:2003,35.36875725,-102.9860703,,-9999,353687.5725,-1029860.703,
L590,L590:2003,35.36005995,-102.9878093,,-9999,353600.5995,-1029878.093,
L590,L590:2003,35.35135335,-102.989558,,-9999,353513.5335,-1029895.58,
L590,L590:2003,35.34263545,-102.9913135,,-9999,353426.3545,-1029913.135,
L590,L590:2003,35.33390521,-102.9930729,,-9999,353339.0521,-1029930.729,
L590,L590:2003,35.32516142,-102.9948391,,-9999,353251.6142,-1029948.391,
L590,L590:2003,35.31640342,-102.9966148,,-9999,353164.0342,-1029966.148,
L590,L590:2003,35.30762844,-102.9983904,,-9999,353076.2844,-1029983.904,
L590,L590:2003,35.2988336,-103.0001486,,-9999,352988.336,-1030001.486,
L590,L590:2003,35.29001554,-103.0018779,,-9999,352900.1554,-1030018.779,
L590,L590:2003,35.28117117,-103.0035683,,-9999,352811.7117,-1030035.683,
L590,L590:2003,35.27229938,-103.0052112,,-9999,352722.9938,-1030052.112,
L590,L590:2003,35.26339909,-103.0067987,,-9999,352633.9909,-1030067.987,
L590,L590:2003,35.25447179,-103.0083225,,-9999,352544.7179,-1030083.225,
L590,L590:2003,35.24552107,-103.0097997,,-9999,352455.2107,-1030097.997,
L590,L590:2003,35.23655165,-103.011262,,-9999,352365.5165,-1030112.62,
L590,L590:2003,35.22756755,-103.0127302,,-9999,352275.6755,-1030127.302,
L590,L590:2003,35.21857183,-103.0142116,,-9999,352185.7183,-1030142.116,
L590,L590:2003,35.20956957,-103.0156846,,-9999,352095.6957,-1030156.846,
L590,L590:2003,35.20056586,-103.0171429,,-9999,352005.6586,-1030171.429,
L590,L590:2003,35.19156348,-103.0185886,,-9999,351915.6348,-1030185.886,
L590,L590:2003,35.18256386,-103.0200187,,-9999,351825.6386,-1030200.187,
L590,L590:2003,35.17356674,-103.021444,,-9999,351735.6674,-1030214.44,
L590,L590:2003,35.16457103,-103.0228505,,-9999,351645.7103,-1030228.505,
L590,L590:2003,35.15557411,-103.0242245,,-9999,351555.7411,-1030242.245,
L590,L590:2003,35.14656829,-103.0255336,,-9999,351465.6829,-1030255.336,
L590,L590:2003,35.13754591,-103.026735,,-9999,351375.4591,-1030267.35,
L590,L590:2003,35.12850409,-103.0277954,,-9999,351285.0409,-1030277.954,
L590,L590:2003,35.11944388,-103.0287049,,-9999,351194.4388,-1030287.049,
L590,L590:2003,35.1103681,-103.0294229,,-9999,351103.681,-1030294.229,
L590,L590:2003,35.1012858,-103.0299347,,-9999,351012.858,-1030299.347,
L590,L590:2003,35.0922017,-103.0302681,,-9999,350922.017,-1030302.681,
L590,L590:2003,35.08311484,-103.0304668,,-9999,350831.1484,-1030304.668,
L590,L590:2003,35.0740293,-103.0305604,,-9999,350740.293,-1030305.604,
L590,L590:2003,35.06495003,-103.0305787,,-9999,350649.5003,-1030305.787,
L590,L590:2003,35.05587764,-103.0305479,,-9999,350558.7764,-1030305.479,
