LineNum,LineFull,SCALE_X_ESPG_3031,SCALE_Y_ESPG_3031,SCALE_Dice_SurfElev,,X_EPSG_3031,Y_EPSG_3031,DICE_SurfElev
T1110,T1110:3012,16.62404604,-74.38468826,,-9999,166240.4604,-743846.8826,
T1110,T1110:3012,16.62786445,-74.38930099,,-9999,166278.6445,-743893.0099,
T1110,T1110:3012,16.63355201,-74.39656319,,-9999,166335.5201,-743965.6319,
T1110,T1110:3012,16.63901679,-74.40402393,,-9999,166390.1679,-744040.2393,
T1110,T1110:3012,16.64416086,-74.41173115,,-9999,166441.6086,-744117.3115,
T1110,T1110:3012,16.6489332,-74.41968237,,-9999,166489.332,-744196.8237,
T1110,T1110:3012,16.65333119,-74.42784939,,-9999,166533.3119,-744278.4939,
T1110,T1110:3012,16.6573474,-74.43621201,,-9999,166573.474,-744362.1201,
T1110,T1110:3012,16.66097941,-74.44474684,,-9999,166609.7941,-744447.4684,
T1110,T1110:3012,16.6642287,-74.45343418,,-9999,166642.287,-744534.3418,
T1110,T1110:3012,16.667077,-74.46226404,,-9999,166670.77,-744622.6404,
T1110,T1110:3012,16.66953613,-74.4712143,,-9999,166695.3613,-744712.143,
T1110,T1110:3012,16.67162992,-74.48026067,,-9999,166716.2992,-744802.6067,
T1110,T1110:3012,16.67338754,-74.48937746,,-9999,166733.8754,-744893.7746,
T1110,T1110:3012,16.67484228,-74.49853651,,-9999,166748.4228,-744985.3651,
T1110,T1110:3012,16.67604341,-74.507718,,-9999,166760.4341,-745077.18,
T1110,T1110:3012,16.67704827,-74.51690659,,-9999,166770.4827,-745169.0659,
T1110,T1110:3012,16.67790573,-74.52609933,,-9999,166779.0573,-745260.9933,
T1110,T1110:3012,16.67864292,-74.53529631,,-9999,166786.4292,-745352.9631,
T1110,T1110:3012,16.67922391,-74.54448436,,-9999,166792.2391,-745444.8436,
T1110,T1110:3012,16.67961278,-74.55365928,,-9999,166796.1278,-745536.5928,
T1110,T1110:3012,16.67980006,-74.56281892,,-9999,166798.0006,-745628.1892,
T1110,T1110:3012,16.6798174,-74.57195596,,-9999,166798.174,-745719.5596,
T1110,T1110:3012,16.67970908,-74.58107677,,-9999,166797.0908,-745810.7677,
T1110,T1110:3012,16.67950528,-74.59018449,-0.054968322,-0.054968322,166795.0528,-745901.8449,-5.496832191
T1110,T1110:3012,16.67922439,-74.59927367,-0.012303747,-0.012303747,166792.2439,-745992.7367,-1.230374736
T1110,T1110:3012,16.67888415,-74.60833505,0.02081168,0.02081168,166788.8415,-746083.3505,2.081168046
T1110,T1110:3012,16.67852165,-74.6173711,0.03643812,0.03643812,166785.2165,-746173.711,3.643812002
T1110,T1110:3012,16.67818985,-74.62639005,0.040407803,0.040407803,166781.8985,-746263.9005,4.040780328
T1110,T1110:3012,16.67793231,-74.63539611,0.042211648,0.042211648,166779.3231,-746353.9611,4.22116483
T1110,T1110:3012,16.67776186,-74.64439093,0.034848249,0.034848249,166777.6186,-746443.9093,3.484824869
T1110,T1110:3012,16.67766686,-74.65337492,0.065026898,0.065026898,166776.6686,-746533.7492,6.50268984
T1110,T1110:3012,16.67763554,-74.66235213,0.102070397,0.102070397,166776.3554,-746623.5213,10.2070397
T1110,T1110:3012,16.67765985,-74.67132357,0.116427093,0.116427093,166776.5985,-746713.2357,11.64270932
T1110,T1110:3012,16.67773492,-74.6802924,0.138380741,0.138380741,166777.3492,-746802.924,13.83807406
T1110,T1110:3012,16.67784412,-74.68926064,0.157449983,0.157449983,166778.4412,-746892.6064,15.74499828
T1110,T1110:3012,16.67795418,-74.69823089,0.176103392,0.176103392,166779.5418,-746982.3089,17.61033923
T1110,T1110:3012,16.67803386,-74.70720484,0.184733447,0.184733447,166780.3386,-747072.0484,18.47334474
T1110,T1110:3012,16.67807228,-74.71618576,0.222618094,0.222618094,166780.7228,-747161.8576,22.26180937
T1110,T1110:3012,16.67806245,-74.72517974,0.239484788,0.239484788,166780.6245,-747251.7974,23.94847883
T1110,T1110:3012,16.67802091,-74.73418623,0.246330301,0.246330301,166780.2091,-747341.8623,24.63303013
T1110,T1110:3012,16.67796135,-74.74320501,0.249270901,0.249270901,166779.6135,-747432.0501,24.92709008
T1110,T1110:3012,16.67789389,-74.75223507,0.230254104,0.230254104,166778.9389,-747522.3507,23.02541037
T1110,T1110:3012,16.6777963,-74.76127286,0.257789573,0.257789573,166777.963,-747612.7286,25.7789573
T1110,T1110:3012,16.67769307,-74.77032004,0.224615514,0.224615514,166776.9307,-747703.2004,22.46155139
T1110,T1110:3012,16.67759702,-74.7793786,0.017333163,0.017333163,166775.9702,-747793.786,1.733316346
T1110,T1110:3012,16.67751859,-74.78844671,0.223333375,0.223333375,166775.1859,-747884.4671,22.33333746
T1110,T1110:3012,16.67746727,-74.79752418,0.211085683,0.211085683,166774.6727,-747975.2418,21.1085683
T1110,T1110:3012,16.67744381,-74.80661489,0.220377758,0.220377758,166774.4381,-748066.1489,22.0377758
T1110,T1110:3012,16.67744135,-74.8157201,0.221160371,0.221160371,166774.4135,-748157.201,22.11603705
