LineNum,LineFull,SCALE_X_ESPG_3031,SCALE_Y_ESPG_3031,SCALE_Dice_SurfElev,,X_EPSG_3031,Y_EPSG_3031,DICE_SurfElev
T1000,T1000:1015,-47.03439872,-73.75660659,4.149610804,4.149610804,-470343.9872,-737566.0659,414.9610804
T1000,T1000:1015,-47.03436585,-73.75676226,4.149610804,4.149610804,-470343.6585,-737567.6226,414.9610804
T1000,T1000:1015,-47.03218354,-73.76714388,4.154472548,4.154472548,-470321.8354,-737671.4388,415.4472548
T1000,T1000:1015,-47.03002122,-73.7775325,4.159483211,4.159483211,-470300.2122,-737775.325,415.9483211
T1000,T1000:1015,-47.0278832,-73.78792667,4.165008931,4.165008931,-470278.832,-737879.2667,416.5008931
T1000,T1000:1015,-47.02577141,-73.79832496,4.171617704,4.171617704,-470257.7141,-737983.2496,417.1617704
T1000,T1000:1015,-47.02368243,-73.80872609,4.168896065,4.168896065,-470236.8243,-738087.2609,416.8896065
T1000,T1000:1015,-47.02161015,-73.81912941,4.176578207,4.176578207,-470216.1015,-738191.2941,417.6578207
T1000,T1000:1015,-47.01955062,-73.82953369,4.174552936,4.174552936,-470195.5062,-738295.3369,417.4552936
T1000,T1000:1015,-47.01751527,-73.83993815,4.193047139,4.193047139,-470175.1527,-738399.3815,419.3047139
T1000,T1000:1015,-47.01551595,-73.85034336,4.193963108,4.193963108,-470155.1595,-738503.4336,419.3963108
T1000,T1000:1015,-47.01357423,-73.86075423,4.203588041,4.203588041,-470135.7423,-738607.5423,420.3588041
T1000,T1000:1015,-47.01171512,-73.87117569,4.211513605,4.211513605,-470117.1512,-738711.7569,421.1513605
T1000,T1000:1015,-47.00996969,-73.88160976,4.218805076,4.218805076,-470099.6969,-738816.0976,421.8805076
T1000,T1000:1015,-47.00835645,-73.89205394,4.216686073,4.216686073,-470083.5645,-738920.5394,421.6686073
T1000,T1000:1015,-47.00687941,-73.90250531,4.225043477,4.225043477,-470068.7941,-739025.0531,422.5043477
T1000,T1000:1015,-47.00552717,-73.91295977,4.234706442,4.234706442,-470055.2717,-739129.5977,423.4706442
T1000,T1000:1015,-47.0042882,-73.92341532,4.244946668,4.244946668,-470042.882,-739234.1532,424.4946668
T1000,T1000:1015,-47.00316012,-73.93387143,4.255180227,4.255180227,-470031.6012,-739338.7143,425.5180227
T1000,T1000:1015,-47.00214556,-73.94432848,4.264842047,4.264842047,-470021.4556,-739443.2848,426.4842047
T1000,T1000:1015,-47.00125173,-73.95478611,4.27011031,4.27011031,-470012.5173,-739547.8611,427.011031
T1000,T1000:1015,-47.00048608,-73.96524274,4.272445371,4.272445371,-470004.8608,-739652.4274,427.2445371
T1000,T1000:1015,-46.99985484,-73.97569603,4.280829767,4.280829767,-469998.5484,-739756.9603,428.0829767
T1000,T1000:1015,-46.99935774,-73.98614274,4.289639487,4.289639487,-469993.5774,-739861.4274,428.9639487
T1000,T1000:1015,-46.99898446,-73.99657945,4.289647161,4.289647161,-469989.8446,-739965.7945,428.9647161
T1000,T1000:1015,-46.99871598,-74.00700524,4.300614737,4.300614737,-469987.1598,-740070.0524,430.0614737
T1000,T1000:1015,-46.99853078,-74.01742126,4.301557189,4.301557189,-469985.3078,-740174.2126,430.1557189
T1000,T1000:1015,-46.99841076,-74.02782773,4.303935928,4.303935928,-469984.1076,-740278.2773,430.3935928
T1000,T1000:1015,-46.99834266,-74.03822421,4.314317888,4.314317888,-469983.4266,-740382.2421,431.4317888
T1000,T1000:1015,-46.9983146,-74.04861076,4.326396744,4.326396744,-469983.146,-740486.1076,432.6396744
T1000,T1000:1015,-46.99831561,-74.05898759,4.335796814,4.335796814,-469983.1561,-740589.8759,433.5796814
T1000,T1000:1015,-46.99833598,-74.06935528,4.341734615,4.341734615,-469983.3598,-740693.5528,434.1734615
T1000,T1000:1015,-46.99836716,-74.0797154,4.344417575,4.344417575,-469983.6716,-740797.154,434.4417575
T1000,T1000:1015,-46.99840449,-74.09006913,4.356648267,4.356648267,-469984.0449,-740900.6913,435.6648267
T1000,T1000:1015,-46.99844642,-74.10041714,4.368305214,4.368305214,-469984.4642,-741004.1714,436.8305214
T1000,T1000:1015,-46.99849294,-74.11075973,4.379589473,4.379589473,-469984.9294,-741107.5973,437.9589473
T1000,T1000:1015,-46.99854467,-74.12109747,4.39005989,4.39005989,-469985.4467,-741210.9747,439.005989
T1000,T1000:1015,-46.99860278,-74.13143097,4.399290461,4.399290461,-469986.0278,-741314.3097,439.9290461
T1000,T1000:1015,-46.99866834,-74.14176125,4.408912413,4.408912413,-469986.6834,-741417.6125,440.8912413
T1000,T1000:1015,-46.99874366,-74.15208861,4.417155322,4.417155322,-469987.4366,-741520.8861,441.7155322
T1000,T1000:1015,-46.99883094,-74.16241275,4.425117537,4.425117537,-469988.3094,-741624.1275,442.5117537
T1000,T1000:1015,-46.99892813,-74.17273369,4.433078873,4.433078873,-469989.2813,-741727.3369,443.3078873
T1000,T1000:1015,-46.99903234,-74.18305228,4.440704275,4.440704275,-469990.3234,-741830.5228,444.0704275
T1000,T1000:1015,-46.99913998,-74.1933698,4.447784513,4.447784513,-469991.3998,-741933.698,444.7784513
T1000,T1000:1015,-46.99924834,-74.20368661,4.453998702,4.453998702,-469992.4834,-742036.8661,445.3998702
T1000,T1000:1015,-46.99935605,-74.21400272,4.460828024,4.460828024,-469993.5605,-742140.0272,446.0828024
T1000,T1000:1015,-46.99946157,-74.22431749,4.47165347,4.47165347,-469994.6157,-742243.1749,447.165347
T1000,T1000:1015,-46.99956314,-74.23463173,4.48479984,4.48479984,-469995.6314,-742346.3173,448.479984
T1000,T1000:1015,-46.99965872,-74.24494629,4.491467534,4.491467534,-469996.5872,-742449.4629,449.1467534
T1000,T1000:1015,-46.9997482,-74.25526041,4.498560287,4.498560287,-469997.482,-742552.6041,449.8560287
T1000,T1000:1015,-46.99983229,-74.26557329,4.506081921,4.506081921,-469998.3229,-742655.7329,450.6081921
T1000,T1000:1015,-46.9999121,-74.27588584,4.513477832,4.513477832,-469999.121,-742758.8584,451.3477832
T1000,T1000:1015,-46.99998894,-74.28619786,4.515277918,4.515277918,-469999.8894,-742861.9786,451.5277918
T1000,T1000:1015,-47.00006449,-74.29650854,4.518661813,4.518661813,-470000.6449,-742965.0854,451.8661813
T1000,T1000:1015,-47.00014049,-74.30681706,4.526847821,4.526847821,-470001.4049,-743068.1706,452.6847821
T1000,T1000:1015,-47.00021778,-74.31712261,4.535909524,4.535909524,-470002.1778,-743171.2261,453.5909524
T1000,T1000:1015,-47.0002967,-74.32742528,4.542580123,4.542580123,-470002.967,-743274.2528,454.2580123
T1000,T1000:1015,-47.00037624,-74.3377255,4.544193671,4.544193671,-470003.7624,-743377.255,454.4193671
T1000,T1000:1015,-47.00045457,-74.34802316,4.553481763,4.553481763,-470004.5457,-743480.2316,455.3481763
T1000,T1000:1015,-47.00053064,-74.35831764,4.563245197,4.563245197,-470005.3064,-743583.1764,456.3245197
T1000,T1000:1015,-47.00060479,-74.36860902,4.573127686,4.573127686,-470006.0479,-743686.0902,457.3127686
T1000,T1000:1015,-47.000677,-74.37889759,4.573016405,4.573016405,-470006.77,-743788.9759,457.3016405
T1000,T1000:1015,-47.00074754,-74.38918338,4.583077796,4.583077796,-470007.4754,-743891.8338,458.3077796
T1000,T1000:1015,-47.00081666,-74.39946607,4.593266783,4.593266783,-470008.1666,-743994.6607,459.3266783
T1000,T1000:1015,-47.00088509,-74.40974589,4.599544557,4.599544557,-470008.8509,-744097.4589,459.9544557
T1000,T1000:1015,-47.00095392,-74.42002288,4.603254642,4.603254642,-470009.5392,-744200.2288,460.3254642
T1000,T1000:1015,-47.00102135,-74.43029728,4.613240873,4.613240873,-470010.2135,-744302.9728,461.3240873
T1000,T1000:1015,-47.00108827,-74.44056886,4.62320453,4.62320453,-470010.8827,-744405.6886,462.320453
T1000,T1000:1015,-47.00115506,-74.45083784,4.633053183,4.633053183,-470011.5506,-744508.3784,463.3053183
T1000,T1000:1015,-47.00122297,-74.461104,4.632907996,4.632907996,-470012.2297,-744611.04,463.2907996
T1000,T1000:1015,-47.00129338,-74.47136702,4.642714255,4.642714255,-470012.9338,-744713.6702,464.2714255
